#17_0EX3_0229Kronos_MM1S-KB-6hr-1_H3K27Ac_hs-dm_i33_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/17_0EX3_0229Kronos_MM1S-KB-6hr-1_H3K27Ac_hs-dm_i33_ROSE/17_0EX3_0229Kronos_MM1S-KB-6hr-1_H3K27Ac_hs-dm_i33_peaks_5KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X17_0EX3_0229Kronos_MM1S.KB.6hr.1_H3K27Ac_hs.dm_i33.bam
#Using cutoff of 23455.9689 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X17_0EX3_0229Kronos_MM1S.KB.6hr.1_H3K27Ac_hs.dm_i33.bam	X41_0EXT_0229Kronos_MM1S.KB.6hr.1_Input_hs_i85.bam	enhancerRank	isSuperStretch
2_MACS_peak_16507_lociStitched	chr20	5570446	5592500	2	19338	45204.0838	3758.0016	117	1
2_MACS_peak_4462_lociStitched	chr11	19450042	19465834	2	13612	99631.728	3589.5216	118	1
3_MACS_peak_4012_lociStitched	chr10	112611788	112633066	3	16223	80432.9678	3893.874	120	1
6_MACS_peak_9593_lociStitched	chr15	89646509	89676688	6	16615	76506.7829	4318.6149	121	1
1_MACS_peak_22260_lociStitched	chr5	88170895	88187138	1	16244	78232.7852	3238.8542	122	1
2_MACS_peak_10481_lociStitched	chr16	66549124	66560484	2	10548	111301.872	2494.656	123	1
2_MACS_peak_17733_lociStitched	chr22	23189059	23210051	2	17615	62858.4448	2288.128	124	1
1_MACS_peak_3992_lociStitched	chr10	112112630	112119566	1	6937	121493.0568	2198.712	125	1
3_MACS_peak_6222_lociStitched	chr12	48196937	48214787	3	14975	87065.16	3127.32	126	1
4_MACS_peak_15024_lociStitched	chr2	88898808	88928491	4	18923	44580.8977	4948.1561	127	1
1_MACS_peak_25744_lociStitched	chr7	78113722	78128230	1	14509	89453.4264	2715.8976	128	1
2_MACS_peak_2381_lociStitched	chr1	206282036	206295531	2	10857	108534.887	3622.058	129	1
2_MACS_peak_19003_lociStitched	chr3	69128246	69146224	2	17822	56781.7152	3575.8242	130	1
4_MACS_peak_24856_lociStitched	chr6	157976427	158000075	4	16094	74299.6512	2078.6592	131	1
6_MACS_peak_10515_lociStitched	chr16	67570983	67601517	6	17394	59843.5866	4228.959	132	1
3_MACS_peak_23480_lociStitched	chr6	25365817	25390371	3	17921	52221.4472	4292.0392	133	1
4_MACS_peak_22589_lociStitched	chr5	131789744	131816129	4	16705	66798.9045	4406.295	134	1
6_MACS_peak_15990_lociStitched	chr2	202072964	202102124	6	18509	38628.252	5275.044	135	1
3_MACS_peak_19141_lociStitched	chr3	98479488	98495976	3	16018	70177.8744	3063.4704	136	1
6_MACS_peak_10227_lociStitched	chr16	30193874	30227398	6	17950	48562.8664	5886.8144	137	1
4_MACS_peak_3299_lociStitched	chr10	45913458	45934200	4	13341	90090.8028	3279.3102	138	1
3_MACS_peak_23145_lociStitched	chr5	180227134	180249300	3	16087	64795.6512	3300.5174	140	1
1_MACS_peak_14493_lociStitched	chr2	43444206	43457037	1	12832	89261.4177	2509.7436	141	1
2_MACS_peak_21666_lociStitched	chr5	6475261	6487201	2	11075	97158.168	2029.8	142	1
1_MACS_peak_7821_lociStitched	chr13	114555109	114568182	1	13074	87132.8523	3119.2178	143	1
6_MACS_peak_14719_lociStitched	chr2	64862674	64895812	6	17025	52387.8642	5524.1046	144	1
3_MACS_peak_21957_lociStitched	chr5	55437042	55453692	3	15768	64958.31	2842.155	145	1
4_MACS_peak_22265_lociStitched	chr5	88595830	88617351	4	13078	86238.9512	3447.6642	146	1
2_MACS_peak_10116_lociStitched	chr16	23343656	23354224	2	8406	106608.9272	2172.7808	147	1
3_MACS_peak_20064_lociStitched	chr3	186703019	186719900	3	12873	88694.4621	4920.8115	148	1
6_MACS_peak_23679_lociStitched	chr6	31781534	31805538	6	16924	47729.5536	3958.2596	149	1
2_MACS_peak_6895_lociStitched	chr12	108952822	108970688	2	14686	72736.0592	3582.133	150	1
3_MACS_peak_1850_lociStitched	chr1	160633708	160655702	3	13595	83302.275	5619.467	151	1
1_MACS_peak_4879_lociStitched	chr11	65263519	65278808	1	15290	66886.3172	3334.5309	152	1
2_MACS_peak_29365_lociStitched	chrX	48790519	48805632	2	13835	77212.317	1760.6645	153	1
5_MACS_peak_10099_lociStitched	chr16	22194912	22219232	5	17057	43644.672	4243.84	154	1
1_MACS_peak_17831_lociStitched	chr22	29185729	29199766	1	14038	75537.3081	2777.9223	155	1
5_MACS_peak_1200_lociStitched	chr1	93408855	93428661	5	17130	33783.0942	1935.0462	156	1
4_MACS_peak_22854_lociStitched	chr5	150512928	150538132	4	16615	45359.6388	4413.2204	157	1
1_MACS_peak_14176_lociStitched	chr2	11883645	11898084	1	14440	68950.5567	2724.6393	159	1
1_MACS_peak_5383_lociStitched	chr11	111237801	111251596	1	13796	73888.779	2935.576	160	1
2_MACS_peak_15996_lociStitched	chr2	202115950	202128514	2	12299	83594.574	2498.9796	161	1
4_MACS_peak_2342_lociStitched	chr1	204474740	204494284	4	14019	73200.0976	4940.7232	162	1
4_MACS_peak_16157_lociStitched	chr2	219742565	219763350	4	15728	53934.9965	3244.5385	163	1
3_MACS_peak_18545_lociStitched	chr3	30682661	30703503	3	16603	39464.327	3474.3614	164	1
2_MACS_peak_1055_lociStitched	chr1	75596223	75612509	2	15841	49927.9902	2056.9218	165	1
4_MACS_peak_23504_lociStitched	chr6	26183622	26207333	4	14529	64764.2254	3653.8651	166	1
2_MACS_peak_2651_lociStitched	chr1	226839543	226852732	2	13009	77156.9689	3621.6994	167	1
1_MACS_peak_11287_lociStitched	chr17	29635069	29649505	1	14437	63164.718	2895.8616	168	1
5_MACS_peak_28874_lociStitched	chr9	134127071	134153578	5	15275	53573.2977	4074.1259	169	1
4_MACS_peak_2967_lociStitched	chr10	7511582	7535741	4	13623	68536.6671	3582.7797	170	1
2_MACS_peak_17280_lociStitched	chr21	19152108	19169251	2	15021	53503.303	3025.7395	171	1
3_MACS_peak_1874_lociStitched	chr1	161144107	161163247	3	12116	80286.558	4884.528	172	1
6_MACS_peak_27543_lociStitched	chr8	126285286	126308122	6	15437	46443.8568	3836.448	173	1
5_MACS_peak_8675_lociStitched	chr15	21976481	22002418	5	16027	34843.7658	3779.0209	174	1
2_MACS_peak_16768_lociStitched	chr20	32461603	32473789	2	8932	92172.4668	2241.0054	175	1
3_MACS_peak_22480_lociStitched	chr5	118657796	118678578	3	14206	59288.9678	3692.9614	176	1
4_MACS_peak_23546_lociStitched	chr6	27094285	27116260	4	14286	58253.5275	3524.79	177	1
1_MACS_peak_5932_lociStitched	chr12	15100994	15116294	1	15301	44096.13	3098.25	178	1
1_MACS_peak_18029_lociStitched	chr22	38782028	38797226	1	15199	42575.6772	2667.249	179	1
3_MACS_peak_17832_lociStitched	chr22	29206889	29225841	3	12549	70378.252	3212.364	181	1
6_MACS_peak_8875_lociStitched	chr15	40329651	40358396	6	15034	46377.183	4924.0185	182	1
4_MACS_peak_23098_lociStitched	chr5	176717146	176740791	4	14766	48394.2215	3936.8925	183	1
2_MACS_peak_3998_lociStitched	chr10	112216110	112226066	2	8810	89947.482	2291.8712	184	1
5_MACS_peak_8374_lociStitched	chr14	77487961	77508132	5	14638	47619.6968	1871.8688	185	1
5_MACS_peak_8667_lociStitched	chr15	20969938	20995773	5	15298	39005.683	3663.403	186	1
3_MACS_peak_20493_lociStitched	chr4	38307125	38322570	3	12767	67398.891	3078.1885	187	1
1_MACS_peak_2438_lociStitched	chr1	209275292	209283933	1	8642	90096.2506	2366.7699	188	1
1_MACS_peak_9124_lociStitched	chr15	56656088	56666490	1	10403	81141.8412	1950.375	189	1
2_MACS_peak_20069_lociStitched	chr3	186779536	186792502	2	10409	82706.2242	3815.8938	190	1
1_MACS_peak_12134_lociStitched	chr17	75078840	75093108	1	14269	49928.0124	2663.8356	191	1
4_MACS_peak_19463_lociStitched	chr3	129026464	129054624	4	15007	40195.584	3995.904	192	1
6_MACS_peak_10206_lociStitched	chr16	29815516	29837407	6	14188	50614.1811	3150.1149	193	1
3_MACS_peak_20690_lociStitched	chr4	71519989	71535387	3	14051	51566.3622	2710.048	194	1
2_MACS_peak_6006_lociStitched	chr12	26265873	26280370	2	13960	51591.9236	2573.2175	195	1
2_MACS_peak_15261_lociStitched	chr2	112455752	112465718	2	9725	82413.837	2209.4622	196	1
3_MACS_peak_7116_lociStitched	chr12	123371215	123387355	3	14877	36344.052	1596.246	197	1
4_MACS_peak_16950_lociStitched	chr20	43583355	43609218	4	14897	38287.5852	3933.7623	198	1
2_MACS_peak_11917_lociStitched	chr17	62195764	62210498	2	14594	41233.099	2843.662	199	1
3_MACS_peak_3646_lociStitched	chr10	81001341	81020519	3	14319	44627.206	3097.247	200	1
3_MACS_peak_2136_lociStitched	chr1	183865465	183885886	3	11658	71561.3103	4702.9563	201	1
2_MACS_peak_22760_lociStitched	chr5	142771332	142785985	2	13886	47833.2532	2181.8317	202	1
2_MACS_peak_2755_lociStitched	chr1	234734107	234749828	2	11633	70431.6521	3971.1246	203	1
3_MACS_peak_20771_lociStitched	chr4	77608720	77624753	3	14552	38453.5472	3078.336	204	1
3_MACS_peak_25436_lociStitched	chr7	44661685	44680155	3	14519	38860.88	3174.993	205	1
3_MACS_peak_14477_lociStitched	chr2	42323185	42334808	3	10790	73738.6366	2331.5738	206	1
2_MACS_peak_28798_lociStitched	chr9	130828748	130845873	2	14240	41692.525	2998.5875	207	1
5_MACS_peak_22250_lociStitched	chr5	87954526	87976763	5	11560	68770.1462	3268.839	208	1
1_MACS_peak_11456_lociStitched	chr17	37924914	37938760	1	13847	46168.1024	2521.3566	209	1
3_MACS_peak_28372_lociStitched	chr9	94181007	94196003	3	13669	48303.6156	2856.738	210	1
2_MACS_peak_20693_lociStitched	chr4	71541667	71555344	2	10005	77057.5857	2346.9732	211	1
3_MACS_peak_12188_lociStitched	chr17	76763382	76779698	3	14144	41018.424	2793.2992	212	1
4_MACS_peak_673_lociStitched	chr1	40838978	40858483	4	14349	38563.3355	3780.069	213	1
4_MACS_peak_19727_lociStitched	chr3	156804715	156824277	4	11443	70337.1272	5052.8646	214	1
3_MACS_peak_27216_lociStitched	chr8	81046365	81061752	3	14475	34854.6324	2717.3442	215	1
2_MACS_peak_14814_lociStitched	chr2	70310216	70323345	2	8688	82851.8674	2348.7781	216	1
1_MACS_peak_11615_lociStitched	chr17	43298033	43308624	1	10592	72857.6072	2285.5378	217	1
1_MACS_peak_21800_lociStitched	chr5	32580651	32593002	1	12352	59865.297	2472.6702	218	1
3_MACS_peak_12016_lociStitched	chr17	70582359	70601748	3	13576	47460.3942	3173.9793	219	1
2_MACS_peak_23672_lociStitched	chr6	31694666	31709396	2	12381	59345.697	2735.361	220	1
2_MACS_peak_5434_lociStitched	chr11	115090307	115102449	2	9296	78869.5752	2238.9848	221	1
2_MACS_peak_18725_lociStitched	chr3	46245679	46257265	2	9685	76459.4898	2449.2804	222	1
2_MACS_peak_17153_lociStitched	chr20	55957819	55975863	2	14351	32154.408	2805.842	223	1
1_MACS_peak_18027_lociStitched	chr22	38700810	38714984	1	14175	34377.6196	2136.0218	224	1
4_MACS_peak_5177_lociStitched	chr11	82764955	82790106	4	12826	54716.0005	4688.1464	225	1
5_MACS_peak_16027_lociStitched	chr2	204548198	204573787	5	12939	52774.7536	4613.6967	226	1
2_MACS_peak_21797_lociStitched	chr5	32530179	32543944	2	12536	54852.1485	2730.976	227	1
3_MACS_peak_19916_lociStitched	chr3	178230191	178241410	3	10416	71235.0405	2736.3141	228	1
4_MACS_peak_6403_lociStitched	chr12	57021985	57040884	4	14229	32143.4192	3318.6644	229	1
7_MACS_peak_4825_lociStitched	chr11	63992632	64020247	7	14411	28366.128	3830.2005	230	1
1_MACS_peak_23332_lociStitched	chr6	11827867	11836718	1	8852	77685.227	2106.538	231	1
3_MACS_peak_20718_lociStitched	chr4	74454135	74475387	3	11844	59169.8184	3192.0504	232	1
2_MACS_peak_17099_lociStitched	chr20	52267651	52279274	2	11148	63689.3908	2168.8518	233	1
1_MACS_peak_20985_lociStitched	chr4	105407122	105417605	1	10484	67844.9277	1752.7576	234	1
2_MACS_peak_23929_lociStitched	chr6	45386680	45402502	2	11195	63386.0964	2314.7586	235	1
4_MACS_peak_18082_lociStitched	chr22	39910207	39929664	4	13650	38425.6293	3278.5045	236	1
1_MACS_peak_300_lociStitched	chr1	23849230	23858893	1	9664	72691.8501	1888.1502	237	1
2_MACS_peak_26092_lociStitched	chr7	114561651	114574037	2	10089	71666.6346	3541.1574	238	1
4_MACS_peak_3662_lociStitched	chr10	81946400	81966408	4	13451	40214.0792	3127.2504	239	1
2_MACS_peak_6666_lociStitched	chr12	89738070	89749542	2	10805	64554.0912	2250.8064	240	1
2_MACS_peak_23519_lociStitched	chr6	26355385	26367580	2	10647	65243.25	2185.344	241	1
2_MACS_peak_19906_lociStitched	chr3	177068562	177079792	2	8753	76868.227	3214.026	242	1
1_MACS_peak_23708_lociStitched	chr6	32934588	32943006	1	8419	76633.263	1778.7234	243	1
3_MACS_peak_10943_lociStitched	chr17	4837254	4854685	3	12041	53408.584	2815.1065	244	1
6_MACS_peak_26805_lociStitched	chr8	27930127	27951599	6	13436	36395.04	3407.6064	245	1
2_MACS_peak_22593_lociStitched	chr5	131822535	131837720	2	12606	47191.943	2892.7425	246	1
6_MACS_peak_14543_lociStitched	chr2	46785696	46804514	6	13427	35447.4666	3295.0318	247	1
2_MACS_peak_4000_lociStitched	chr10	112255901	112273942	2	12947	42170.8375	3151.7627	248	1
3_MACS_peak_13365_lociStitched	chr19	16693489	16711615	3	11878	54071.6706	3117.672	249	1
1_MACS_peak_16947_lociStitched	chr20	43270174	43282212	1	12039	51598.4794	2245.087	250	1
3_MACS_peak_17810_lociStitched	chr22	26974826	26992377	3	12636	45644.8857	3050.3638	251	1
4_MACS_peak_12983_lociStitched	chr19	2254644	2274629	4	12917	43213.5655	4406.6925	252	1
1_MACS_peak_4701_lociStitched	chr11	58340092	58348107	1	8016	76983.2735	1731.24	253	1
2_MACS_peak_17385_lociStitched	chr21	34600577	34613163	2	10243	65736.678	3087.3458	254	1
1_MACS_peak_398_lociStitched	chr1	27018395	27030574	1	12180	48187.4314	2109.4028	255	1
3_MACS_peak_19814_lociStitched	chr3	169656758	169668399	3	9952	67620.2408	3446.9001	256	1
2_MACS_peak_23177_lociStitched	chr6	389082	404174	2	13178	35662.396	3114.9888	257	1
1_MACS_peak_19899_lociStitched	chr3	176911739	176920855	1	9117	70906.0712	2359.2208	258	1
2_MACS_peak_16782_lociStitched	chr20	32988867	33005831	2	12708	40674.5828	2622.6344	259	1
1_MACS_peak_9483_lociStitched	chr15	81584997	81596435	1	11439	54432.2982	2531.2294	260	1
3_MACS_peak_5032_lociStitched	chr11	71413785	71426911	3	11402	54787.924	2668.5158	261	1
3_MACS_peak_29262_lociStitched	chrX	39953163	39969576	3	13066	32958.9453	1088.1819	262	1
4_MACS_peak_8467_lociStitched	chr14	91781662	91802214	4	13298	28799.5176	1580.4488	263	1
