GENE_ID	locusLine	bin_1_KMS28BM_jia.bam
NM_006182	chr1(.):162597227-162755247	0.0806
NM_052862	chr1(.):167594473-167680486	0.4094
NM_014412	chr1(.):174963891-174986163	0.5921
NM_014857	chr1(.):174123633-174932327	0.0664
NM_001035230	chr1(.):174839683-174932327	0.091
NM_001007214	chr1(.):174963570-174986163	0.5847
NM_015149	chr1(.):183600207-183902666	0.2752
NM_025191	chr1(.):184654624-184729041	1.0321
NM_144977	chr1(.):197516384-197749623	0.4235
NM_001195215	chr1(.):197468878-197749623	0.3712
NM_182663	chr1(.):206675878-206767616	0.4536
NM_001143962	chr1(.):223709971-223858436	0.0259
NM_022735	chr1(.):226327379-226379423	0.7103
NM_004481	chr1(.):230197955-230422875	0.2242
NM_032328	chr1(.):245128170-245256148	0.1915
NR_026588	chr1(.):245128630-245256148	0.192
NR_026587	chr1(.):245128630-245293530	0.1576
NR_026586	chr1(.):245128283-245293530	0.1574
NM_032129	chr1(.):896876-915484	0.3931
NM_152486	chr1(.):856120-884961	1.8998
NM_198317	chr1(.):890966-906099	1.0691
NM_015658	chr1(.):874582-899679	2.5333
NR_026874	chr1(.):847952-859817	0.1165
NR_027693	chr1(.):905578-922473	0.1362
NM_001130045	chr1(.):1104285-1138313	0.1999
NR_029639	chr1(.):1097483-1107578	0.0697
NM_016547	chr1(.):1147287-1172447	0.7843
NM_080605	chr1(.):1162628-1175420	1.2806
NM_153254	chr1(.):1110076-1126243	0.0733
NM_003327	chr1(.):1141705-1154512	1.3902
NM_004195	chr1(.):1133887-1147089	1.7296
NR_029834	chr1(.):1098242-1108332	0.0806
NR_029957	chr1(.):1099384-1109467	0.0842
NM_017871	chr1(.):1241964-1265046	1.2576
NM_004421	chr1(.):1265657-1289492	0.8558
NM_001029885	chr1(.):1255142-1269276	0.9354
NM_152228	chr1(.):1261725-1274844	0.1803
NM_001127230	chr1(.):1304110-1315562	1.6505
NM_001127229	chr1(.):1304109-1315580	1.6482
NM_032348	chr1(.):1283070-1298915	1.1248
NM_022834	chr1(.):1365902-1383262	0.0885
NM_030937	chr1(.):1316090-1339718	0.8552
NM_001039577	chr1(.):1322667-1339718	1.1401
NR_015434	chr1(.):1329909-1342426	1.7677
NM_001145210	chr1(.):1348799-1361650	0.1176
NM_001146685	chr1(.):1356507-1368167	0.1297
NM_017971	chr1(.):1332275-1347693	2.0831
NM_001039211	chr1(.):1380068-1410538	0.3381
NM_182838	chr1(.):1658680-1682431	1.5898
NM_001110781	chr1(.):1587938-1629243	1.1263
NM_024011	chr1(.):1629169-1660791	0.4258
NM_001198995	chr1(.):1677670-1695081	0.6217
NM_002074	chr1(.):1711728-1827495	0.4449
NM_138705	chr1(.):1841265-1853733	0.2904
NM_178545	chr1(.):1844028-1855740	0.1684
NM_001146310	chr1(.):2110898-2144172	0.6118
NM_182533	chr1(.):2115987-2131214	1.2415
NR_024445	chr1(.):2115481-2130024	1.2961
NR_024489	chr1(.):2276852-2289100	0.0718
NM_014638	chr1(.):2402753-2441964	0.0665
NM_001010926	chr1(.):2455183-2466684	1.7224
NR_026927	chr1(.):2476358-2489284	2.8666
NM_018216	chr1(.):2434974-2463035	1.0488
NM_001195741	chr1(.):2513188-2527908	0.7004
NR_036638	chr1(.):2512898-2527908	0.6878
NM_014704	chr1(.):3723644-3778797	0.2004
NM_207356	chr1(.):3800696-3821857	0.9202
NR_024455	chr1(.):3811967-3837011	0.7849
NM_177540	chr1(.):6610337-6644817	0.5081
NM_005341	chr1(.):6635062-6654340	0.5117
NM_014851	chr1(.):6645783-6667929	1.7884
NM_153812	chr1(.):6668755-6689093	2.1798
NM_024654	chr1(.):6576406-6619658	0.2574
NM_001195752	chr1(.):6680209-6698642	0.43
NM_001195753	chr1(.):6679924-6698642	0.4255
NM_001195563	chr1(.):6840383-6937107	0.9784
NM_001428	chr1(.):8916062-8943780	1.7168
NM_003132	chr1(.):11109648-11125091	1.5403
NM_139208	chr1(.):11099854-11112285	0.0654
NM_007375	chr1(.):11067678-11090549	0.5783
NM_002521	chr1(.):11912520-11923992	0.0628
NM_000302	chr1(.):11989745-12040594	0.3039
NM_138346	chr1(.):11975122-11991480	0.4949
NM_021933	chr1(.):12074511-12097106	0.4065
NM_001066	chr1(.):12222059-12274277	0.4344
NM_001089591	chr1(.):16128656-16139194	0.0753
NR_024279	chr1(.):16155709-16179642	1.8387
NM_003443	chr1(.):16263363-16307627	0.1482
NM_001165945	chr1(.):16370283-16388803	0.0855
NM_001042704	chr1(.):16343485-16365545	0.1913
NM_178840	chr1(.):16325730-16338184	0.088
NM_000085	chr1(.):16365246-16388803	0.0788
NM_014424	chr1(.):16335522-16350285	1.9092
NR_026752	chr1(.):16939750-16962401	0.5077
NR_027504	chr1(.):16967068-16981915	1.5649
NR_002729	chr1(.):17076400-17095975	0.2418
NM_014675	chr1(.):17243444-17304474	0.1744
NM_001136204	chr1(.):17728250-17770057	1.9409
NM_018715	chr1(.):17728250-17771220	1.9014
NM_170726	chr1(.):19192923-19234293	0.2218
NM_001397	chr1(.):21538739-21621982	0.8602
NM_001113347	chr1(.):21538739-21611183	0.1187
NM_001113349	chr1(.):21538739-21621766	0.8391
NM_017707	chr1(.):23750055-23815750	0.0746
NM_002167	chr1(.):23879408-23891322	1.7579
NM_001841	chr1(.):24195459-24244817	0.0649
NM_001191007	chr1(.):24287936-24311953	0.8141
NM_017761	chr1(.):24281300-24294949	1.6478
NM_021258	chr1(.):24441260-24474611	0.0989
NR_027087	chr1(.):24521729-24543180	0.5873
NM_015484	chr1(.):25543766-25564013	0.4447
NM_001127691	chr1(.):25593980-25661936	0.0298
NM_020317	chr1(.):25563739-25578985	1.0927
NM_015627	chr1(.):25865075-25900377	0.9528
NR_026685	chr1(.):26432655-26457026	1.8573
NM_152835	chr1(.):26433267-26457026	1.9033
NM_032588	chr1(.):26372797-26399121	0.0373
NR_023345	chr1(.):26498981-26521375	0.0615
NM_024869	chr1(.):26480510-26494119	0.0862
NM_015871	chr1(.):26491387-26502364	0.2891
NM_006314	chr1(.):26498980-26521375	0.0615
NM_006015	chr1(.):27017521-27113601	0.6098
NM_014280	chr1(.):28521789-28564542	0.2919
NM_016311	chr1(.):28557610-28569611	0.8418
NM_001164721	chr1(.):28468676-28525447	0.0599
NM_001164722	chr1(.):28468676-28525437	0.0599
NM_031459	chr1(.):28581005-28614002	0.637
NR_003109	chr1(.):28874528-28910057	0.6279
NM_001269	chr1(.):28839744-28870708	0.3175
NM_178547	chr1(.):33082306-33121185	0.8737
NM_005610	chr1(.):33111748-33156812	0.395
NM_001135256	chr1(.):33111958-33156812	0.3964
NM_003680	chr1(.):33235839-33288633	0.6312
NM_001198972	chr1(.):33226234-33245571	0.0902
NM_001171940	chr1(.):33322868-33341414	0.0764
NM_005202	chr1(.):36555843-36570850	0.0771
NM_018067	chr1(.):36616802-36651441	0.5507
NM_014408	chr1(.):36597172-36620067	0.4311
NM_022756	chr1(.):37953175-37985364	0.1866
NM_025079	chr1(.):37935118-37954978	1.3323
NR_003929	chr1(.):39982951-40030370	0.3718
NM_001195007	chr1(.):40199516-40234586	0.175
NM_022120	chr1(.):40230196-40242020	1.4085
NM_001198979	chr1(.):40854016-40893998	0.7778
NM_001198978	chr1(.):40835304-40893998	1.5174
NM_001198980	chr1(.):40857471-40893998	0.4712
NM_022733	chr1(.):40834377-40893998	1.4944
NM_023070	chr1(.):40911336-40934390	0.0378
NR_026768	chr1(.):46106451-46117357	0.1483
NM_016486	chr1(.):46148846-46165108	1.743
NM_006004	chr1(.):46764379-46787447	0.9039
NM_006369	chr1(.):46739071-46774038	0.6401
NM_199044	chr1(.):46801389-46835690	0.4131
NM_003035	chr1(.):47710810-47784819	0.228
NM_001262	chr1(.):51429366-51445306	5.1423
NM_078626	chr1(.):51430641-51445309	5.5608
NM_006769	chr1(.):87789150-87819607	0.7249
NM_001127215	chr1(.):92935317-92954356	0.9955
NM_005263	chr1(.):92935317-92957433	0.8826
NM_001127216	chr1(.):92935317-92956628	0.9121
NM_007158	chr1(.):115254536-115305624	0.2253
NM_002524	chr1(.):115242077-115264515	0.7242
NM_001172626	chr1(.):115210719-115243239	0.3262
NM_001007553	chr1(.):115254537-115305624	0.2253
NM_001130523	chr1(.):115254537-115305671	0.2251
NM_017709	chr1(.):118143603-118176011	1.2229
NM_207418	chr1(.):143891451-143918143	0.9325
NM_032305	chr1(.):145451235-145475387	1.3858
NM_202004	chr1(.):145408190-145422545	0.0909
NM_006472	chr1(.):145433461-145447628	1.8543
NM_001039888	chr1(.):145465507-145480647	0.6974
NM_003846	chr1(.):145511164-145528732	0.5075
NM_005105	chr1(.):145502637-145516444	1.1019
NM_001184795	chr1(.):145511559-145528732	0.5177
NM_003637	chr1(.):145519989-145548868	0.085
NM_144698	chr1(.):145544208-145573526	0.0782
NR_002328	chr1(.):145504819-145521076	1.0522
NM_001161334	chr1(.):149749244-149788928	0.5261
NM_001034077	chr1(.):149799220-149809616	2.6982
NM_001005464	chr1(.):149807258-149817765	4.8315
NM_001040874	chr1(.):149808784-149819318	5.0474
NM_001123375	chr1(.):149779779-149790236	1.4639
NM_000566	chr1(.):149749249-149769074	0.2478
NM_005850	chr1(.):149890210-149904702	0.9434
NM_016074	chr1(.):149866154-149877348	0.3505
NM_003528	chr1(.):149851009-149863232	5.2461
NM_003517	chr1(.):149853524-149863961	6.112
NM_175065	chr1(.):149854018-149864466	6.0998
NM_014849	chr1(.):149869871-149894434	0.2132
NM_181873	chr1(.):149895542-149913266	1.1586
NM_001145862	chr1(.):149895542-149913791	1.1329
NR_036461	chr1(.):149816758-149827340	5.4636
NM_001040874	chr1(.):149817627-149828161	5.3213
NM_001005464	chr1(.):149819180-149829687	5.122
NM_001034077	chr1(.):149827329-149837725	2.7496
NM_030920	chr1(.):150185716-150213504	1.2876
NM_001136479	chr1(.):150185716-150212026	1.3533
NM_012113	chr1(.):150225217-150242480	0.6433
NM_024579	chr1(.):150240182-150258335	0.6446
NM_144697	chr1(.):150250228-150264501	0.244
NM_004698	chr1(.):150288927-150330704	0.2495
NM_016022	chr1(.):150232798-150246532	0.6888
NM_019032	chr1(.):150516897-150538412	2.845
NM_207046	chr1(.):150589598-150606609	0.9596
NM_207047	chr1(.):150590753-150606609	1.0171
NR_036211	chr1(.):150519404-150529490	0.2439
NM_001197320	chr1(.):150542026-150557214	2.5102
NM_005620	chr1(.):151999981-152014511	1.5451
NM_002966	chr1(.):151950385-151971714	0.1148
NM_001024213	chr1(.):153586275-153604524	0.1145
NM_005979	chr1(.):153586275-153605715	0.1146
NM_001024211	chr1(.):153586275-153605117	0.1134
NM_001024212	chr1(.):153586275-153604744	0.1143
NM_001024210	chr1(.):153586275-153611568	0.5813
NM_006271	chr1(.):153595872-153609513	0.977
NM_004515	chr1(.):153629513-153648479	1.4748
NM_000906	chr1(.):153646163-153671468	0.094
NM_012437	chr1(.):153626144-153639326	0.6662
NM_024330	chr1(.):153742767-153757633	1.1701
NM_014437	chr1(.):153926587-153945188	2.5124
NM_130898	chr1(.):153935396-153951832	2.573
NM_181715	chr1(.):153915151-153936043	1.7912
NM_006694	chr1(.):153941744-153955451	1.0803
NM_002870	chr1(.):153949127-153963806	1.6209
NM_014856	chr1(.):153896976-153924154	0.5392
NM_001030	chr1(.):153958238-153969631	1.2153
NM_001018837	chr1(.):154240038-154253355	0.9436
NM_001098616	chr1(.):154174182-154198273	1.4006
NM_001127320	chr1(.):154187654-154240980	0.6428
NM_001010979	chr1(.):154166847-154183809	0.3683
NR_030600	chr1(.):154161140-154171219	0.103
NM_014847	chr1(.):154188324-154248329	0.7684
NM_020452	chr1(.):154295275-154328780	0.7567
NM_001005855	chr1(.):154293035-154315322	1.0222
NM_080429	chr1(.):154288591-154302801	1.4809
NM_006556	chr1(.):154892207-154914484	1.0072
NM_005227	chr1(.):155031212-155047029	1.5703
NM_001130041	chr1(.):154929773-154951959	1.9249
NM_001130040	chr1(.):154929773-154948223	1.9407
NM_201398	chr1(.):154950769-154970587	0.4381
NM_015872	chr1(.):154970111-154995999	2.5767
NM_207196	chr1(.):155018761-155040252	1.0181
NM_001184892	chr1(.):154950769-154966488	0.5102
NM_018655	chr1(.):154961061-154971791	0.608
NM_001143687	chr1(.):155001281-155028406	0.3934
NR_024163	chr1(.):154942117-154956725	2.1722
NM_144622	chr1(.):154986002-155011257	0.1131
NM_138300	chr1(.):154924501-154939258	1.4446
NR_036212	chr1(.):154943168-154953259	2.4608
NM_001018017	chr1(.):155153299-155167700	0.3578
NM_198883	chr1(.):155173489-155188624	0.4724
NM_007112	chr1(.):155160378-155182690	0.5095
NR_030281	chr1(.):155159967-155170063	0.4508
NM_001005742	chr1(.):155199238-155219653	0.4873
NM_003993	chr1(.):155227658-155248281	0.8004
NM_181871	chr1(.):155254083-155275792	0.2481
NM_198264	chr1(.):155211995-155230274	0.7339
NM_052837	chr1(.):155220771-155237195	0.5889
NM_020897	chr1(.):155242373-155264638	0.4517
NM_001171812	chr1(.):155199238-155216066	0.5696
NM_000157	chr1(.):155199238-155216069	0.5695
NM_001135821	chr1(.):155273704-155295457	1.1114
NM_002004	chr1(.):155273538-155295457	1.1036
NM_005698	chr1(.):155220769-155237195	0.5889
NM_000298	chr1(.):155254083-155276225	0.2474
NR_027023	chr1(.):155526771-155538735	1.9912
NM_001198905	chr1(.):155624232-155663568	0.5629
NM_001198899	chr1(.):155624232-155654620	0.1068
NM_139118	chr1(.):155624232-155663823	0.5604
NM_139121	chr1(.):155624232-155663764	0.561
NM_001198901	chr1(.):155624232-155663819	0.5605
NM_139119	chr1(.):155624232-155663565	0.5629
NM_001198904	chr1(.):155624232-155663447	0.5644
NM_004632	chr1(.):155653873-155713319	0.4284
NM_001198902	chr1(.):155624232-155663515	0.5636
NM_033657	chr1(.):155653873-155713317	0.4285
NM_006912	chr1(.):155862600-155886177	0.282
NM_001162384	chr1(.):155911629-155953336	2.4893
NM_181885	chr1(.):155906479-155917625	2.1906
NM_004723	chr1(.):155911629-155952966	2.5078
NM_014949	chr1(.):155877835-155909188	0.5512
NR_002974	chr1(.):155884699-155894833	0.1481
NR_003005	chr1(.):155890748-155900877	0.1823
NM_001093725	chr1(.):156036803-156056789	0.1992
NM_003145	chr1(.):155973838-155995758	0.5151
NM_198406	chr1(.):156208208-156222792	0.1227
NM_014655	chr1(.):156158729-156187587	0.7691
NM_007221	chr1(.):156177783-156214833	1.0094
NM_022367	chr1(.):156118321-156152542	0.1828
NM_001193302	chr1(.):156118368-156152542	0.1826
NM_199173	chr1(.):156206950-156218112	0.1133
NM_024897	chr1(.):156208206-156222843	0.1235
NM_001193301	chr1(.):156114734-156152542	0.2252
NM_005920	chr1(.):156428518-156475529	1.8213
NM_198427	chr1(.):156606739-156628264	0.0638
NM_021817	chr1(.):156584085-156600517	0.1041
NM_021948	chr1(.):156606739-156634320	0.6534
NM_004494	chr1(.):156706898-156726543	2.6259
NM_001126051	chr1(.):156706898-156727024	2.5646
NM_001126050	chr1(.):156706898-156727240	2.5379
NM_030980	chr1(.):156687412-156702705	1.0076
NM_001878	chr1(.):156664407-156680375	0.2736
NM_001142560	chr1(.):156693262-156711752	1.3269
NM_145729	chr1(.):156702093-156715923	0.8316
NM_006617	chr1(.):156633555-156652189	0.7875
NM_004833	chr1(.):159027274-159051647	1.5669
NM_015726	chr1(.):160180504-160237350	0.4565
NM_001193644	chr1(.):160241598-160259941	0.2384
NR_028106	chr1(.):160204011-160237277	0.6896
NR_028105	chr1(.):160204011-160237318	0.6888
NR_028104	chr1(.):160180504-160237318	0.4567
NM_001778	chr1(.):160643535-160686585	1.211
NM_021181	chr1(.):160704076-160729601	0.5239
NM_001033667	chr1(.):160760927-160777483	1.5642
NM_002348	chr1(.):160760927-160803045	0.6826
NM_152366	chr1(.):161063180-161075138	0.3512
NM_030916	chr1(.):161035780-161064385	0.6769
NM_007122	chr1(.):161004040-161020757	1.4046
NM_001113205	chr1(.):161002421-161013774	0.4273
NR_033385	chr1(.):161063150-161075138	0.3504
NM_181720	chr1(.):161011731-161044760	1.573
NM_016946	chr1(.):160960000-160996133	0.3034
NM_001077470	chr1(.):161194455-161213000	0.8853
NM_001039711	chr1(.):161085768-161107478	1.1008
NM_016406	chr1(.):161118533-161133646	1.4716
NM_004550	chr1(.):161164104-161189184	0.5694
NM_000309	chr1(.):161131180-161146010	0.978
NM_001643	chr1(.):161187082-161198418	1.4662
NM_001185094	chr1(.):161082907-161095984	0.8428
NM_003779	chr1(.):161136100-161152314	1.7165
NM_012475	chr1(.):161124253-161140516	1.1483
NM_001039712	chr1(.):161085768-161107256	1.1112
NM_005600	chr1(.):161082861-161095984	0.8406
NM_001185093	chr1(.):161082906-161095984	0.8427
NM_032174	chr1(.):161190832-161205407	1.1205
NM_001166159	chr1(.):161166936-161189184	0.6282
NM_005099	chr1(.):161154537-161173845	2.2118
NM_004106	chr1(.):161180086-161194038	0.2404
NM_001013625	chr1(.):161329520-161342664	0.0993
NM_001127593	chr1(.):161506550-161525413	0.492
NM_001127592	chr1(.):161506550-161524818	0.5048
NM_201563	chr1(.):161546128-161575032	0.1691
NM_002155	chr1(.):161489035-161501687	1.9635
NM_003115	chr1(.):162526295-162574633	0.712
NM_022371	chr1(.):179046111-179070129	1.0881
NM_021133	chr1(.):182537771-182561108	0.1886
NM_002928	chr1(.):182562757-182578548	0.6064
NM_001102450	chr1(.):182610791-182647067	0.0508
NR_036490	chr1(.):182579274-182590764	1.3982
NM_001195216	chr1(.):197698138-197749623	1.402
NM_017596	chr1(.):200933519-200997828	0.897
NR_034150	chr1(.):203262885-203279453	2.8843
NM_003465	chr1(.):203180206-203203860	0.042
NM_006763	chr1(.):203269663-203283729	2.2523
NM_002023	chr1(.):203304751-203325289	0.0677
NM_030952	chr1(.):205266190-205295883	0.2985
NM_001123168	chr1(.):206133910-206160074	0.9168
NM_001004023	chr1(.):206803880-206827542	0.1329
NM_006893	chr1(.):206759973-206790904	0.2268
NM_182665	chr1(.):206725491-206767616	0.9113
NM_032960	chr1(.):206853288-206912626	1.4062
NM_000572	chr1(.):206935947-206950839	0.1798
NR_026817	chr1(.):207986723-208000941	1.5074
NR_029832	chr1(.):207970196-207980284	0.1401
NR_029518	chr1(.):207970787-207980868	0.1348
NM_001748	chr1(.):223895118-223968720	0.2863
NM_001146068	chr1(.):223884294-223968720	0.2593
NR_002315	chr1(.):226245427-226264703	1.0142
NM_002107	chr1(.):226245420-226264703	1.0138
NM_033445	chr1(.):228640064-228650560	0.8542
NM_001010858	chr1(.):228670067-228688889	2.3986
NM_175055	chr1(.):228640807-228651259	0.8475
NR_002834	chr1(.):228775656-228793159	0.5618
NM_005646	chr1(.):234522058-234619849	0.1268
NM_182972	chr1(.):234735014-234750271	5.2418
NR_033927	chr1(.):234760056-234775526	0.0544
NM_031844	chr1(.):245008601-245032827	0.8528
NM_198076	chr1(.):244993638-245013359	1.2005
NR_026778	chr1(.):244998939-245015243	0.4686
NM_015535	chr2(.):201165603-201351986	0.2796
NM_001100422	chr2(.):201165984-201351986	0.28
NM_001100423	chr2(.):201166355-201351986	0.2805
NM_024080	chr2(.):234821042-234933166	0.2903
NM_020458	chr2(.):47163312-47308275	0.3319
NR_033872	chr2(.):70184394-70319147	0.2742
NM_001164883	chr2(.):79735059-80880988	0.0882
NR_015395	chr2(.):112119590-112257692	0.3966
NR_024373	chr2(.):112181885-112257692	0.6535
NM_020760	chr2(.):197058976-197462335	0.2087
NM_021141	chr2(.):216969019-217076016	0.2987
NM_015488	chr2(.):219130114-219216516	0.2712
NM_145693	chr2(.):11881739-11972533	0.5585
NM_017877	chr2(.):26982141-27009099	0.5372
NM_170672	chr2(.):33656415-33794798	0.5117
NM_005813	chr2(.):37472645-37549222	0.4384
NM_005633	chr2(.):39203689-39352604	0.2978
NM_012249	chr2(.):46764866-46816827	0.9304
NM_001190274	chr2(.):48029058-48137932	0.2877
NM_025133	chr2(.):48029058-48120858	0.0959
NM_178313	chr2(.):54780530-54894445	0.358
NM_003128	chr2(.):54678453-54903583	0.2167
NM_022893	chr2(.):60679328-60785633	0.3984
NM_018014	chr2(.):60673301-60785633	0.4023
NM_003400	chr2(.):61700068-61770418	0.3412
NM_020651	chr2(.):64314785-64376605	0.4921
NM_002398	chr2(.):66657531-66804891	0.1877
NR_027749	chr2(.):74705199-74726691	0.3702
NM_001198954	chr2(.):86725552-86953245	0.2735
NR_026846	chr2(.):87252797-87308536	0.4047
NR_024204	chr2(.):87749973-87826030	1.0327
NM_004836	chr2(.):88851258-88932094	0.5105
NM_004027	chr2(.):99056320-99212496	0.9317
NM_001566	chr2(.):99056320-99203284	0.987
NM_016836	chr2(.):161123661-161355318	0.3084
NM_004226	chr2(.):196993306-197041336	2.1264
NM_006226	chr2(.):198664425-199019608	0.1177
NM_001228	chr2(.):202093165-202157434	1.1881
NM_003879	chr2(.):201975889-202034003	1.4909
NM_001127184	chr2(.):201975815-202011323	2.3649
NM_173822	chr2(.):201833440-201941392	0.1838
NM_033358	chr2(.):202093165-202151638	1.3006
NM_018441	chr2(.):216898110-216951539	0.1049
NM_152383	chr2(.):232821292-233206908	0.1525
NM_017844	chr2(.):241413838-241502405	0.123
NM_001195381	chr2(.):241539824-241575676	0.0195
NM_003108	chr2(.):5827798-5846517	1.3137
NM_002166	chr2(.):8817112-8829583	1.8952
NM_002997	chr2(.):20395557-20429927	2.8817
NM_001006946	chr2(.):20395557-20430194	2.8596
NM_001809	chr2(.):27003881-27022455	0.4002
NM_001042426	chr2(.):27003882-27022455	0.4003
NM_005253	chr2(.):28610778-28642516	0.6694
NM_015376	chr2(.):33733941-33794798	0.1802
NM_001139488	chr2(.):33696320-33794798	0.6663
NM_012413	chr2(.):37566752-37605465	1.4859
NM_006887	chr2(.):43444540-43458745	3.2893
NR_027251	chr2(.):43449349-43460994	2.3552
NM_080653	chr2(.):46733985-46752096	0.0461
NM_173074	chr2(.):46803412-46849251	0.2173
NM_014171	chr2(.):46839324-46857881	0.3511
NM_001171508	chr2(.):47124008-47173994	0.3724
NM_022055	chr2(.):47742914-47802470	0.4251
NR_002229	chr2(.):54751358-54761978	0.1927
NR_033837	chr2(.):64407212-64437619	0.1746
NM_181784	chr2(.):65532984-65664656	0.462
NM_006196	chr2(.):70309584-70321334	2.1759
NR_024444	chr2(.):70346167-70357448	0.4618
NM_006636	chr2(.):74420689-74447424	1.146
NM_212552	chr2(.):74357527-74380039	0.1483
NM_018221	chr2(.):74378210-74410995	0.2637
NM_053050	chr2(.):74694108-74704927	0.5813
NM_032779	chr2(.):74694958-74715357	0.6674
NM_001146158	chr2(.):74683183-74697537	1.0359
NM_001015056	chr2(.):74647987-74672710	0.1253
NM_012477	chr2(.):74680576-74693010	1.2848
NM_001145054	chr2(.):74636302-74649844	0.1427
NM_001015055	chr2(.):74647987-74674060	0.1205
NM_031288	chr2(.):74677198-74690087	0.8889
NM_032118	chr2(.):74643884-74657882	0.1398
NM_016170	chr2(.):74736595-74749275	0.0448
NM_001009812	chr2(.):74719643-74735443	0.5239
NM_032673	chr2(.):74727169-74739821	0.6564
NR_024606	chr2(.):74724743-74737192	0.6613
NM_020122	chr2(.):85193230-85291595	0.2777
NM_003761	chr2(.):85799613-85814156	0.138
NM_005911	chr2(.):85761287-85777403	1.4878
NM_000821	chr2(.):85771192-85793657	0.2555
NM_006634	chr2(.):85806530-85825511	0.3353
NM_015425	chr2(.):86248450-86338278	0.4122
NR_026984	chr2(.):86242338-86255991	0.0638
NM_001198951	chr2(.):86825515-86856000	0.9355
NM_001198952	chr2(.):86838539-86856000	1.5805
NM_002665	chr2(.):87232587-87253973	0.0505
NM_001032392	chr2(.):87232587-87253969	0.0505
NM_001032392	chr2(.):88042609-88063994	0.0455
NM_002665	chr2(.):88042605-88063994	0.0455
NM_001113382	chr2(.):97303573-97375624	0.1115
NM_017991	chr2(.):97253906-97309115	0.3967
NM_002101	chr2(.):127408683-127459246	0.403
NM_004288	chr2(.):158266130-158305604	0.4928
NM_002156	chr2(.):198346307-198369640	0.9692
NM_001100819	chr2(.):198375770-198422515	0.2934
NM_025147	chr2(.):198313230-198344851	0.2697
NM_199482	chr2(.):198375319-198422515	0.291
NM_002157	chr2(.):198359720-198373187	1.5213
NM_199440	chr2(.):198346307-198369998	0.9558
NM_002491	chr2(.):201931461-201955473	0.3676
NM_001127183	chr2(.):201978386-202033841	1.5573
NM_032974	chr2(.):202042620-202099110	0.5687
NM_001230	chr2(.):202042620-202091383	0.4357
