GENE_ID	locusLine	bin_1_44_0EXW_0229Kronos_MM1S-KB-24hr-2_Input_hs_i90.bam
1_MACS_peak_76_lociStitched	chr1(.):7830818-7832499	0.1624
1_MACS_peak_77_lociStitched	chr1(.):8020684-8022561	0.2766
1_MACS_peak_78_lociStitched	chr1(.):8454987-8456630	0.2184
1_MACS_peak_79_lociStitched	chr1(.):8487080-8488530	0.2915
3_MACS_peak_80_lociStitched	chr1(.):8650097-8665411	0.1484
1_MACS_peak_83_lociStitched	chr1(.):8740350-8741984	0.219
2_MACS_peak_84_lociStitched	chr1(.):8760628-8774142	0.1609
1_MACS_peak_86_lociStitched	chr1(.):8876035-8879042	0.1771
1_MACS_peak_87_lociStitched	chr1(.):8937032-8940027	0.2484
1_MACS_peak_88_lociStitched	chr1(.):9222306-9225999	0.2002
1_MACS_peak_89_lociStitched	chr1(.):9241151-9242960	0.1895
1_MACS_peak_90_lociStitched	chr1(.):9294466-9295948	0.1278
1_MACS_peak_91_lociStitched	chr1(.):9485482-9487573	0.1083
1_MACS_peak_92_lociStitched	chr1(.):9599443-9600501	0.048
1_MACS_peak_93_lociStitched	chr1(.):9615094-9616019	0.1184
1_MACS_peak_94_lociStitched	chr1(.):9776750-9778738	0.2653
1_MACS_peak_95_lociStitched	chr1(.):9846549-9848804	0.1957
1_MACS_peak_96_lociStitched	chr1(.):9882909-9884079	0.13
1_MACS_peak_97_lociStitched	chr1(.):9968941-9971884	0.1967
2_MACS_peak_98_lociStitched	chr1(.):10002131-10011808	0.1461
1_MACS_peak_100_lociStitched	chr1(.):10050047-10051993	0.2088
1_MACS_peak_101_lociStitched	chr1(.):10078296-10079798	0.197
1_MACS_peak_102_lociStitched	chr1(.):10092112-10095032	0.2268
1_MACS_peak_103_lociStitched	chr1(.):10228372-10231634	0.2245
1_MACS_peak_104_lociStitched	chr1(.):10248968-10250965	0.247
1_MACS_peak_105_lociStitched	chr1(.):10260102-10261750	0.2442
1_MACS_peak_106_lociStitched	chr1(.):10269366-10271758	0.2247
1_MACS_peak_107_lociStitched	chr1(.):10310697-10314839	0.2187
1_MACS_peak_108_lociStitched	chr1(.):10447557-10448651	0.1716
1_MACS_peak_109_lociStitched	chr1(.):10458124-10460148	0.2231
1_MACS_peak_110_lociStitched	chr1(.):10489698-10491846	0.2137
1_MACS_peak_111_lociStitched	chr1(.):10504417-10505952	0.1574
1_MACS_peak_112_lociStitched	chr1(.):10516207-10518154	0.2475
2_MACS_peak_113_lociStitched	chr1(.):10531630-10536116	0.2021
1_MACS_peak_115_lociStitched	chr1(.):10554588-10556013	0.2754
1_MACS_peak_116_lociStitched	chr1(.):11071506-11073888	0.2773
1_MACS_peak_117_lociStitched	chr1(.):11119010-11121411	0.1808
1_MACS_peak_118_lociStitched	chr1(.):11158816-11160668	0.1951
1_MACS_peak_119_lociStitched	chr1(.):11286923-11288310	0.1917
1_MACS_peak_120_lociStitched	chr1(.):11321590-11323545	0.1902
1_MACS_peak_121_lociStitched	chr1(.):11332813-11334693	0.18
1_MACS_peak_122_lociStitched	chr1(.):11538645-11539705	0.1722
2_MACS_peak_123_lociStitched	chr1(.):11623015-11631650	0.1671
1_MACS_peak_125_lociStitched	chr1(.):11723949-11725306	0.1806
1_MACS_peak_126_lociStitched	chr1(.):11740436-11742122	0.247
1_MACS_peak_127_lociStitched	chr1(.):11795754-11797926	0.2125
1_MACS_peak_128_lociStitched	chr1(.):11843110-11845820	0.2103
1_MACS_peak_129_lociStitched	chr1(.):11862944-11867828	0.2331
1_MACS_peak_130_lociStitched	chr1(.):11967457-11970638	0.3339
2_MACS_peak_131_lociStitched	chr1(.):11984309-11995532	0.1167
1_MACS_peak_133_lociStitched	chr1(.):12039550-12041282	0.1957
1_MACS_peak_134_lociStitched	chr1(.):12078823-12080417	0.2781
2_MACS_peak_135_lociStitched	chr1(.):12106887-12113197	0.1746
1_MACS_peak_137_lociStitched	chr1(.):12221112-12223084	0.3064
1_MACS_peak_138_lociStitched	chr1(.):12234090-12234448	0.041
1_MACS_peak_139_lociStitched	chr1(.):12289789-12291584	0.1658
1_MACS_peak_140_lociStitched	chr1(.):12404210-12406103	0.176
1_MACS_peak_141_lociStitched	chr1(.):12493773-12496748	0.2486
1_MACS_peak_142_lociStitched	chr1(.):12508874-12510401	0.2107
1_MACS_peak_143_lociStitched	chr1(.):13824568-13825854	0.1223
1_MACS_peak_144_lociStitched	chr1(.):14056659-14058516	0.2698
1_MACS_peak_145_lociStitched	chr1(.):14074810-14077285	0.2135
1_MACS_peak_146_lociStitched	chr1(.):14155265-14156381	0.1869
1_MACS_peak_147_lociStitched	chr1(.):14237548-14239556	0.0926
2_MACS_peak_148_lociStitched	chr1(.):14246863-14254366	0.1319
1_MACS_peak_150_lociStitched	chr1(.):14271997-14273375	0.1598
1_MACS_peak_151_lociStitched	chr1(.):14293073-14295481	0.1419
3_MACS_peak_152_lociStitched	chr1(.):14329536-14344771	0.1421
1_MACS_peak_155_lociStitched	chr1(.):14361814-14367597	0.212
1_MACS_peak_156_lociStitched	chr1(.):14463410-14464884	0.0944
2_MACS_peak_157_lociStitched	chr1(.):14500796-14508876	0.1595
1_MACS_peak_159_lociStitched	chr1(.):14687089-14688407	0.1376
1_MACS_peak_160_lociStitched	chr1(.):15059183-15060318	0.1521
1_MACS_peak_161_lociStitched	chr1(.):15161071-15164348	0.2208
1_MACS_peak_162_lociStitched	chr1(.):15482218-15483798	0.1526
1_MACS_peak_163_lociStitched	chr1(.):15502015-15503552	0.2189
1_MACS_peak_164_lociStitched	chr1(.):15735723-15737330	0.1465
1_MACS_peak_165_lociStitched	chr1(.):15850938-15854419	0.239
3_MACS_peak_166_lociStitched	chr1(.):15897242-15912036	0.1862
1_MACS_peak_169_lociStitched	chr1(.):15942387-15945972	0.2279
1_MACS_peak_170_lociStitched	chr1(.):16009956-16012361	0.1416
1_MACS_peak_171_lociStitched	chr1(.):16022458-16025182	0.2512
1_MACS_peak_172_lociStitched	chr1(.):16149633-16150757	0.0847
1_MACS_peak_173_lociStitched	chr1(.):16159913-16163487	0.2495
2_MACS_peak_174_lociStitched	chr1(.):16173053-16179096	0.1988
1_MACS_peak_176_lociStitched	chr1(.):16212135-16213589	0.1739
1_MACS_peak_177_lociStitched	chr1(.):16301827-16303257	0.2742
1_MACS_peak_178_lociStitched	chr1(.):16532775-16534106	0.1598
1_MACS_peak_179_lociStitched	chr1(.):16562448-16564436	0.3023
1_MACS_peak_180_lociStitched	chr1(.):16677477-16679954	0.2335
1_MACS_peak_181_lociStitched	chr1(.):16692839-16695515	0.2871
1_MACS_peak_182_lociStitched	chr1(.):16766683-16771439	0.2582
1_MACS_peak_183_lociStitched	chr1(.):16832101-16833366	0.1588
1_MACS_peak_185_lociStitched	chr1(.):16938781-16941146	0.7341
1_MACS_peak_186_lociStitched	chr1(.):16969422-16972623	0.7467
2_MACS_peak_187_lociStitched	chr1(.):16984966-16994800	0.3661
2_MACS_peak_189_lociStitched	chr1(.):17065653-17075628	0.3881
3_MACS_peak_191_lociStitched	chr1(.):17221238-17241598	0.2984
1_MACS_peak_194_lociStitched	chr1(.):17286503-17288283	0.242
1_MACS_peak_195_lociStitched	chr1(.):17345189-17346230	0.1626
1_MACS_peak_196_lociStitched	chr1(.):17379351-17381218	0.2438
1_MACS_peak_197_lociStitched	chr1(.):17763326-17766618	0.1055
1_MACS_peak_198_lociStitched	chr1(.):19228470-19230129	0.2327
1_MACS_peak_199_lociStitched	chr1(.):19252262-19255532	0.2689
1_MACS_peak_200_lociStitched	chr1(.):19276359-19279585	0.2295
1_MACS_peak_201_lociStitched	chr1(.):19535416-19538335	0.2249
1_MACS_peak_202_lociStitched	chr1(.):19577273-19579260	0.2584
1_MACS_peak_203_lociStitched	chr1(.):19637578-19639831	0.2331
1_MACS_peak_204_lociStitched	chr1(.):19810630-19813415	0.1924
1_MACS_peak_205_lociStitched	chr1(.):19922216-19924722	0.2812
1_MACS_peak_206_lociStitched	chr1(.):20085117-20086391	0.2353
1_MACS_peak_207_lociStitched	chr1(.):20125277-20127624	0.174
1_MACS_peak_208_lociStitched	chr1(.):20208276-20210046	0.2485
1_MACS_peak_209_lociStitched	chr1(.):20404344-20405405	0.1689
1_MACS_peak_210_lociStitched	chr1(.):20415782-20416755	0.1277
1_MACS_peak_211_lociStitched	chr1(.):20446178-20446763	0.0808
1_MACS_peak_212_lociStitched	chr1(.):20833779-20835283	0.2572
1_MACS_peak_213_lociStitched	chr1(.):20959660-20960880	0.2466
1_MACS_peak_214_lociStitched	chr1(.):20986952-20988931	0.2534
1_MACS_peak_215_lociStitched	chr1(.):21111791-21114960	0.2141
1_MACS_peak_216_lociStitched	chr1(.):21290601-21292359	0.2533
1_MACS_peak_217_lociStitched	chr1(.):21348142-21349994	0.2155
2_MACS_peak_218_lociStitched	chr1(.):21501671-21503901	0.1824
1_MACS_peak_220_lociStitched	chr1(.):21615476-21622749	0.2676
1_MACS_peak_221_lociStitched	chr1(.):21660050-21661799	0.3365
1_MACS_peak_222_lociStitched	chr1(.):21671738-21672776	0.1856
1_MACS_peak_223_lociStitched	chr1(.):21765681-21767557	0.2138
2_MACS_peak_224_lociStitched	chr1(.):22026181-22031388	0.1537
1_MACS_peak_226_lociStitched	chr1(.):22099625-22100992	0.1483
1_MACS_peak_227_lociStitched	chr1(.):22107536-22110626	0.283
1_MACS_peak_228_lociStitched	chr1(.):22117390-22119333	0.3089
1_MACS_peak_229_lociStitched	chr1(.):22191494-22194592	0.1811
2_MACS_peak_230_lociStitched	chr1(.):22345244-22353567	0.1929
1_MACS_peak_232_lociStitched	chr1(.):22365673-22367321	0.2569
1_MACS_peak_233_lociStitched	chr1(.):22378338-22380771	0.1707
1_MACS_peak_234_lociStitched	chr1(.):22777560-22779677	0.2002
1_MACS_peak_235_lociStitched	chr1(.):22820381-22822189	0.2397
1_MACS_peak_236_lociStitched	chr1(.):23345527-23347001	0.1689
1_MACS_peak_237_lociStitched	chr1(.):23667401-23672018	0.2559
1_MACS_peak_238_lociStitched	chr1(.):23693933-23696826	0.2578
1_MACS_peak_239_lociStitched	chr1(.):23850138-23858856	0.2475
3_MACS_peak_240_lociStitched	chr1(.):23880231-23889398	0.1902
1_MACS_peak_243_lociStitched	chr1(.):23903434-23904789	0.274
1_MACS_peak_244_lociStitched	chr1(.):23918370-23921070	0.147
3_MACS_peak_245_lociStitched	chr1(.):23937436-23954660	0.1764
1_MACS_peak_248_lociStitched	chr1(.):23961199-23962485	0.2934
1_MACS_peak_249_lociStitched	chr1(.):24017816-24019699	0.3152
1_MACS_peak_250_lociStitched	chr1(.):24069052-24072133	0.2419
1_MACS_peak_251_lociStitched	chr1(.):24103918-24105973	0.1795
1_MACS_peak_252_lociStitched	chr1(.):24116817-24118865	0.2465
1_MACS_peak_253_lociStitched	chr1(.):24125725-24128231	0.1595
1_MACS_peak_254_lociStitched	chr1(.):24151037-24152982	0.2223
1_MACS_peak_255_lociStitched	chr1(.):24180705-24182875	0.2773
2_MACS_peak_256_lociStitched	chr1(.):24191283-24195160	0.2445
1_MACS_peak_258_lociStitched	chr1(.):24246060-24247421	0.2212
2_MACS_peak_259_lociStitched	chr1(.):24284663-24292499	0.1964
1_MACS_peak_261_lociStitched	chr1(.):24304829-24307720	0.257
1_MACS_peak_262_lociStitched	chr1(.):24357491-24358353	0.077
2_MACS_peak_263_lociStitched	chr1(.):24468633-24479371	0.138
3_MACS_peak_265_lociStitched	chr1(.):24511872-24534022	0.2053
1_MACS_peak_268_lociStitched	chr1(.):24645052-24650668	0.273
1_MACS_peak_269_lociStitched	chr1(.):24676799-24678533	0.1421
2_MACS_peak_270_lociStitched	chr1(.):24710127-24720594	0.2394
2_MACS_peak_272_lociStitched	chr1(.):24739357-24744012	0.2665
1_MACS_peak_274_lociStitched	chr1(.):24791803-24793038	0.1797
1_MACS_peak_275_lociStitched	chr1(.):24807249-24808885	0.1902
1_MACS_peak_276_lociStitched	chr1(.):24827249-24830539	0.2006
1_MACS_peak_277_lociStitched	chr1(.):24861130-24862288	0.2002
1_MACS_peak_278_lociStitched	chr1(.):24967869-24971382	0.2192
2_MACS_peak_279_lociStitched	chr1(.):25048358-25054843	0.1423
2_MACS_peak_281_lociStitched	chr1(.):25069562-25076595	0.2124
1_MACS_peak_283_lociStitched	chr1(.):25174312-25175632	0.2107
1_MACS_peak_284_lociStitched	chr1(.):25254210-25257740	0.1421
1_MACS_peak_285_lociStitched	chr1(.):25290913-25292725	0.1837
1_MACS_peak_286_lociStitched	chr1(.):25347642-25350817	0.2145
1_MACS_peak_287_lociStitched	chr1(.):25357984-25359614	0.1258
4_MACS_peak_288_lociStitched	chr1(.):25558067-25575082	0.1766
1_MACS_peak_292_lociStitched	chr1(.):25592728-25595213	0.2895
1_MACS_peak_293_lociStitched	chr1(.):25663070-25666465	0.2395
1_MACS_peak_294_lociStitched	chr1(.):25756331-25758177	0.224
2_MACS_peak_295_lociStitched	chr1(.):25793205-25800853	0.1507
2_MACS_peak_297_lociStitched	chr1(.):25869722-25877915	0.2173
1_MACS_peak_299_lociStitched	chr1(.):25886660-25890396	0.2011
3_MACS_peak_300_lociStitched	chr1(.):25942070-25947611	0.1842
1_MACS_peak_303_lociStitched	chr1(.):25958373-25959479	0.1748
1_MACS_peak_304_lociStitched	chr1(.):25967889-25970176	0.2461
1_MACS_peak_305_lociStitched	chr1(.):26145493-26148360	0.2036
1_MACS_peak_306_lociStitched	chr1(.):26230638-26233292	0.2153
1_MACS_peak_307_lociStitched	chr1(.):26322926-26325722	0.2518
3_MACS_peak_308_lociStitched	chr1(.):26436570-26453863	0.1683
2_MACS_peak_311_lociStitched	chr1(.):26496027-26504618	0.1249
1_MACS_peak_313_lociStitched	chr1(.):26559682-26562252	0.2494
1_MACS_peak_314_lociStitched	chr1(.):26578586-26580060	0.1792
3_MACS_peak_315_lociStitched	chr1(.):26601843-26614414	0.1653
1_MACS_peak_318_lociStitched	chr1(.):26632203-26634842	0.1928
1_MACS_peak_319_lociStitched	chr1(.):26758317-26759848	0.3239
1_MACS_peak_320_lociStitched	chr1(.):26797843-26800695	0.2243
1_MACS_peak_321_lociStitched	chr1(.):26826216-26828715	0.1651
1_MACS_peak_322_lociStitched	chr1(.):26856230-26857132	0.194
2_MACS_peak_323_lociStitched	chr1(.):26865831-26873376	0.184
1_MACS_peak_325_lociStitched	chr1(.):26945813-26948651	0.2307
1_MACS_peak_326_lociStitched	chr1(.):27018215-27030732	0.2346
4_MACS_peak_327_lociStitched	chr1(.):27059491-27072819	0.1979
1_MACS_peak_331_lociStitched	chr1(.):27112218-27116227	0.2743
1_MACS_peak_332_lociStitched	chr1(.):27126387-27127357	0.1552
4_MACS_peak_333_lociStitched	chr1(.):27146972-27167302	0.1596
1_MACS_peak_337_lociStitched	chr1(.):27190216-27193298	0.201
1_MACS_peak_338_lociStitched	chr1(.):27215463-27217561	0.1645
1_MACS_peak_339_lociStitched	chr1(.):27225833-27227850	0.1882
1_MACS_peak_340_lociStitched	chr1(.):27247487-27249238	0.2809
1_MACS_peak_341_lociStitched	chr1(.):27285871-27287614	0.2209
1_MACS_peak_342_lociStitched	chr1(.):27463093-27464222	0.1611
1_MACS_peak_343_lociStitched	chr1(.):27480823-27482377	0.1717
1_MACS_peak_344_lociStitched	chr1(.):27560188-27562845	0.2238
1_MACS_peak_345_lociStitched	chr1(.):27648002-27649949	0.2107
2_MACS_peak_346_lociStitched	chr1(.):27667547-27676546	0.1378
1_MACS_peak_348_lociStitched	chr1(.):27691555-27693016	0.1925
1_MACS_peak_349_lociStitched	chr1(.):27744103-27746002	0.1366
3_MACS_peak_350_lociStitched	chr1(.):27757247-27766370	0.1796
1_MACS_peak_353_lociStitched	chr1(.):27814646-27817921	0.2613
1_MACS_peak_354_lociStitched	chr1(.):27883372-27884377	0.1878
1_MACS_peak_355_lociStitched	chr1(.):27985884-27986808	0.1184
1_MACS_peak_356_lociStitched	chr1(.):27998021-27999672	0.2748
1_MACS_peak_357_lociStitched	chr1(.):28051440-28053775	0.2249
1_MACS_peak_358_lociStitched	chr1(.):28078700-28079776	0.161
1_MACS_peak_359_lociStitched	chr1(.):28098832-28100904	0.2281
1_MACS_peak_360_lociStitched	chr1(.):28156219-28158340	0.1901
1_MACS_peak_361_lociStitched	chr1(.):28195419-28196586	0.1943
1_MACS_peak_362_lociStitched	chr1(.):28217543-28219153	0.159
1_MACS_peak_363_lociStitched	chr1(.):28240146-28241988	0.3081
1_MACS_peak_364_lociStitched	chr1(.):28285469-28287362	0.1875
1_MACS_peak_365_lociStitched	chr1(.):28322463-28323658	0.2129
2_MACS_peak_366_lociStitched	chr1(.):28352277-28364295	0.1613
2_MACS_peak_368_lociStitched	chr1(.):28390007-28397388	0.1118
1_MACS_peak_370_lociStitched	chr1(.):28413456-28416192	0.2857
1_MACS_peak_371_lociStitched	chr1(.):28498357-28500048	0.2442
3_MACS_peak_372_lociStitched	chr1(.):28558543-28577170	0.1924
1_MACS_peak_375_lociStitched	chr1(.):28585057-28587339	0.2314
1_MACS_peak_376_lociStitched	chr1(.):28654891-28656630	0.2416
1_MACS_peak_377_lociStitched	chr1(.):28695312-28697434	0.2204
1_MACS_peak_378_lociStitched	chr1(.):28763910-28765489	0.2032
3_MACS_peak_379_lociStitched	chr1(.):28827224-28846255	0.1761
1_MACS_peak_382_lociStitched	chr1(.):28878296-28881185	0.2531
2_MACS_peak_383_lociStitched	chr1(.):28903106-28914512	0.2039
1_MACS_peak_385_lociStitched	chr1(.):28924353-28929772	0.2097
1_MACS_peak_386_lociStitched	chr1(.):28958077-28959007	0.1256
2_MACS_peak_387_lociStitched	chr1(.):28968218-28976410	0.2303
1_MACS_peak_389_lociStitched	chr1(.):28994321-28996997	0.2607
1_MACS_peak_390_lociStitched	chr1(.):29062212-29065147	0.2207
1_MACS_peak_391_lociStitched	chr1(.):29101200-29102485	0.1881
2_MACS_peak_392_lociStitched	chr1(.):29210874-29214871	0.2393
1_MACS_peak_394_lociStitched	chr1(.):29239981-29242570	0.2276
1_MACS_peak_395_lociStitched	chr1(.):29252245-29255804	0.2542
1_MACS_peak_396_lociStitched	chr1(.):29312510-29313791	0.2085
1_MACS_peak_397_lociStitched	chr1(.):29506474-29509661	0.2607
1_MACS_peak_398_lociStitched	chr1(.):29556770-29557907	0.2432
1_MACS_peak_399_lociStitched	chr1(.):30337382-30338120	0.0566
1_MACS_peak_400_lociStitched	chr1(.):30347145-30351506	0.1198
2_MACS_peak_401_lociStitched	chr1(.):30369972-30375197	0.0881
1_MACS_peak_403_lociStitched	chr1(.):31190494-31192669	0.2001
1_MACS_peak_404_lociStitched	chr1(.):31213143-31233457	0.2468
1_MACS_peak_405_lociStitched	chr1(.):31255252-31256139	0.2501
1_MACS_peak_406_lociStitched	chr1(.):31500729-31501839	0.1774
1_MACS_peak_407_lociStitched	chr1(.):31535560-31539510	0.2402
1_MACS_peak_408_lociStitched	chr1(.):31627999-31628722	0.071
1_MACS_peak_409_lociStitched	chr1(.):31768503-31770874	0.2048
1_MACS_peak_410_lociStitched	chr1(.):31886063-31886919	0.157
1_MACS_peak_411_lociStitched	chr1(.):31913808-31915823	0.2349
1_MACS_peak_412_lociStitched	chr1(.):31932982-31934491	0.1768
2_MACS_peak_413_lociStitched	chr1(.):31943940-31951393	0.1563
1_MACS_peak_415_lociStitched	chr1(.):31959373-31960948	0.1853
1_MACS_peak_416_lociStitched	chr1(.):32109459-32111531	0.3477
1_MACS_peak_417_lociStitched	chr1(.):32209443-32211825	0.255
1_MACS_peak_418_lociStitched	chr1(.):32253129-32255119	0.2172
1_MACS_peak_419_lociStitched	chr1(.):32402064-32404779	0.17
1_MACS_peak_420_lociStitched	chr1(.):32421143-32422608	0.2043
2_MACS_peak_421_lociStitched	chr1(.):32445820-32452250	0.1723
2_MACS_peak_423_lociStitched	chr1(.):32472075-32481269	0.163
2_MACS_peak_425_lociStitched	chr1(.):32531547-32539599	0.1354
1_MACS_peak_427_lociStitched	chr1(.):32572759-32575477	0.2242
1_MACS_peak_428_lociStitched	chr1(.):32644483-32646686	0.2398
2_MACS_peak_429_lociStitched	chr1(.):32666596-32672264	0.1411
1_MACS_peak_431_lociStitched	chr1(.):32687131-32689034	0.2081
1_MACS_peak_432_lociStitched	chr1(.):32713491-32717086	0.2369
1_MACS_peak_433_lociStitched	chr1(.):32756518-32758978	0.1661
3_MACS_peak_434_lociStitched	chr1(.):32798493-32804084	0.1528
1_MACS_peak_437_lociStitched	chr1(.):32816397-32818143	0.1948
1_MACS_peak_438_lociStitched	chr1(.):32859018-32861285	0.3183
1_MACS_peak_439_lociStitched	chr1(.):32965651-32966744	0.1023
2_MACS_peak_440_lociStitched	chr1(.):33087994-33095301	0.2188
1_MACS_peak_442_lociStitched	chr1(.):33114694-33118182	0.2617
1_MACS_peak_443_lociStitched	chr1(.):33206705-33208515	0.123
1_MACS_peak_444_lociStitched	chr1(.):33281430-33285547	0.2078
1_MACS_peak_445_lociStitched	chr1(.):33428979-33431293	0.2249
1_MACS_peak_446_lociStitched	chr1(.):33445754-33448598	0.265
1_MACS_peak_447_lociStitched	chr1(.):33457294-33459292	0.2301
1_MACS_peak_448_lociStitched	chr1(.):33501522-33502902	0.3771
1_MACS_peak_449_lociStitched	chr1(.):33545970-33547401	0.2085
1_MACS_peak_450_lociStitched	chr1(.):33563980-33566417	0.2863
1_MACS_peak_451_lociStitched	chr1(.):33592013-33594520	0.2932
1_MACS_peak_452_lociStitched	chr1(.):33646565-33647987	0.1636
2_MACS_peak_453_lociStitched	chr1(.):33720538-33723383	0.154
2_MACS_peak_455_lociStitched	chr1(.):33814060-33816243	0.1421
1_MACS_peak_457_lociStitched	chr1(.):33925057-33928945	0.2311
1_MACS_peak_458_lociStitched	chr1(.):33938125-33938982	0.3174
1_MACS_peak_459_lociStitched	chr1(.):34514597-34515599	0.099
1_MACS_peak_460_lociStitched	chr1(.):34826651-34827820	0.1868
2_MACS_peak_461_lociStitched	chr1(.):35324140-35332688	0.1247
1_MACS_peak_463_lociStitched	chr1(.):35449737-35451608	0.178
1_MACS_peak_464_lociStitched	chr1(.):35495944-35498075	0.2234
1_MACS_peak_465_lociStitched	chr1(.):35544175-35546203	0.2699
1_MACS_peak_466_lociStitched	chr1(.):35656958-35659772	0.2454
1_MACS_peak_467_lociStitched	chr1(.):35733741-35735338	0.1248
1_MACS_peak_468_lociStitched	chr1(.):35971586-35973755	0.1905
1_MACS_peak_469_lociStitched	chr1(.):36003832-36006199	0.1621
1_MACS_peak_470_lociStitched	chr1(.):36021905-36024307	0.2593
1_MACS_peak_471_lociStitched	chr1(.):36042736-36043997	0.1967
1_MACS_peak_472_lociStitched	chr1(.):36088194-36090333	0.1567
2_MACS_peak_473_lociStitched	chr1(.):36102492-36108758	0.2308
1_MACS_peak_475_lociStitched	chr1(.):36183595-36185246	0.1991
1_MACS_peak_476_lociStitched	chr1(.):36200855-36202217	0.2286
1_MACS_peak_477_lociStitched	chr1(.):36220976-36222214	0.1365
1_MACS_peak_478_lociStitched	chr1(.):36233844-36236100	0.1896
1_MACS_peak_479_lociStitched	chr1(.):36244586-36246167	0.2454
1_MACS_peak_480_lociStitched	chr1(.):36273056-36275031	0.1705
1_MACS_peak_481_lociStitched	chr1(.):36348458-36349716	0.1553
