GENE_ID	locusLine	bin_1_KMS12_jia.bam
1_MACS_peak_53_lociStitched	chr1(.):1755037-1755829	0.4526
2_MACS_peak_54_lociStitched	chr1(.):1820624-1826580	2.3258
2_MACS_peak_56_lociStitched	chr1(.):1837312-1850928	1.1313
1_MACS_peak_58_lociStitched	chr1(.):1980765-1982588	0.8203
1_MACS_peak_59_lociStitched	chr1(.):2125356-2127480	1.5159
1_MACS_peak_60_lociStitched	chr1(.):2158130-2162268	0.6753
1_MACS_peak_61_lociStitched	chr1(.):2186484-2187919	0.6042
1_MACS_peak_62_lociStitched	chr1(.):2231028-2233268	1.0689
2_MACS_peak_63_lociStitched	chr1(.):2322206-2324326	1.2234
1_MACS_peak_65_lociStitched	chr1(.):2343027-2348025	1.6563
2_MACS_peak_66_lociStitched	chr1(.):2453917-2462614	1.1454
4_MACS_peak_68_lociStitched	chr1(.):2471854-2489038	0.9246
1_MACS_peak_72_lociStitched	chr1(.):2515742-2519367	2.5489
1_MACS_peak_73_lociStitched	chr1(.):2573301-2574957	1.9939
2_MACS_peak_74_lociStitched	chr1(.):3540457-3542556	0.5943
1_MACS_peak_76_lociStitched	chr1(.):3565915-3566768	0.5278
1_MACS_peak_77_lociStitched	chr1(.):3688189-3689794	0.4798
1_MACS_peak_78_lociStitched	chr1(.):3711866-3713642	0.6897
1_MACS_peak_79_lociStitched	chr1(.):3772856-3774833	1.068
1_MACS_peak_80_lociStitched	chr1(.):3815552-3818523	3.1682
1_MACS_peak_81_lociStitched	chr1(.):4035896-4038222	0.8347
2_MACS_peak_82_lociStitched	chr1(.):4066384-4068552	0.434
1_MACS_peak_84_lociStitched	chr1(.):4326735-4328863	1.2425
2_MACS_peak_85_lociStitched	chr1(.):6051208-6055618	1.9072
1_MACS_peak_87_lociStitched	chr1(.):6068701-6070642	0.442
1_MACS_peak_88_lociStitched	chr1(.):6085208-6087819	1.1079
1_MACS_peak_89_lociStitched	chr1(.):6187142-6188097	0.5698
2_MACS_peak_90_lociStitched	chr1(.):6257948-6267439	1.1534
1_MACS_peak_92_lociStitched	chr1(.):6294451-6296980	1.4307
1_MACS_peak_93_lociStitched	chr1(.):6320027-6321179	0.4123
1_MACS_peak_94_lociStitched	chr1(.):6419132-6420634	0.6731
2_MACS_peak_95_lociStitched	chr1(.):6451947-6454757	1.3938
1_MACS_peak_97_lociStitched	chr1(.):6506240-6508467	1.0512
2_MACS_peak_98_lociStitched	chr1(.):6519940-6526787	0.3462
2_MACS_peak_100_lociStitched	chr1(.):6544780-6551938	1.2404
1_MACS_peak_102_lociStitched	chr1(.):6613083-6615290	1.4153
2_MACS_peak_103_lociStitched	chr1(.):6639973-6643082	0.7838
1_MACS_peak_105_lociStitched	chr1(.):6659289-6664895	2.1716
1_MACS_peak_106_lociStitched	chr1(.):6672205-6675609	1.6215
1_MACS_peak_107_lociStitched	chr1(.):6684669-6686109	1.1661
1_MACS_peak_108_lociStitched	chr1(.):6760674-6761953	1.707
2_MACS_peak_109_lociStitched	chr1(.):6843116-6846696	2.6425
1_MACS_peak_111_lociStitched	chr1(.):6880462-6881736	0.4043
1_MACS_peak_112_lociStitched	chr1(.):7830706-7832359	1.0309
1_MACS_peak_113_lociStitched	chr1(.):7843261-7844014	0.4148
1_MACS_peak_114_lociStitched	chr1(.):7972399-7973505	0.4947
2_MACS_peak_115_lociStitched	chr1(.):8013583-8023504	0.8324
2_MACS_peak_117_lociStitched	chr1(.):8226430-8230567	0.4448
1_MACS_peak_119_lociStitched	chr1(.):8242069-8243252	0.4742
1_MACS_peak_120_lociStitched	chr1(.):8342989-8343966	0.379
1_MACS_peak_121_lociStitched	chr1(.):8482443-8485058	1.5997
1_MACS_peak_122_lociStitched	chr1(.):8583702-8586822	1.3232
1_MACS_peak_123_lociStitched	chr1(.):8662389-8665555	1.2347
1_MACS_peak_124_lociStitched	chr1(.):8689075-8690217	0.476
1_MACS_peak_125_lociStitched	chr1(.):8702318-8704706	1.0064
1_MACS_peak_126_lociStitched	chr1(.):8740691-8742191	0.5315
1_MACS_peak_127_lociStitched	chr1(.):8760390-8763992	1.2065
1_MACS_peak_128_lociStitched	chr1(.):8772032-8773575	0.768
1_MACS_peak_129_lociStitched	chr1(.):8875331-8879095	2.5033
1_MACS_peak_130_lociStitched	chr1(.):8936016-8940976	3.1194
3_MACS_peak_131_lociStitched	chr1(.):9128469-9141348	0.4897
1_MACS_peak_134_lociStitched	chr1(.):9188577-9190136	0.7034
1_MACS_peak_135_lociStitched	chr1(.):9222372-9224717	1.7443
1_MACS_peak_136_lociStitched	chr1(.):9294731-9295905	1.9171
3_MACS_peak_137_lociStitched	chr1(.):9560492-9578614	0.5318
1_MACS_peak_140_lociStitched	chr1(.):9586058-9587349	0.4029
2_MACS_peak_141_lociStitched	chr1(.):9597485-9601117	1.2901
1_MACS_peak_143_lociStitched	chr1(.):9648760-9650264	1.2134
1_MACS_peak_144_lociStitched	chr1(.):9686364-9686929	0.5157
1_MACS_peak_145_lociStitched	chr1(.):9711662-9712720	0.4336
1_MACS_peak_146_lociStitched	chr1(.):9746761-9750032	0.9209
1_MACS_peak_147_lociStitched	chr1(.):9776557-9778836	2.9793
1_MACS_peak_148_lociStitched	chr1(.):9846735-9848478	0.7642
1_MACS_peak_149_lociStitched	chr1(.):9882380-9884366	1.0303
1_MACS_peak_150_lociStitched	chr1(.):9960396-9961211	0.4649
2_MACS_peak_151_lociStitched	chr1(.):9969324-9971934	1.2523
2_MACS_peak_153_lociStitched	chr1(.):10002023-10011260	0.7161
2_MACS_peak_155_lociStitched	chr1(.):10092210-10095125	1.4321
1_MACS_peak_157_lociStitched	chr1(.):10229070-10231360	0.9371
1_MACS_peak_158_lociStitched	chr1(.):10249196-10250858	0.5919
1_MACS_peak_159_lociStitched	chr1(.):10269626-10272371	1.5065
2_MACS_peak_160_lociStitched	chr1(.):10458218-10460320	1.0682
1_MACS_peak_162_lociStitched	chr1(.):10489977-10491611	1.2991
2_MACS_peak_163_lociStitched	chr1(.):10531480-10536189	1.1914
1_MACS_peak_165_lociStitched	chr1(.):10554712-10555535	0.5671
1_MACS_peak_166_lociStitched	chr1(.):10960357-10961236	0.6176
1_MACS_peak_167_lociStitched	chr1(.):10999288-11000502	0.8008
1_MACS_peak_168_lociStitched	chr1(.):11071339-11073816	2.1185
1_MACS_peak_169_lociStitched	chr1(.):11118382-11122444	2.2863
1_MACS_peak_170_lociStitched	chr1(.):11158684-11160638	2.0883
2_MACS_peak_171_lociStitched	chr1(.):11321641-11323482	1.268
2_MACS_peak_173_lociStitched	chr1(.):11333120-11342079	0.851
1_MACS_peak_175_lociStitched	chr1(.):11538678-11539518	0.9389
1_MACS_peak_176_lociStitched	chr1(.):11623227-11623982	0.4432
1_MACS_peak_177_lociStitched	chr1(.):11639764-11640826	0.4342
2_MACS_peak_178_lociStitched	chr1(.):11710638-11715636	0.2821
1_MACS_peak_180_lociStitched	chr1(.):11724013-11725214	1.3673
1_MACS_peak_181_lociStitched	chr1(.):11740263-11742392	1.0625
1_MACS_peak_182_lociStitched	chr1(.):11779331-11780060	0.5241
2_MACS_peak_183_lociStitched	chr1(.):11790364-11797560	0.2773
1_MACS_peak_185_lociStitched	chr1(.):11861867-11867861	1.3881
1_MACS_peak_186_lociStitched	chr1(.):11967690-11970500	3.5128
2_MACS_peak_187_lociStitched	chr1(.):11984193-11995606	0.6245
1_MACS_peak_189_lociStitched	chr1(.):12039687-12041832	1.6581
1_MACS_peak_190_lociStitched	chr1(.):12061016-12062307	0.4803
1_MACS_peak_191_lociStitched	chr1(.):12079402-12080562	1.0069
3_MACS_peak_192_lociStitched	chr1(.):12098840-12113357	0.5708
1_MACS_peak_195_lociStitched	chr1(.):12122896-12125069	0.7958
3_MACS_peak_196_lociStitched	chr1(.):12211472-12228442	0.969
1_MACS_peak_199_lociStitched	chr1(.):12289877-12291322	0.7683
3_MACS_peak_200_lociStitched	chr1(.):13818913-13840642	0.714
1_MACS_peak_203_lociStitched	chr1(.):13855822-13857701	1.4458
1_MACS_peak_204_lociStitched	chr1(.):14025985-14028236	1.5695
1_MACS_peak_205_lociStitched	chr1(.):14056529-14058317	0.9077
1_MACS_peak_206_lociStitched	chr1(.):14074581-14077629	1.6875
1_MACS_peak_207_lociStitched	chr1(.):15161923-15163387	0.5458
1_MACS_peak_208_lociStitched	chr1(.):15275763-15277320	0.5878
1_MACS_peak_209_lociStitched	chr1(.):15482372-15484645	0.8431
1_MACS_peak_210_lociStitched	chr1(.):15502411-15502814	0.4386
1_MACS_peak_211_lociStitched	chr1(.):15688271-15689593	0.4143
1_MACS_peak_212_lociStitched	chr1(.):15735716-15738399	1.0658
1_MACS_peak_213_lociStitched	chr1(.):15849581-15854423	1.135
1_MACS_peak_214_lociStitched	chr1(.):15910624-15912024	0.8766
1_MACS_peak_215_lociStitched	chr1(.):15942794-15945775	1.5415
1_MACS_peak_216_lociStitched	chr1(.):16009922-16012022	2.3469
1_MACS_peak_217_lociStitched	chr1(.):16023041-16025070	1.025
3_MACS_peak_218_lociStitched	chr1(.):16159046-16179942	2.3207
1_MACS_peak_221_lociStitched	chr1(.):16291824-16293727	0.7588
1_MACS_peak_222_lociStitched	chr1(.):16301591-16303517	0.8117
2_MACS_peak_223_lociStitched	chr1(.):16338902-16341887	0.7703
2_MACS_peak_225_lociStitched	chr1(.):16399685-16406645	0.3823
1_MACS_peak_227_lociStitched	chr1(.):16493813-16494605	0.4536
1_MACS_peak_228_lociStitched	chr1(.):16532470-16534441	1.4717
1_MACS_peak_229_lociStitched	chr1(.):16562707-16564545	0.9013
1_MACS_peak_230_lociStitched	chr1(.):16573568-16576967	1.626
1_MACS_peak_231_lociStitched	chr1(.):16677227-16679841	2.1461
1_MACS_peak_232_lociStitched	chr1(.):16692810-16695324	2.6308
1_MACS_peak_233_lociStitched	chr1(.):16766572-16768443	1.259
1_MACS_peak_234_lociStitched	chr1(.):16824377-16826805	1.4027
1_MACS_peak_236_lociStitched	chr1(.):16938161-16942032	1.6337
1_MACS_peak_237_lociStitched	chr1(.):16969300-16972313	3.5075
1_MACS_peak_238_lociStitched	chr1(.):16991970-16994651	3.0719
1_MACS_peak_239_lociStitched	chr1(.):17009663-17013436	1.0114
2_MACS_peak_240_lociStitched	chr1(.):17022156-17030368	0.6671
1_MACS_peak_242_lociStitched	chr1(.):17065486-17068495	2.6932
4_MACS_peak_243_lociStitched	chr1(.):17221257-17249120	1.4641
1_MACS_peak_247_lociStitched	chr1(.):17286874-17287875	0.4781
1_MACS_peak_248_lociStitched	chr1(.):17337762-17338576	0.412
1_MACS_peak_249_lociStitched	chr1(.):17378986-17381231	1.2115
1_MACS_peak_250_lociStitched	chr1(.):17467448-17468908	0.526
1_MACS_peak_251_lociStitched	chr1(.):17526866-17527962	0.4935
1_MACS_peak_252_lociStitched	chr1(.):17763080-17770313	5.5149
2_MACS_peak_253_lociStitched	chr1(.):17862090-17867354	0.542
1_MACS_peak_255_lociStitched	chr1(.):17905977-17909027	1.5134
1_MACS_peak_256_lociStitched	chr1(.):19228392-19230132	1.5541
1_MACS_peak_257_lociStitched	chr1(.):19252435-19255439	2.0916
1_MACS_peak_258_lociStitched	chr1(.):19281888-19283223	0.7998
1_MACS_peak_259_lociStitched	chr1(.):19534996-19538805	2.0819
1_MACS_peak_260_lociStitched	chr1(.):19577001-19579869	2.22
2_MACS_peak_261_lociStitched	chr1(.):19637638-19642996	0.7662
1_MACS_peak_263_lociStitched	chr1(.):19810785-19813686	1.7837
1_MACS_peak_264_lociStitched	chr1(.):19922230-19925188	1.6578
1_MACS_peak_265_lociStitched	chr1(.):19970698-19971533	0.3467
1_MACS_peak_266_lociStitched	chr1(.):20037203-20038187	0.3969
1_MACS_peak_267_lociStitched	chr1(.):20125289-20127629	2.2443
1_MACS_peak_268_lociStitched	chr1(.):20208250-20210126	0.9261
1_MACS_peak_269_lociStitched	chr1(.):20833667-20835242	1.1512
1_MACS_peak_270_lociStitched	chr1(.):20915553-20916946	0.4296
1_MACS_peak_271_lociStitched	chr1(.):20959765-20961172	0.6833
1_MACS_peak_272_lociStitched	chr1(.):20986506-20989012	1.7463
1_MACS_peak_273_lociStitched	chr1(.):21058716-21060530	0.5978
1_MACS_peak_274_lociStitched	chr1(.):21111193-21115454	2.3004
1_MACS_peak_275_lociStitched	chr1(.):21290475-21291671	0.5266
1_MACS_peak_276_lociStitched	chr1(.):21348427-21349631	0.4784
1_MACS_peak_277_lociStitched	chr1(.):21500604-21503924	1.6294
1_MACS_peak_278_lociStitched	chr1(.):21615631-21622906	2.468
1_MACS_peak_279_lociStitched	chr1(.):21660228-21661996	1.01
1_MACS_peak_280_lociStitched	chr1(.):21671032-21673191	0.9684
1_MACS_peak_281_lociStitched	chr1(.):21765890-21767766	0.822
1_MACS_peak_282_lociStitched	chr1(.):21995202-21996779	0.6279
3_MACS_peak_283_lociStitched	chr1(.):22099213-22119067	0.9636
1_MACS_peak_286_lociStitched	chr1(.):22140492-22142188	0.6925
1_MACS_peak_287_lociStitched	chr1(.):22178430-22179860	0.6436
1_MACS_peak_288_lociStitched	chr1(.):22191322-22195489	1.817
2_MACS_peak_289_lociStitched	chr1(.):22262514-22264574	0.5577
1_MACS_peak_291_lociStitched	chr1(.):22349429-22353637	2.6426
1_MACS_peak_292_lociStitched	chr1(.):22365873-22367513	1.1651
1_MACS_peak_293_lociStitched	chr1(.):22378390-22380828	2.5119
1_MACS_peak_294_lociStitched	chr1(.):22444372-22445572	0.4889
1_MACS_peak_295_lociStitched	chr1(.):22755087-22756214	0.6261
1_MACS_peak_296_lociStitched	chr1(.):22777585-22779718	1.2708
1_MACS_peak_297_lociStitched	chr1(.):22819621-22821927	1.1829
1_MACS_peak_298_lociStitched	chr1(.):22834142-22835047	0.3887
1_MACS_peak_299_lociStitched	chr1(.):22865726-22866560	0.3486
1_MACS_peak_300_lociStitched	chr1(.):23036859-23037557	0.5169
1_MACS_peak_301_lociStitched	chr1(.):23345209-23348087	1.4652
1_MACS_peak_302_lociStitched	chr1(.):23493606-23495540	0.7619
1_MACS_peak_303_lociStitched	chr1(.):23666822-23672118	2.4891
1_MACS_peak_304_lociStitched	chr1(.):23693594-23696873	2.4767
1_MACS_peak_305_lociStitched	chr1(.):23810286-23811266	0.4115
1_MACS_peak_306_lociStitched	chr1(.):23850593-23858907	1.8128
2_MACS_peak_307_lociStitched	chr1(.):23880351-23886658	0.92
1_MACS_peak_309_lociStitched	chr1(.):23894375-23895173	0.3959
1_MACS_peak_310_lociStitched	chr1(.):23903850-23905245	0.6862
1_MACS_peak_311_lociStitched	chr1(.):23917598-23919470	0.5675
2_MACS_peak_312_lociStitched	chr1(.):23937960-23947171	0.413
1_MACS_peak_314_lociStitched	chr1(.):24017698-24020530	1.1428
1_MACS_peak_315_lociStitched	chr1(.):24046155-24047365	0.4381
4_MACS_peak_316_lociStitched	chr1(.):24054702-24072345	0.6205
2_MACS_peak_320_lociStitched	chr1(.):24098695-24106610	0.8898
2_MACS_peak_322_lociStitched	chr1(.):24117023-24128073	0.6329
1_MACS_peak_324_lociStitched	chr1(.):24150991-24152775	1.3084
1_MACS_peak_325_lociStitched	chr1(.):24165052-24165843	0.4339
1_MACS_peak_326_lociStitched	chr1(.):24193941-24195812	0.8083
1_MACS_peak_327_lociStitched	chr1(.):24234870-24236268	0.584
1_MACS_peak_328_lociStitched	chr1(.):24246123-24247284	0.5389
2_MACS_peak_329_lociStitched	chr1(.):24284136-24292135	2.2295
1_MACS_peak_331_lociStitched	chr1(.):24304480-24307910	2.8982
1_MACS_peak_332_lociStitched	chr1(.):24357481-24357983	0.5392
2_MACS_peak_333_lociStitched	chr1(.):24512951-24519108	1.327
1_MACS_peak_335_lociStitched	chr1(.):24647686-24649720	1.0368
1_MACS_peak_336_lociStitched	chr1(.):24717764-24719419	0.6178
2_MACS_peak_337_lociStitched	chr1(.):24739386-24743629	0.8313
1_MACS_peak_339_lociStitched	chr1(.):24807333-24808376	0.4766
1_MACS_peak_340_lociStitched	chr1(.):24827758-24830455	1.5251
2_MACS_peak_341_lociStitched	chr1(.):24861404-24863990	0.4864
2_MACS_peak_343_lociStitched	chr1(.):24968050-24971904	2.1764
1_MACS_peak_345_lociStitched	chr1(.):25053174-25054832	0.8345
2_MACS_peak_346_lociStitched	chr1(.):25069569-25075911	2.0422
1_MACS_peak_348_lociStitched	chr1(.):25174461-25175674	0.6118
1_MACS_peak_349_lociStitched	chr1(.):25254179-25257755	2.3006
1_MACS_peak_350_lociStitched	chr1(.):25291036-25292452	0.6723
1_MACS_peak_351_lociStitched	chr1(.):25348363-25350262	1.5702
1_MACS_peak_352_lociStitched	chr1(.):25358108-25359623	0.5083
4_MACS_peak_353_lociStitched	chr1(.):25557860-25575310	1.2794
1_MACS_peak_357_lociStitched	chr1(.):25592919-25595005	1.8512
1_MACS_peak_358_lociStitched	chr1(.):25662813-25667056	2.1569
2_MACS_peak_359_lociStitched	chr1(.):25755985-25762822	0.7868
2_MACS_peak_361_lociStitched	chr1(.):25869641-25877654	1.2879
1_MACS_peak_363_lociStitched	chr1(.):25887089-25889937	0.7983
3_MACS_peak_364_lociStitched	chr1(.):25942229-25946917	0.9661
1_MACS_peak_367_lociStitched	chr1(.):25968672-25969940	0.5586
1_MACS_peak_368_lociStitched	chr1(.):26056299-26057612	0.6184
1_MACS_peak_369_lociStitched	chr1(.):26126655-26127231	0.3803
1_MACS_peak_370_lociStitched	chr1(.):26145712-26148237	1.3154
1_MACS_peak_371_lociStitched	chr1(.):26184981-26186899	0.8377
1_MACS_peak_372_lociStitched	chr1(.):26201410-26202357	0.4748
1_MACS_peak_373_lociStitched	chr1(.):26230939-26233150	1.1529
1_MACS_peak_374_lociStitched	chr1(.):26323695-26324674	0.9273
1_MACS_peak_375_lociStitched	chr1(.):26361412-26362641	0.4338
3_MACS_peak_376_lociStitched	chr1(.):26436679-26454295	1.128
1_MACS_peak_379_lociStitched	chr1(.):26496172-26497112	0.5781
1_MACS_peak_380_lociStitched	chr1(.):26560585-26561895	1.4195
1_MACS_peak_381_lociStitched	chr1(.):26605703-26607096	0.6192
2_MACS_peak_382_lociStitched	chr1(.):26632661-26634558	0.9438
3_MACS_peak_384_lociStitched	chr1(.):26641602-26646362	0.4282
1_MACS_peak_387_lociStitched	chr1(.):26662269-26663553	0.4618
1_MACS_peak_388_lociStitched	chr1(.):26758314-26759650	0.5425
1_MACS_peak_389_lociStitched	chr1(.):26774037-26774710	0.3769
1_MACS_peak_390_lociStitched	chr1(.):26797805-26800195	1.7771
1_MACS_peak_391_lociStitched	chr1(.):26826342-26828621	1.9881
1_MACS_peak_392_lociStitched	chr1(.):26855604-26857829	0.8009
2_MACS_peak_393_lociStitched	chr1(.):26867841-26873207	1.2062
1_MACS_peak_395_lociStitched	chr1(.):26945819-26947716	1.2494
1_MACS_peak_396_lociStitched	chr1(.):26963154-26963659	0.3226
2_MACS_peak_397_lociStitched	chr1(.):27018410-27029197	2.0875
4_MACS_peak_399_lociStitched	chr1(.):27065849-27072224	0.8342
1_MACS_peak_403_lociStitched	chr1(.):27111825-27115881	2.1261
3_MACS_peak_404_lociStitched	chr1(.):27152471-27166355	0.3744
1_MACS_peak_407_lociStitched	chr1(.):27190605-27193288	2.0289
1_MACS_peak_408_lociStitched	chr1(.):27215980-27217418	0.7189
1_MACS_peak_409_lociStitched	chr1(.):27225886-27227575	0.8598
1_MACS_peak_410_lociStitched	chr1(.):27248124-27249028	0.7417
1_MACS_peak_411_lociStitched	chr1(.):27286314-27286878	0.3848
1_MACS_peak_412_lociStitched	chr1(.):27319600-27321261	0.4498
1_MACS_peak_413_lociStitched	chr1(.):27481049-27482527	0.6382
1_MACS_peak_414_lociStitched	chr1(.):27560966-27562532	0.7831
1_MACS_peak_415_lociStitched	chr1(.):27648624-27650056	1.0721
1_MACS_peak_416_lociStitched	chr1(.):27667212-27670989	2.8576
1_MACS_peak_417_lociStitched	chr1(.):27683743-27684183	0.3434
1_MACS_peak_418_lociStitched	chr1(.):27691580-27693352	0.5627
1_MACS_peak_419_lociStitched	chr1(.):27815327-27817722	1.5227
1_MACS_peak_420_lociStitched	chr1(.):27930185-27930758	0.3628
1_MACS_peak_421_lociStitched	chr1(.):27960355-27961359	0.4856
2_MACS_peak_422_lociStitched	chr1(.):27986111-27989819	0.3191
1_MACS_peak_424_lociStitched	chr1(.):28052355-28053482	0.6402
1_MACS_peak_425_lociStitched	chr1(.):28098819-28100502	0.6033
1_MACS_peak_426_lociStitched	chr1(.):28156580-28158316	1.0654
3_MACS_peak_427_lociStitched	chr1(.):28193414-28202405	0.2104
1_MACS_peak_430_lociStitched	chr1(.):28217593-28219231	0.4293
1_MACS_peak_431_lociStitched	chr1(.):28240209-28241789	0.9082
1_MACS_peak_432_lociStitched	chr1(.):28285849-28287241	0.6758
1_MACS_peak_433_lociStitched	chr1(.):28413767-28416005	0.8411
1_MACS_peak_434_lociStitched	chr1(.):28498646-28499423	0.3939
1_MACS_peak_435_lociStitched	chr1(.):28525416-28526717	0.5044
4_MACS_peak_436_lociStitched	chr1(.):28558554-28577334	1.1138
2_MACS_peak_440_lociStitched	chr1(.):28584651-28588006	1.5944
1_MACS_peak_442_lociStitched	chr1(.):28654552-28656747	1.3682
1_MACS_peak_443_lociStitched	chr1(.):28695469-28697473	1.2149
1_MACS_peak_444_lociStitched	chr1(.):28742770-28744989	0.8677
1_MACS_peak_445_lociStitched	chr1(.):28764721-28766145	0.4071
1_MACS_peak_446_lociStitched	chr1(.):28831250-28837146	1.6733
1_MACS_peak_447_lociStitched	chr1(.):28844244-28846333	1.2039
1_MACS_peak_448_lociStitched	chr1(.):28878588-28881013	1.2149
6_MACS_peak_449_lociStitched	chr1(.):28906039-28929159	0.6201
2_MACS_peak_455_lociStitched	chr1(.):28968657-28976167	0.9095
1_MACS_peak_457_lociStitched	chr1(.):28994194-28996695	2.1949
2_MACS_peak_458_lociStitched	chr1(.):29062409-29065099	1.2863
2_MACS_peak_460_lociStitched	chr1(.):29210741-29214717	0.9218
1_MACS_peak_462_lociStitched	chr1(.):29240279-29243430	0.9107
1_MACS_peak_463_lociStitched	chr1(.):29252187-29255934	1.3901
1_MACS_peak_464_lociStitched	chr1(.):29506427-29509617	1.8483
1_MACS_peak_465_lociStitched	chr1(.):29556353-29557675	0.56
1_MACS_peak_466_lociStitched	chr1(.):31191491-31192257	0.9392
1_MACS_peak_467_lociStitched	chr1(.):31216660-31217386	0.5068
1_MACS_peak_468_lociStitched	chr1(.):31229319-31231165	0.7394
1_MACS_peak_469_lociStitched	chr1(.):31536504-31539201	1.3648
1_MACS_peak_470_lociStitched	chr1(.):31627357-31628814	0.4992
1_MACS_peak_471_lociStitched	chr1(.):31768653-31770675	0.9381
6_MACS_peak_472_lociStitched	chr1(.):31949520-31973456	0.3672
1_MACS_peak_478_lociStitched	chr1(.):32014725-32015213	0.3447
1_MACS_peak_479_lociStitched	chr1(.):32109475-32111168	1.3391
1_MACS_peak_480_lociStitched	chr1(.):32210368-32211372	0.4373
1_MACS_peak_481_lociStitched	chr1(.):32253669-32254460	0.4476
1_MACS_peak_482_lociStitched	chr1(.):32292105-32294977	0.7847
2_MACS_peak_483_lociStitched	chr1(.):32402395-32410674	0.3586
1_MACS_peak_485_lociStitched	chr1(.):32478527-32481473	1.3756
1_MACS_peak_486_lociStitched	chr1(.):32537621-32539505	1.2157
1_MACS_peak_487_lociStitched	chr1(.):32572879-32575125	0.9546
2_MACS_peak_488_lociStitched	chr1(.):32644595-32652307	0.5372
2_MACS_peak_490_lociStitched	chr1(.):32665795-32671924	0.2907
1_MACS_peak_492_lociStitched	chr1(.):32687278-32688819	0.7822
1_MACS_peak_493_lociStitched	chr1(.):32706404-32707503	0.4562
1_MACS_peak_494_lociStitched	chr1(.):32714852-32716918	1.0094
1_MACS_peak_495_lociStitched	chr1(.):32756707-32758602	1.2158
1_MACS_peak_496_lociStitched	chr1(.):32800906-32801761	0.4503
1_MACS_peak_497_lociStitched	chr1(.):32816465-32818067	0.8182
2_MACS_peak_498_lociStitched	chr1(.):32859368-32861092	0.8028
1_MACS_peak_500_lociStitched	chr1(.):32965748-32966645	0.4771
1_MACS_peak_501_lociStitched	chr1(.):33004837-33005805	0.4125
1_MACS_peak_502_lociStitched	chr1(.):33092568-33094185	0.5863
1_MACS_peak_503_lociStitched	chr1(.):33115044-33118518	2.1486
1_MACS_peak_504_lociStitched	chr1(.):33207148-33207650	0.3183
1_MACS_peak_505_lociStitched	chr1(.):33281128-33285437	1.9399
1_MACS_peak_506_lociStitched	chr1(.):33366449-33367187	0.4232
2_MACS_peak_507_lociStitched	chr1(.):33427524-33431025	0.4473
1_MACS_peak_509_lociStitched	chr1(.):33445841-33447849	0.8713
1_MACS_peak_510_lociStitched	chr1(.):33501407-33503231	0.6719
2_MACS_peak_511_lociStitched	chr1(.):33592101-33594456	1.0422
1_MACS_peak_513_lociStitched	chr1(.):33721664-33723485	0.5423
1_MACS_peak_514_lociStitched	chr1(.):33814398-33816377	0.9589
1_MACS_peak_515_lociStitched	chr1(.):34825612-34828236	0.6383
