GENE_ID	locusLine	bin_1_14_0EX0_0229Kronos_MM1S-KB-1hr-2_H3K27Ac_hs-dm_i23.bam
NM_006762	chr1(.):31200314-31235683	2.2894
NM_001198979	chr1(.):40854016-40893998	0.1694
NM_001198978	chr1(.):40835304-40893998	0.5063
NM_001198980	chr1(.):40857471-40893998	0.1045
NM_022733	chr1(.):40834377-40893998	0.4997
NM_005727	chr1(.):46635748-46656634	0.0816
NM_015696	chr1(.):53063042-53079723	0.0781
NM_001042693	chr1(.):53094065-53127737	0.7413
NM_001037339	chr1(.):66792792-66845262	0.5864
NM_004974	chr1(.):111140775-111153345	0.0489
NM_002232	chr1(.):111209309-111222655	0.4603
NM_017709	chr1(.):118143603-118176011	3.9189
NM_001123068	chr1(.):143762143-143772881	0.1064
NR_027469	chr1(.):143713512-143749587	0.9483
NR_027468	chr1(.):143713512-143749457	0.9513
NM_032305	chr1(.):145451235-145475387	1.0329
NM_202004	chr1(.):145408190-145422545	0.103
NM_006472	chr1(.):145433461-145447628	0.9401
NM_001039888	chr1(.):145465507-145480647	0.3178
NM_005105	chr1(.):145502637-145516444	1.3902
NR_003377	chr1(.):145919387-145947619	0.0944
NR_003377	chr1(.):147461093-147489331	0.0904
NR_027468	chr1(.):147901021-147936980	0.4855
NM_001161334	chr1(.):149749244-149788928	0.3396
NM_001034077	chr1(.):149799220-149809616	1.1602
NM_001005464	chr1(.):149807258-149817765	2.2183
NM_001040874	chr1(.):149808784-149819318	2.2194
NM_001123375	chr1(.):149779779-149790236	0.8245
NM_000566	chr1(.):149749249-149769074	0.2155
NM_005850	chr1(.):149890210-149904702	0.9034
NM_016074	chr1(.):149866154-149877348	0.3774
NM_003528	chr1(.):149851009-149863232	2.3333
NM_003517	chr1(.):149853524-149863961	2.7136
NM_175065	chr1(.):149854018-149864466	2.7074
NM_014849	chr1(.):149869871-149894434	0.226
NM_181873	chr1(.):149895542-149913266	0.905
NM_001145862	chr1(.):149895542-149913791	0.8818
NR_036461	chr1(.):149816758-149827340	2.1518
NM_001040874	chr1(.):149817627-149828161	2.1697
NM_001005464	chr1(.):149819180-149829687	2.171
NM_001034077	chr1(.):149827329-149837725	1.2009
NM_019032	chr1(.):150516897-150538412	2.0933
NM_207046	chr1(.):150589598-150606609	0.9617
NR_036211	chr1(.):150519404-150529490	0.1452
NM_001197320	chr1(.):150542026-150557214	1.1684
NM_020239	chr1(.):151018446-151037125	0.7497
NM_138278	chr1(.):151004028-151025076	0.1679
NM_006818	chr1(.):151027150-151045973	1.9314
NM_017860	chr1(.):151015258-151028871	0.2229
NM_144618	chr1(.):151038079-151096007	0.4965
NM_005620	chr1(.):151999981-152014511	1.6448
NM_002966	chr1(.):151950385-151971714	0.1813
NM_001008536	chr1(.):152051619-152066540	0.0852
NM_001024213	chr1(.):153586275-153604524	0.126
NM_005979	chr1(.):153586275-153605715	0.122
NM_001024211	chr1(.):153586275-153605117	0.1227
NM_001024212	chr1(.):153586275-153604744	0.1245
NM_001024210	chr1(.):153586275-153611568	1.0324
NM_020672	chr1(.):153581731-153593790	0.1178
NM_080388	chr1(.):153574366-153590514	0.1075
NM_006271	chr1(.):153595872-153609513	1.8144
NM_004515	chr1(.):153629513-153648479	0.7533
NM_000906	chr1(.):153646163-153671468	0.0955
NM_012437	chr1(.):153626144-153639326	0.4844
NM_020452	chr1(.):154295275-154328780	1.1187
NM_001005855	chr1(.):154293035-154315322	1.5415
NM_080429	chr1(.):154288591-154302801	2.2111
NM_006556	chr1(.):154892207-154914484	2.802
NM_001130041	chr1(.):154929773-154951959	2.0699
NM_001130040	chr1(.):154929773-154948223	2.3461
NM_201398	chr1(.):154950769-154970587	0.5144
NM_015872	chr1(.):154970111-154995999	1.1262
NM_001184892	chr1(.):154950769-154966488	0.5869
NM_018655	chr1(.):154961061-154971791	0.3296
NM_001143687	chr1(.):155001281-155028406	0.3178
NR_024163	chr1(.):154942117-154956725	2.1355
NM_144622	chr1(.):154986002-155011257	0.3537
NM_138300	chr1(.):154924501-154939258	2.547
NR_036212	chr1(.):154943168-154953259	2.381
NM_001198905	chr1(.):155624232-155663568	1.025
NM_001198899	chr1(.):155624232-155654620	0.1281
NM_139118	chr1(.):155624232-155663823	1.0184
NM_139121	chr1(.):155624232-155663764	1.0199
NM_001198901	chr1(.):155624232-155663819	1.0185
NM_139119	chr1(.):155624232-155663565	1.025
NM_001198904	chr1(.):155624232-155663447	1.0281
NM_004632	chr1(.):155653873-155713319	0.7742
NM_001198902	chr1(.):155624232-155663515	1.0263
NM_033657	chr1(.):155653873-155713317	0.7742
NM_006912	chr1(.):155862600-155886177	0.2207
NM_001162384	chr1(.):155911629-155953336	1.4952
NM_181885	chr1(.):155906479-155917625	1.1504
NM_004723	chr1(.):155911629-155952966	1.5043
NM_014949	chr1(.):155877835-155909188	0.5489
NR_002974	chr1(.):155884699-155894833	0.1693
NR_003005	chr1(.):155890748-155900877	0.208
NM_003145	chr1(.):155973838-155995758	0.5845
NM_014655	chr1(.):156158729-156187587	0.814
NM_007221	chr1(.):156177783-156214833	0.9346
NM_022367	chr1(.):156118321-156152542	3.3348
NM_001193302	chr1(.):156118368-156152542	3.3382
NM_001193301	chr1(.):156114734-156152542	3.0966
NM_005920	chr1(.):156428518-156475529	1.4008
NM_004494	chr1(.):156706898-156726543	1.6209
NM_001126051	chr1(.):156706898-156727024	1.5836
NM_001126050	chr1(.):156706898-156727240	1.5673
NM_030980	chr1(.):156687412-156702705	0.6595
NM_001878	chr1(.):156664407-156680375	0.14
NM_001142560	chr1(.):156693262-156711752	1.141
NM_145729	chr1(.):156702093-156715923	1.0477
NM_152366	chr1(.):161063180-161075138	0.4065
NM_030916	chr1(.):161035780-161064385	0.5445
NM_007122	chr1(.):161004040-161020757	1.9667
NM_001113205	chr1(.):161002421-161013774	0.3691
NR_033385	chr1(.):161063150-161075138	0.4055
NM_181720	chr1(.):161011731-161044760	1.5143
NM_016946	chr1(.):160960000-160996133	0.4566
NM_001039711	chr1(.):161085768-161107478	0.8127
NM_016406	chr1(.):161118533-161133646	1.5768
NM_004550	chr1(.):161164104-161189184	0.6601
NM_000309	chr1(.):161131180-161146010	0.8001
NM_001643	chr1(.):161187082-161198418	0.9271
NM_001185094	chr1(.):161082907-161095984	0.5502
NM_003779	chr1(.):161136100-161152314	1.3551
NM_012475	chr1(.):161124253-161140516	0.8898
NM_001039712	chr1(.):161085768-161107256	0.8203
NM_005600	chr1(.):161082861-161095984	0.5488
NM_001185093	chr1(.):161082906-161095984	0.5501
NM_032174	chr1(.):161190832-161205407	0.5887
NM_001166159	chr1(.):161166936-161189184	0.7271
NM_005099	chr1(.):161154537-161173845	1.0631
NM_004106	chr1(.):161180086-161194038	0.5133
NM_181093	chr1(.):169816803-169868076	0.6754
NM_022100	chr1(.):174977093-174997591	0.4387
NR_033186	chr1(.):178506930-178523024	0.2739
NM_022371	chr1(.):179046111-179070129	1.983
NM_015602	chr1(.):179846419-179894211	0.7016
NM_002922	chr1(.):192539856-192554159	1.3914
NM_001195216	chr1(.):197698138-197749623	0.6225
NM_005298	chr1(.):200837165-200848251	0.1251
NM_018265	chr1(.):200855638-200889864	1.0879
NM_001142569	chr1(.):200858998-200889864	1.1292
NR_034150	chr1(.):203262885-203279453	3.443
NM_006763	chr1(.):203269663-203283729	2.0655
NM_002023	chr1(.):203304751-203325289	0.1331
NR_003019	chr1(.):203693708-203703833	0.1335
NM_001136190	chr1(.):203729283-203750480	1.2667
NM_001174108	chr1(.):203761650-203774590	0.4251
NM_002646	chr1(.):204386757-204464474	0.2056
NM_002393	chr1(.):204480510-204532248	0.9557
NM_030952	chr1(.):205266190-205295883	0.3437
NM_000707	chr1(.):206219282-206236482	0.1209
NM_001007544	chr1(.):206233871-206293647	1.2111
NM_148964	chr1(.):206312458-206337104	0.0814
NM_006893	chr1(.):206759973-206790904	0.2902
NM_182665	chr1(.):206725491-206767616	1.1526
NM_001172425	chr1(.):226119297-226134083	1.8472
NM_013328	chr1(.):226102579-226116965	0.801
NM_181441	chr1(.):228289379-228302013	1.1432
NR_037415	chr1(.):228279963-228290042	0.2696
NM_001024227	chr1(.):228265850-228291913	1.3343
NM_001024226	chr1(.):228265360-228291913	1.3107
NM_024319	chr1(.):228283427-228296022	0.7366
NM_001159390	chr1(.):228322928-228341655	0.6634
NM_033445	chr1(.):228640064-228650560	0.136
NM_001010858	chr1(.):228670067-228688889	2.4188
NM_175055	chr1(.):228640807-228651259	0.1379
NM_182972	chr1(.):234735014-234750271	5.3917
NR_033927	chr1(.):234760056-234775526	0.0893
NR_002956	chr1(.):235286117-235296252	0.6451
NM_031844	chr1(.):245008601-245032827	1.2694
NM_198076	chr1(.):244993638-245013359	2.0458
NR_026778	chr1(.):244998939-245015243	0.5451
NM_020458	chr2(.):47163312-47308275	0.5984
NR_033872	chr2(.):70184394-70319147	0.6587
NR_015395	chr2(.):112119590-112257692	0.5909
NR_024373	chr2(.):112181885-112257692	0.9909
NM_001099289	chr2(.):109740996-110267207	0.1671
NM_001012514	chr2(.):231724620-231748963	1.3659
NM_145693	chr2(.):11881739-11972533	1.0177
NM_183360	chr2(.):25595111-25901503	0.2156
NM_000183	chr2(.):26462615-26518333	0.4873
NM_170672	chr2(.):33656415-33794798	0.4415
NM_005813	chr2(.):37472645-37549222	0.9883
NM_003400	chr2(.):61700068-61770418	0.4247
NM_014755	chr2(.):64853754-64886046	0.8995
NR_036586	chr2(.):65123973-65164581	1.1625
NM_004836	chr2(.):88851258-88932094	0.409
NM_144563	chr2(.):88986175-89055452	0.5628
NM_004027	chr2(.):99056320-99212496	1.1674
NM_001566	chr2(.):99056320-99203284	1.2319
NM_015282	chr2(.):122090351-122412052	0.1887
NM_001077269	chr2(.):175419301-175552627	0.3479
NM_001145413	chr2(.):178090032-178133617	0.5759
NM_004226	chr2(.):196993306-197041336	0.5172
NM_001228	chr2(.):202093165-202157434	0.8894
NM_003879	chr2(.):201975889-202034003	1.3637
NM_001127184	chr2(.):201975815-202011323	2.0769
NM_173822	chr2(.):201833440-201941392	0.1859
NM_033358	chr2(.):202093165-202151638	0.9704
NM_005687	chr2(.):223431161-223525827	0.3754
NM_022730	chr2(.):232646161-232678434	0.159
NM_001037160	chr2(.):10191925-10225538	0.0674
NM_182626	chr2(.):10276508-10356856	0.088
NM_001165931	chr2(.):10257694-10276546	1.6415
NM_001034	chr2(.):10257862-10276546	1.6561
NM_002997	chr2(.):20395557-20429927	2.1483
NM_001006946	chr2(.):20395557-20430194	2.1326
NM_000182	chr2(.):26408503-26472594	0.4602
NM_005253	chr2(.):28610778-28642516	0.9706
NM_015376	chr2(.):33733941-33794798	0.1845
NM_001139488	chr2(.):33696320-33794798	0.5977
NM_012413	chr2(.):37566752-37605465	2.3365
NM_138370	chr2(.):42270160-42290668	0.0828
NM_006887	chr2(.):43444540-43458745	3.282
NR_027251	chr2(.):43449349-43460994	2.3934
NM_001171508	chr2(.):47124008-47173994	0.4286
NM_002354	chr2(.):47591286-47619167	0.0532
NR_033837	chr2(.):64407212-64437619	0.2329
NR_034023	chr2(.):64829445-64848616	0.1373
NM_001193493	chr2(.):65210578-65256000	0.6863
NM_003038	chr2(.):65211494-65256000	0.699
NM_015147	chr2(.):65278494-65319142	0.2712
NM_006196	chr2(.):70309584-70321334	6.528
NR_024444	chr2(.):70346167-70357448	0.8783
NM_015425	chr2(.):86248450-86338278	0.8362
NR_026984	chr2(.):86242338-86255991	0.1265
NR_015424	chr2(.):89060418-89111109	0.1412
NR_026875	chr2(.):97158382-97178846	0.1719
NM_212481	chr2(.):97197463-97223371	1.9865
NR_023343	chr2(.):122283455-122293585	2.5144
NM_006186	chr2(.):157175943-157194287	0.7511
NM_004288	chr2(.):158266130-158305604	0.8871
NM_001172712	chr2(.):174766186-174835430	0.4218
NM_001017371	chr2(.):174766186-174833947	0.4295
NM_003387	chr2(.):175419301-175504307	0.51
NR_036075	chr2(.):178115672-178125738	0.1141
NM_194247	chr2(.):178072421-178093685	1.1917
NM_002491	chr2(.):201931461-201955473	0.4659
NM_001127183	chr2(.):201978386-202033841	1.4261
NM_033356	chr2(.):202120222-202157434	1.0582
NM_001080125	chr2(.):202117753-202157434	1.0241
NM_017431	chr2(.):219682105-219701512	0.0674
NM_025216	chr2(.):219740254-219763651	1.5204
NM_006522	chr2(.):219719545-219743954	0.0992
NM_058165	chr2(.):223531456-223579649	0.0497
NM_001099285	chr2(.):232568234-232583250	1.8295
NM_002601	chr2(.):232592146-232650974	0.084
NR_036052	chr2(.):232573023-232583105	0.8108
NR_031717	chr2(.):232751951-232762008	0.0335
NM_003549	chr3(.):50325261-50341899	0.6387
NM_014674	chr3(.):5224358-5266650	1.235
NM_003571	chr3(.):133113789-133199056	0.7635
NM_207015	chr3(.):174572110-175528428	0.1537
NM_024947	chr3(.):169800367-169904537	0.4593
NM_001135095	chr3(.):171753343-172123492	0.281
NM_022763	chr3(.):171752417-172123492	0.2809
NM_181361	chr3(.):178249223-178567217	0.1084
NM_001134382	chr3(.):12933718-13119617	0.4824
NM_014869	chr3(.):12933718-13013960	0.099
NM_144636	chr3(.):14148576-14171371	1.3973
NM_181042	chr3(.):52574367-52718739	0.106
NM_018313	chr3(.):52574367-52724866	0.162
NM_007114	chr3(.):69063977-69106484	0.188
NM_024548	chr3(.):101438493-101491181	0.284
NM_002093	chr3(.):119535801-119818264	0.169
NM_002213	chr3(.):124476794-124611144	0.5654
NM_001134422	chr3(.):133287433-133314118	1.0334
NM_001134423	chr3(.):133288300-133314118	1.0637
NM_006506	chr3(.):141200925-141336197	0.1844
NM_001080412	chr3(.):141038054-141173632	2.8251
NM_001190242	chr3(.):159969773-160106554	0.0971
NM_001190241	chr3(.):159969773-160122320	0.3347
NM_002740	chr3(.):169935219-170028770	0.4894
NM_024665	chr3(.):176733541-176920048	0.3713
NM_005832	chr3(.):178271617-178567217	0.0983
NM_130446	chr3(.):183200318-183278499	1.3665
NM_181573	chr3(.):186502681-186529484	0.6911
NM_002916	chr3(.):186502681-186529290	0.6956
NM_173216	chr3(.):186643314-186801341	0.7762
NM_003032	chr3(.):186734664-186801341	0.9564
NM_005524	chr3(.):193848933-193861396	1.619
NM_018184	chr3(.):5158929-5227601	0.24
NM_024334	chr3(.):14161439-14190180	1.1645
NM_001295	chr3(.):46238199-46254832	2.1076
NM_001837	chr3(.):46278871-46313197	0.0813
NM_003212	chr3(.):46614075-46628952	0.0733
NM_001174136	chr3(.):46611044-46628952	0.0734
NM_024512	chr3(.):46551877-46613011	1.3682
NM_031440	chr3(.):46534484-46547439	0.1779
NM_199074	chr3(.):49052907-49065926	1.6147
NM_199073	chr3(.):49053617-49065926	1.6917
NM_017730	chr3(.):49062141-49136504	0.2816
NM_177939	chr3(.):49022340-49049581	0.5196
NM_018031	chr3(.):49039636-49058386	0.8373
NM_000884	chr3(.):49056761-49071875	1.4206
NM_018114	chr3(.):49047434-49063467	1.3162
NM_199070	chr3(.):49054073-49065926	1.7527
NM_001009996	chr3(.):49047434-49061017	1.4702
NR_029690	chr3(.):49053050-49063142	1.9874
NR_029948	chr3(.):49052580-49062667	1.9451
NM_153215	chr3(.):50311517-50330545	0.3585
NM_006764	chr3(.):50320162-50335026	0.4596
NM_153282	chr3(.):50332319-50346004	0.3404
NM_153281	chr3(.):50332319-50354812	0.2589
NM_007275	chr3(.):50357340-50370668	1.8941
NM_012191	chr3(.):50328832-50341712	0.7812
NM_003773	chr3(.):50350220-50365281	1.5309
NM_006545	chr3(.):50379918-50393486	0.5148
NM_007182	chr3(.):50362216-50383367	0.8687
NM_007022	chr3(.):50383296-50396496	0.6058
NM_007024	chr3(.):50387179-50401939	0.7601
NM_015896	chr3(.):50373536-50388156	1.0196
NM_170712	chr3(.):50362216-50380664	0.9693
NM_170713	chr3(.):50362216-50379895	1.0077
NM_001010983	chr3(.):52723503-52745048	1.3051
NM_206825	chr3(.):52714935-52733510	0.7413
NR_003687	chr3(.):52719753-52729846	0.8049
NM_014041	chr3(.):52734856-52747197	2.0146
NR_003057	chr3(.):52721751-52731828	0.3729
NM_152932	chr3(.):52723503-52742622	1.2665
NR_003047	chr3(.):52718255-52728331	0.9927
NM_001193533	chr3(.):52739795-52809965	0.4514
NM_198195	chr3(.):69098880-69134524	0.4512
NM_006407	chr3(.):69129089-69160239	0.9613
NM_198271	chr3(.):69151038-69176746	0.1876
NR_036087	chr3(.):69093108-69103186	0.5921
NM_006100	chr3(.):98446571-98518236	0.9262
NM_145037	chr3(.):101493028-101552075	0.5746
NM_001134456	chr3(.):101493285-101552075	0.5767
NM_001005474	chr3(.):101541833-101584869	0.3239
NM_022135	chr3(.):119355907-119384404	0.8722
NM_005694	chr3(.):119383371-119401243	0.5698
NM_015900	chr3(.):119311721-119353658	0.0645
NR_031687	chr3(.):125504246-125514395	0.0809
NM_020187	chr3(.):128992683-129029135	0.8168
NM_001006109	chr3(.):128992816-129029135	0.8176
NM_006026	chr3(.):129028613-129040120	2.9478
NR_026991	chr3(.):129030113-129048412	1.2122
NR_027898	chr3(.):129926662-129997649	0.0617
NR_034008	chr3(.):156802669-156823924	2.0326
NR_034007	chr3(.):156794455-156845791	0.9261
NM_020307	chr3(.):156860585-156883482	1.2516
NM_173084	chr3(.):160148290-160172626	0.3816
NR_029663	chr3(.):160117375-160127473	3.319
NM_005496	chr3(.):160113346-160157741	1.0545
NM_001002800	chr3(.):160112429-160157741	1.0356
NR_029525	chr3(.):160117532-160127613	3.0576
NM_018657	chr3(.):169485852-169512504	0.9055
NM_032487	chr3(.):169479710-169492683	2.3153
NM_001172780	chr3(.):169508428-169535574	0.1916
NM_001080460	chr3(.):169534709-169560560	0.1113
NR_001566	chr3(.):169477397-169487848	0.916
NM_001185119	chr3(.):169487052-169512504	0.9449
NM_014373	chr3(.):169750734-169808183	0.5346
NM_001145098	chr3(.):170070472-170115950	0.7813
NM_001145097	chr3(.):170072410-170115950	0.8137
NR_002989	chr3(.):186499463-186509641	2.7709
NM_001967	chr3(.):186496360-186512685	1.769
NR_031650	chr3(.):186499460-186509566	2.789
NR_002588	chr3(.):186500401-186510538	2.7673
NR_002587	chr3(.):186497584-186507654	2.7472
NR_002586	chr3(.):186500087-186510222	2.7821
NR_024480	chr3(.):194013988-194035593	1.747
NM_001080513	chr3(.):194055493-194077057	0.0934
NM_005781	chr3(.):195585235-195640880	0.8772
NM_001010938	chr3(.):195585235-195627432	0.264
NM_198565	chr3(.):196361655-196393874	0.7602
NM_014687	chr3(.):197393258-197468773	0.7378
NM_001145642	chr3(.):197393313-197481568	0.761
NR_027840	chr3(.):197472260-197516317	0.3289
NM_032288	chr3(.):197471623-197516317	0.3256
NR_030627	chr3(.):197396366-197406447	0.1369
NM_001011537	chr3(.):197471423-197516317	0.3259
NM_198281	chr4(.):90160428-90234161	1.3445
NM_001008388	chr4(.):103785134-103818963	0.4446
NM_021069	chr4(.):186501597-186882870	0.1346
NM_001145670	chr4(.):186501597-186738410	0.1699
NM_001145671	chr4(.):186501597-186737225	0.17
NM_001145672	chr4(.):186501597-186737048	0.1701
NM_003603	chr4(.):186501597-186738392	0.1698
NM_001145673	chr4(.):186501597-186702066	0.1896
NM_006527	chr4(.):1689526-1719030	0.93
NM_015173	chr4(.):37887719-38145794	0.2643
NM_004310	chr4(.):40193526-40251281	1.218
NM_001136570	chr4(.):77167852-77209929	0.0748
NM_002039	chr4(.):144252982-144400718	0.379
NM_002199	chr4(.):185303875-185400726	1.3717
NM_001145674	chr4(.):186501597-186583123	0.3512
NM_152775	chr4(.):186361337-186397913	0.2495
NM_001013622	chr4(.):1636607-1690718	0.0593
NM_001174070	chr4(.):1636607-1690988	0.0598
NM_001127266	chr4(.):1712678-1728084	2.1469
NM_006342	chr4(.):1718265-1751897	0.3527
NM_031889	chr4(.):71489460-71517536	0.0997
NM_144646	chr4(.):71516257-71537348	1.0775
NM_020368	chr4(.):71549195-71561268	0.4862
NM_014961	chr4(.):71582695-71664274	0.0813
NM_001130709	chr4(.):71565653-71660614	0.1287
NM_017426	chr4(.):77030816-77074655	0.1932
NM_005506	chr4(.):77074893-77140035	0.6332
NM_181891	chr4(.):103712132-103753708	0.7262
NM_181890	chr4(.):103712132-103795032	0.5511
NM_181892	chr4(.):103712132-103753340	0.7322
NM_003340	chr4(.):103712132-103754105	0.7203
NM_181893	chr4(.):103712132-103795003	0.5513
NM_181889	chr4(.):103712132-103754307	0.7168
NM_025212	chr4(.):105388342-105417467	0.8294
NR_028085	chr4(.):186315693-186352139	1.3254
NM_018409	chr4(.):186280031-186305152	0.2365
NM_181726	chr4(.):186312839-186326390	0.9639
NM_001114357	chr4(.):186345544-186375821	0.9889
NM_001131005	chr5(.):88009057-88204922	0.4719
NM_002397	chr5(.):88009057-88184283	0.4754
NM_001193349	chr5(.):88009057-88124744	0.3701
NM_024669	chr5(.):55390506-55534186	0.3249
NR_015436	chr5(.):87831596-87985620	0.2934
NR_027435	chr5(.):90671163-90721532	0.7793
NM_001077654	chr5(.):118599417-118735294	0.32
NM_003060	chr5(.):131700400-131736306	0.1682
NM_017415	chr5(.):136948188-137076779	0.0927
NM_022809	chr5(.):137615958-137672516	0.0982
NM_016604	chr5(.):137683284-137777716	0.1286
NM_001020825	chr5(.):142652495-142788254	0.3043
NM_001018076	chr5(.):142652495-142789045	0.3028
NM_001018075	chr5(.):142652495-142820077	0.2616
NM_005990	chr5(.):171464073-171620346	0.2776
NM_153607	chr5(.):172478354-172571291	0.126
NM_022455	chr5(.):176555832-176732214	0.2736
NM_172349	chr5(.):176555079-176732214	0.2729
NM_002406	chr5(.):180212540-180235048	0.8152
NM_001114619	chr5(.):180212540-180235902	0.8136
NM_001114618	chr5(.):180212540-180241817	1.0976
NM_001114617	chr5(.):180212540-180242137	1.0865
NM_001193376	chr5(.):1248286-1300162	0.0705
NM_030782	chr5(.):1312999-1350002	6.0605
NM_001145161	chr5(.):6443735-6501834	1.6838
NM_012073	chr5(.):10245281-10271501	0.9297
NM_199133	chr5(.):10221437-10255014	0.7163
NM_006713	chr5(.):32580604-32609185	1.4858
NR_024384	chr5(.):87955262-87974146	1.9564
NR_024383	chr5(.):87955262-87979262	1.5759
NR_030741	chr5(.):87957670-87967757	0.2944
NM_020801	chr5(.):90659540-90684149	1.5357
NR_036052	chr5(.):118305280-118315362	0.0449
NM_014350	chr5(.):118686595-118735294	0.1104
NM_000588	chr5(.):131391346-131403896	0.1077
NM_000758	chr5(.):131404484-131416859	0.0924
NR_037500	chr5(.):131696181-131706291	0.3113
NM_002198	chr5(.):131812300-131831465	0.6876
NM_001013717	chr5(.):131741672-131803059	1.62
NM_000879	chr5(.):131872135-131884214	0.0541
NM_006805	chr5(.):137082072-137095039	1.9502
NR_002713	chr5(.):137131881-137151439	0.0591
NM_001135647	chr5(.):137668223-137690418	1.7888
NM_016605	chr5(.):137668703-137690418	1.8254
NM_004730	chr5(.):137836783-137883932	0.4448
NM_004134	chr5(.):137885570-137916318	1.0688
NR_002913	chr5(.):137891731-137901799	0.1586
NM_016480	chr5(.):138672518-138710409	0.1967
NM_194296	chr5(.):138727455-138744776	0.9752
NM_152686	chr5(.):138740891-138780214	0.4865
NM_152685	chr5(.):138697884-138724039	0.2726
NM_001033112	chr5(.):138673133-138710409	0.1985
NM_001161546	chr5(.):138722634-138735885	2.4552
NM_016459	chr5(.):138718256-138730605	2.8383
NM_016463	chr5(.):139023300-139067680	0.7186
NM_000024	chr5(.):148201155-148213197	1.3464
NM_001155	chr5(.):150475266-150542443	0.4945
NM_001193544	chr5(.):150475266-150526216	0.3866
NM_001171183	chr5(.):171616175-171635458	0.069
NM_003945	chr5(.):172405762-172466900	0.7177
NR_002988	chr5(.):172442728-172452932	0.121
NM_030627	chr5(.):173310330-173392313	0.6183
NM_001031677	chr5(.):176723198-176735744	2.1685
NM_006480	chr5(.):176779843-176804599	0.2687
NM_006816	chr5(.):176753562-176783885	0.5168
NM_031300	chr5(.):176729205-176744292	1.7981
NM_001142935	chr5(.):176727500-176744292	2.0692
NM_013237	chr5(.):176725834-176738950	2.235
NR_027183	chr5(.):180251958-180267726	1.2117
NM_152283	chr5(.):180269610-180293286	0.3631
NR_027908	chr6(.):33548882-33566115	0.1928
NR_028361	chr6(.):33546475-33561803	0.6621
