REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	10_0EWW_0229Kronos_MM1S-KB-24hr-2_H3K18Ac_hs-dm_i19.bam	44_0EXW_0229Kronos_MM1S-KB-24hr-2_Input_hs_i90.bam
4_MACS_peak_24700_lociStitched	chr7	90329825	90368180	4	22902	78574.053	7759.2165
5_MACS_peak_26070_lociStitched	chr8	81046239	81084510	5	28019	82278.8229	7730.742
5_MACS_peak_27482_lociStitched	chr9	123630341	123668201	5	29379	95062.674	6614.142
3_MACS_peak_24459_lociStitched	chr7	55568606	55606328	3	30992	151238.81459999998	7008.7476
3_MACS_peak_11427_lociStitched	chr17	62149798	62187405	3	37018	99790.17450000001	7874.9058
4_MACS_peak_16357_lociStitched	chr20	52530311	52567041	4	24539	73382.867	6269.811
4_MACS_peak_3906_lociStitched	chr10	112596716	112633415	4	28976	189271.4226	7886.6151
4_MACS_peak_16345_lociStitched	chr20	52336307	52372852	4	27395	112850.96	6015.307
7_MACS_peak_10259_lociStitched	chr16	78768985	78805255	7	24470	28348.631999999998	4461.21
1_MACS_peak_26312_lociStitched	chr8	120915106	120951105	1	36000	149997.03329999998	7426.5937
4_MACS_peak_602_lociStitched	chr1	40029959	40065685	4	20383	33893.256199999996	5780.4668
2_MACS_peak_10921_lociStitched	chr17	34508407	34544047	2	34911	216195.80399999997	9886.536
6_MACS_peak_22546_lociStitched	chr6	27088241	27123680	6	15163	33092.9382	6669.6198
4_MACS_peak_6529_lociStitched	chr12	92929335	92964767	4	28363	102529.5784	6849.0056
5_MACS_peak_21477_lociStitched	chr5	109247507	109282915	5	23819	57134.3488	5775.0448
3_MACS_peak_13623_lociStitched	chr2	20391273	20426627	3	24985	106040.7876	6445.0342
6_MACS_peak_5608_lociStitched	chr12	7045695	7080825	6	23067	68341.902	7036.539
4_MACS_peak_12454_lociStitched	chr19	2594343	2629039	4	22253	121047.40479999999	8774.618400000001
3_MACS_peak_17497_lociStitched	chr3	5221770	5256417	3	26316	70860.0444	7019.4822
4_MACS_peak_2027_lociStitched	chr1	181095185	181129712	4	23107	93326.481	7993.0005
1_MACS_peak_22315_lociStitched	chr6	7887588	7921791	1	34204	164324.89320000002	8916.722099999999
3_MACS_peak_22082_lociStitched	chr5	173309919	173344077	3	28636	49932.1644	6732.5418
3_MACS_peak_19951_lociStitched	chr4	84130532	84164362	3	24124	109758.05200000001	6617.148
4_MACS_peak_25329_lociStitched	chr7	150100700	150134446	4	20479	92302.05919999999	8358.8842
6_MACS_peak_14106_lociStitched	chr2	64862651	64896354	6	20759	54319.1251	5938.4686
1_MACS_peak_8327_lociStitched	chr14	106023124	106056535	1	33412	258530.97689999998	6057.4142999999995
3_MACS_peak_4004_lociStitched	chr10	125821669	125855029	3	32364	123765.6	7115.688
4_MACS_peak_17177_lociStitched	chr22	37609340	37642346	4	25394	104850.1602	7208.5104
4_MACS_peak_11977_lociStitched	chr18	23739164	23772097	4	22786	98858.2794	5401.012000000001
4_MACS_peak_6901_lociStitched	chr12	123354777	123387459	4	25836	52588.6062	3385.8552
4_MACS_peak_20620_lociStitched	chr4	185317572	185350150	4	24780	92319.5364	6082.3126
4_MACS_peak_25203_lociStitched	chr7	137684173	137716711	4	16211	37324.3398	7106.2992
4_MACS_peak_24181_lociStitched	chr7	25979851	26012371	4	20827	123634.53600000001	6224.3279999999995
5_MACS_peak_23205_lociStitched	chr6	90053749	90086268	5	24664	77196.8541	6890.7761
4_MACS_peak_8332_lociStitched	chr14	106143777	106175999	4	31218	179785.8712	3792.5294
2_MACS_peak_23826_lociStitched	chr6	157975471	158007580	2	27559	103875.8259	3554.4663
2_MACS_peak_25327_lociStitched	chr7	150052910	150084976	2	27371	120343.698	8866.249000000002
4_MACS_peak_9362_lociStitched	chr15	101660638	101692646	4	25377	79344.6312	5399.749599999999
3_MACS_peak_19797_lociStitched	chr4	71523614	71555458	3	30163	134480.3964	6798.6939999999995
4_MACS_peak_11870_lociStitched	chr18	9053773	9085567	4	27968	145594.2642	6520.9494
4_MACS_peak_8535_lociStitched	chr15	38455120	38486734	4	21844	54543.6342	4934.9454
3_MACS_peak_11874_lociStitched	chr18	9094917	9126518	3	24572	72337.84909999999	6851.096799999999
4_MACS_peak_2640_lociStitched	chr1	230256346	230287763	4	18141	80304.99369999999	7235.3351
2_MACS_peak_2915_lociStitched	chr10	11282104	11313468	2	25604	68348.4288	6671.1228
3_MACS_peak_1443_lociStitched	chr1	145426791	145457959	3	23214	122780.10239999999	9447.0208
4_MACS_peak_1529_lociStitched	chr1	149802911	149834068	4	17578	71888.5461	9079.1498
6_MACS_peak_22665_lociStitched	chr6	31773551	31804675	6	18275	33775.7648	5845.0872
4_MACS_peak_14448_lociStitched	chr2	97189606	97220698	4	21151	75317.2608	5780.0028
2_MACS_peak_8942_lociStitched	chr15	68568475	68599552	2	30402	74631.4155	6756.1398
3_MACS_peak_26372_lociStitched	chr8	126285286	126316046	3	22047	37702.532	5542.952
3_MACS_peak_21655_lociStitched	chr5	131744670	131775215	3	26859	138176.4165	6756.554
3_MACS_peak_15243_lociStitched	chr2	197023159	197053672	3	26155	84557.6256	6059.8818
4_MACS_peak_10311_lociStitched	chr16	81841341	81871662	4	21049	50105.4525	2877.4629
6_MACS_peak_14202_lociStitched	chr2	70330797	70361118	6	17451	55084.1607	5509.3257
7_MACS_peak_12626_lociStitched	chr19	10513142	10543359	7	13230	21233.4859	4689.6784
4_MACS_peak_1652_lociStitched	chr1	154821601	154851763	4	15713	59111.4876	6110.8212
4_MACS_peak_14095_lociStitched	chr2	64486066	64516195	4	17478	52225.6086	4754.3562
6_MACS_peak_8913_lociStitched	chr15	67366189	67396239	6	13250	21155.199999999997	4732.875
3_MACS_peak_24856_lociStitched	chr7	102063365	102093384	3	25281	132005.55060000002	6126.8779
2_MACS_peak_9024_lociStitched	chr15	75063283	75093124	2	24354	81104.8539	6099.5004
5_MACS_peak_17584_lociStitched	chr3	14712756	14742596	5	19868	77786.912	5051.912
6_MACS_peak_22286_lociStitched	chr6	6798404	6828138	6	15480	24726.7944	4037.8772
5_MACS_peak_14396_lociStitched	chr2	88898877	88928608	5	20773	33257.096600000004	6195.9404
5_MACS_peak_18837_lociStitched	chr3	156795279	156824992	5	19171	67513.87860000001	8001.710899999999
4_MACS_peak_2062_lociStitched	chr1	183856233	183885903	4	22293	90870.309	7438.268999999999
6_MACS_peak_14171_lociStitched	chr2	68936332	68965896	6	17168	35722.1812	5203.264
4_MACS_peak_25944_lociStitched	chr8	61811617	61840902	4	16513	40017.9525	5039.9485
5_MACS_peak_16180_lociStitched	chr20	42564695	42593837	5	22019	55457.226	4671.4626
2_MACS_peak_23183_lociStitched	chr6	88611485	88640577	2	28583	108888.4468	5949.313999999999
4_MACS_peak_12785_lociStitched	chr19	16243849	16272849	4	23562	65241.299999999996	5043.1
5_MACS_peak_8368_lociStitched	chr15	21975886	22004848	5	24926	38024.2098	4680.2591999999995
5_MACS_peak_2294_lociStitched	chr1	205242255	205271173	5	19358	100758.9874	6648.2482
4_MACS_peak_16804_lociStitched	chr21	45552521	45581437	4	20090	108900.54759999999	6986.1056
4_MACS_peak_6154_lociStitched	chr12	53845723	53874632	4	27991	35876.069	6096.908100000001
5_MACS_peak_9236_lociStitched	chr15	89646595	89675502	5	20626	66804.077	5252.4019
4_MACS_peak_8559_lociStitched	chr15	40330037	40358849	4	22589	73917.186	5223.6156
5_MACS_peak_4847_lociStitched	chr11	67760439	67789241	5	17801	40751.9498	4769.6112
4_MACS_peak_13952_lociStitched	chr2	47522210	47550883	4	21411	85715.0662	5043.5807
2_MACS_peak_4363_lociStitched	chr11	22676317	22704716	2	24810	117631.4979	5228.2559
4_MACS_peak_14525_lociStitched	chr2	106324948	106353231	4	22100	46797.0518	4307.5009
5_MACS_peak_11616_lociStitched	chr17	74475080	74503231	5	18179	54328.6149	4501.3449
3_MACS_peak_1657_lociStitched	chr1	154907889	154936001	3	23385	133683.80479999998	9040.8192
1_MACS_peak_24462_lociStitched	chr7	55615820	55643863	1	28044	63144.4231	5524.4710000000005
3_MACS_peak_6711_lociStitched	chr12	109008375	109036234	3	22537	132374.82439999998	6571.9381
6_MACS_peak_23400_lociStitched	chr6	113946299	113974158	6	19525	60880.272699999994	4944.9725
4_MACS_peak_3882_lociStitched	chr10	112101331	112128981	4	16449	115701.425	5256.264999999999
4_MACS_peak_20682_lociStitched	chr4	187747676	187775325	4	13444	40364.7751	4490.1975999999995
6_MACS_peak_4688_lociStitched	chr11	63992478	64020087	6	13846	24801.1647	4798.4442
5_MACS_peak_14402_lociStitched	chr2	89039364	89066916	5	20432	74966.2368	4339.44
5_MACS_peak_21028_lociStitched	chr5	55324974	55352511	5	9271	15244.483199999999	3588.0711
6_MACS_peak_4803_lociStitched	chr11	66861881	66889281	6	10014	14617.9	3751.06
5_MACS_peak_8359_lociStitched	chr15	20969445	20996830	5	21338	37933.702	4354.215
2_MACS_peak_21335_lociStitched	chr5	88594049	88621288	2	25916	114855.9674	5695.6749
4_MACS_peak_16673_lociStitched	chr21	36235938	36263151	4	17410	67488.24	6928.4298
4_MACS_peak_17885_lociStitched	chr3	46127073	46154239	4	25636	87482.6698	5286.5036
1_MACS_peak_18957_lociStitched	chr3	171801747	171828813	1	27067	127670.32199999999	8320.0884
5_MACS_peak_4021_lociStitched	chr10	126406883	126433850	5	14301	22967.7939	4128.6477
2_MACS_peak_2894_lociStitched	chr10	7510727	7537616	2	24717	107383.9104	5251.4217
4_MACS_peak_14091_lociStitched	chr2	64429702	64456494	4	20824	54623.5296	5138.7056
4_MACS_peak_27672_lociStitched	chr9	134126728	134153509	4	19297	55591.999800000005	4949.1287999999995
5_MACS_peak_6231_lociStitched	chr12	57093369	57120110	5	13158	20906.113800000003	4791.9872
4_MACS_peak_17559_lociStitched	chr3	13035383	13062117	4	19172	93296.31319999999	5528.591200000001
3_MACS_peak_2277_lociStitched	chr1	204474536	204501237	3	20349	114189.4966	7187.9092
3_MACS_peak_19089_lociStitched	chr3	181635645	181662346	3	18293	61145.29	6448.291499999999
3_MACS_peak_13094_lociStitched	chr19	40645338	40672035	3	16565	43713.667799999996	4506.4536
3_MACS_peak_27862_lociStitched	chrX	10064783	10091448	3	17788	46605.087	2935.8165
5_MACS_peak_11154_lociStitched	chr17	43504947	43531593	5	14903	24623.568600000002	4279.3476
5_MACS_peak_15597_lociStitched	chr2	232687411	232714022	5	13888	12358.1484	3422.1746
4_MACS_peak_13404_lociStitched	chr19	55460124	55486599	4	13316	34258.65	3108.165
4_MACS_peak_287_lociStitched	chr1	23936721	23963118	4	15719	42712.985700000005	4234.078799999999
1_MACS_peak_23301_lociStitched	chr6	106530283	106556567	1	26285	102920.25880000001	6836.4684
5_MACS_peak_20762_lociStitched	chr5	6711657	6737934	5	9015	14278.9218	4122.8613000000005
5_MACS_peak_5674_lociStitched	chr12	10280478	10306687	5	13548	27902.1014	4093.8458
5_MACS_peak_11683_lociStitched	chr17	76753779	76779898	5	19942	56336.071099999994	5087.9812
4_MACS_peak_16203_lociStitched	chr20	43583263	43609370	4	14986	34200.17	4785.4131
3_MACS_peak_11347_lociStitched	chr17	56404856	56430953	3	19148	119247.6318	5939.6772
4_MACS_peak_18503_lociStitched	chr3	124487278	124513313	4	20655	54168.421	4402.5185
2_MACS_peak_1725_lociStitched	chr1	156450479	156476395	2	21774	58938.1672	7466.399600000001
2_MACS_peak_11020_lociStitched	chr17	38459045	38484806	2	23625	151946.10629999998	5829.7143
4_MACS_peak_26534_lociStitched	chr8	145002177	145027937	4	15293	34420.512	3366.8320000000003
5_MACS_peak_8107_lociStitched	chr14	81930593	81956211	5	20959	57753.2192	3222.7444
4_MACS_peak_21895_lociStitched	chr5	150512594	150538195	4	19926	43393.695	5148.3611
1_MACS_peak_5445_lociStitched	chr11	128585190	128610652	1	25463	99780.4856	5779.874
6_MACS_peak_22945_lociStitched	chr6	52148512	52173848	6	15554	34223.8688	4646.6224
3_MACS_peak_17865_lociStitched	chr3	45592798	45618129	3	15529	33966.3379	4427.8588
5_MACS_peak_11587_lociStitched	chr17	73850494	73875796	5	13911	43160.1516	4268.4474
4_MACS_peak_12445_lociStitched	chr19	2455095	2480370	4	13084	36080.0625	5151.045
3_MACS_peak_7575_lociStitched	chr13	115023341	115048589	3	20020	57176.620800000004	4559.7888
5_MACS_peak_10108_lociStitched	chr16	67184005	67209158	5	11113	18754.076800000003	4177.9133
4_MACS_peak_8185_lociStitched	chr14	93029364	93054426	4	15305	30490.4292	2390.9148
4_MACS_peak_18987_lociStitched	chr3	175049666	175074652	4	23633	69568.5198	6411.4076
3_MACS_peak_20814_lociStitched	chr5	15426502	15451487	3	19822	62270.11550000001	3837.6959999999995
4_MACS_peak_6039_lociStitched	chr12	48195986	48220916	4	24273	97254.423	5055.804
3_MACS_peak_19023_lociStitched	chr3	177056369	177081249	3	16345	75428.696	5884.12
5_MACS_peak_22476_lociStitched	chr6	25162818	25187688	5	14575	28560.708000000002	4280.127
5_MACS_peak_1417_lociStitched	chr1	144685033	144709814	5	12295	24310.161	4953.7219
2_MACS_peak_16965_lociStitched	chr22	23262040	23286791	2	22267	221405.12029999998	5363.5417
3_MACS_peak_8576_lociStitched	chr15	40833548	40858278	3	15143	26814.739	4223.884
6_MACS_peak_4979_lociStitched	chr11	77146893	77171554	6	13980	18951.978499999997	3736.1414999999997
3_MACS_peak_22487_lociStitched	chr6	25365851	25390466	3	20261	64451.916	5060.844
3_MACS_peak_17258_lociStitched	chr22	39822828	39847376	3	20248	99812.16799999999	4693.5776000000005
6_MACS_peak_24302_lociStitched	chr7	38383811	38408359	6	14680	24422.8052	5132.986800000001
4_MACS_peak_16641_lociStitched	chr21	34732919	34757377	4	11608	29308.021399999998	5816.1124
2_MACS_peak_9744_lociStitched	chr16	23341874	23366300	2	21295	115339.57200000001	4636.0548
2_MACS_peak_18291_lociStitched	chr3	98472926	98497279	2	19838	75262.9465	4931.4825
3_MACS_peak_11546_lociStitched	chr17	72732825	72757130	3	22507	49832.5415	4564.479
3_MACS_peak_5480_lociStitched	chr11	130696141	130720432	3	15866	46237.9185	4270.357800000001
4_MACS_peak_16137_lociStitched	chr20	37486570	37510861	4	16706	130309.06949999998	4275.215999999999
3_MACS_peak_10915_lociStitched	chr17	34408725	34432963	3	21294	72161.37359999999	5429.312
4_MACS_peak_22330_lociStitched	chr6	10403505	10427702	4	8608	15798.221300000001	3058.5008000000003
5_MACS_peak_9727_lociStitched	chr16	22194935	22219059	5	17504	36695.0164	5015.3796
2_MACS_peak_16986_lociStitched	chr22	24176999	24201037	2	18113	167453.51559999998	4757.120199999999
3_MACS_peak_17913_lociStitched	chr3	46577145	46601156	3	17500	87313.6004	4482.8537
3_MACS_peak_1700_lociStitched	chr1	155938358	155962339	3	19317	75501.7804	6213.4771
5_MACS_peak_22716_lociStitched	chr6	33537723	33561539	5	10357	21774.9688	3927.2583999999997
4_MACS_peak_22509_lociStitched	chr6	26183533	26207333	4	15546	42549.64	5338.34
3_MACS_peak_13665_lociStitched	chr2	25622768	25646566	3	16074	63159.892	4152.750999999999
4_MACS_peak_5027_lociStitched	chr11	82666265	82689965	4	11305	24316.2	3588.1800000000003
5_MACS_peak_10202_lociStitched	chr16	70826710	70850348	5	8323	11022.3994	3758.442
3_MACS_peak_25422_lociStitched	chr8	2027473	2051002	3	17590	72728.13900000001	4204.6323
3_MACS_peak_18615_lociStitched	chr3	132266607	132290013	3	15596	31197.8574	3506.2187999999996
5_MACS_peak_4094_lociStitched	chr11	554294	577694	5	7836	12582.179999999998	2478.06
4_MACS_peak_8394_lociStitched	chr15	23659485	23682864	4	18489	34823.0205	3490.4846999999995
6_MACS_peak_3826_lociStitched	chr10	105244874	105268185	6	11514	12867.672	3867.2949
4_MACS_peak_25399_lociStitched	chr7	157795347	157818651	4	13506	33499.5	4094.5128
3_MACS_peak_21950_lociStitched	chr5	156339080	156362354	3	17013	46147.6872	3926.3237999999997
3_MACS_peak_8531_lociStitched	chr15	38401706	38424951	3	14175	36385.398499999996	3509.995
2_MACS_peak_8564_lociStitched	chr15	40386097	40409338	2	18950	107498.92139999999	5133.936900000001
2_MACS_peak_13070_lociStitched	chr19	39880767	39904003	2	18052	75437.9976	5044.5356
4_MACS_peak_8074_lociStitched	chr14	77487892	77511096	4	22058	52257.7284	2438.7404
4_MACS_peak_21818_lociStitched	chr5	142952537	142975667	4	12936	33346.521	4059.3149999999996
3_MACS_peak_16341_lociStitched	chr20	52257542	52280650	3	18714	94969.25839999999	4251.872
2_MACS_peak_452_lociStitched	chr1	31213470	31236577	2	22874	109894.58129999999	5376.9989
2_MACS_peak_308_lociStitched	chr1	24511736	24534778	2	22154	137496.2224	4700.567999999999
4_MACS_peak_22123_lociStitched	chr5	176717448	176740459	4	11799	24315.7237	4052.2371000000003
3_MACS_peak_24268_lociStitched	chr7	34773592	34796561	3	12458	22415.4471	3877.1672000000003
4_MACS_peak_6045_lociStitched	chr12	48276267	48299219	4	13602	23463.8296	3559.8551999999995
4_MACS_peak_5929_lociStitched	chr12	33037691	33060635	4	13381	18763.603199999998	3810.9984
1_MACS_peak_2911_lociStitched	chr10	11201828	11224736	1	22909	142274.7156	7090.026
4_MACS_peak_21549_lociStitched	chr5	118657680	118680561	4	18088	53413.4064	4599.081
4_MACS_peak_6009_lociStitched	chr12	46776097	46798977	4	14756	38642.032	3987.9840000000004
2_MACS_peak_19826_lociStitched	chr4	74453697	74476575	2	21016	65369.3094	4106.601
4_MACS_peak_1424_lociStitched	chr1	144962480	144985337	4	13452	41028.314999999995	7204.5264
5_MACS_peak_4704_lociStitched	chr11	64611259	64634048	5	11770	22520.089799999998	3673.5868
2_MACS_peak_11680_lociStitched	chr17	76711094	76733817	2	18486	42851.0334	4910.440299999999
2_MACS_peak_4347_lociStitched	chr11	19449641	19472344	2	19440	122246.5738	4778.9815
3_MACS_peak_8791_lociStitched	chr15	56644744	56667431	3	16332	74159.2656	4802.8378999999995
2_MACS_peak_15362_lociStitched	chr2	204661302	204683976	2	16726	38752.1334	4065.4482
5_MACS_peak_1678_lociStitched	chr1	155210190	155232861	5	8978	15513.765300000001	5087.372399999999
4_MACS_peak_22350_lociStitched	chr6	11713462	11736117	4	15557	43271.049999999996	3740.3405
3_MACS_peak_16778_lociStitched	chr21	44724956	44747610	3	15702	47534.8882	4270.279
3_MACS_peak_3201_lociStitched	chr10	45913213	45935791	3	21198	113472.5124	4504.311000000001
3_MACS_peak_20877_lociStitched	chr5	32570498	32593038	3	20239	73823.008	4708.606
2_MACS_peak_16209_lociStitched	chr20	43672276	43694811	2	22275	67152.04650000001	3826.443
6_MACS_peak_8653_lociStitched	chr15	44954393	44976850	6	13011	23683.1522	3516.7661999999996
1_MACS_peak_16337_lociStitched	chr20	52194051	52216503	1	22453	72998.1876	4162.6008
2_MACS_peak_15478_lociStitched	chr2	219741108	219763541	2	20034	76521.20629999999	4405.8412
4_MACS_peak_14121_lociStitched	chr2	65156240	65178655	4	20673	115098.7835	5171.1404999999995
3_MACS_peak_25565_lociStitched	chr8	19518489	19540886	3	14852	50823.2724	3697.7446999999997
1_MACS_peak_16732_lociStitched	chr21	41323397	41345752	1	22356	114587.25899999999	7495.6314999999995
5_MACS_peak_21322_lociStitched	chr5	87954444	87976772	5	11873	44137.990399999995	4407.5472
3_MACS_peak_13586_lociStitched	chr2	13680221	13702548	3	15465	36718.9842	3831.3132
3_MACS_peak_19883_lociStitched	chr4	77602338	77624663	3	17115	31266.162500000002	3944.8275
2_MACS_peak_15791_lociStitched	chr20	5570215	5592502	2	18640	36552.9087	4798.3911
5_MACS_peak_15211_lociStitched	chr2	192481525	192503725	5	13152	17509.14	3676.32
4_MACS_peak_2231_lociStitched	chr1	202433194	202455323	4	11823	34457.0659	4870.5929
5_MACS_peak_24832_lociStitched	chr7	101376385	101398508	5	8883	10360.2009	2862.7162
1_MACS_peak_11877_lociStitched	chr18	9132797	9154919	1	22123	53048.556000000004	4904.4474
4_MACS_peak_12425_lociStitched	chr19	2040895	2063016	4	13280	37453.0651	4340.140200000001
2_MACS_peak_27392_lociStitched	chr9	112903522	112925612	2	21962	49108.279	5365.661
2_MACS_peak_9140_lociStitched	chr15	81575311	81597362	2	18611	83945.9519	5331.931799999999
4_MACS_peak_13428_lociStitched	chr19	56145570	56167617	4	10672	25596.567	3463.5836999999997
3_MACS_peak_18142_lociStitched	chr3	66530454	66552495	3	17992	28144.152899999997	3905.6652
4_MACS_peak_19848_lociStitched	chr4	76022195	76044187	4	14471	62567.240000000005	3842.0024
4_MACS_peak_4106_lociStitched	chr11	789074	811036	4	9630	16939.2906	3054.9142
4_MACS_peak_1795_lociStitched	chr1	160633638	160655593	4	15125	94979.5255	6922.4115
4_MACS_peak_13297_lociStitched	chr19	48880424	48902364	4	9116	15943.798	3073.794
3_MACS_peak_18579_lociStitched	chr3	129026624	129048502	3	13742	26290.7926	3824.2744000000002
3_MACS_peak_9227_lociStitched	chr15	89163776	89185636	3	15675	28483.579999999998	3958.8460000000005
4_MACS_peak_15258_lociStitched	chr2	198062327	198084079	4	15281	44219.6408	3974.0904
3_MACS_peak_3191_lociStitched	chr10	45453794	45475533	3	15147	39428.024300000005	4121.7144
1_MACS_peak_4237_lociStitched	chr11	10323486	10345098	1	21613	111332.05679999999	5351.1312
4_MACS_peak_13941_lociStitched	chr2	47193811	47215380	4	13446	36969.265999999996	3863.0079
2_MACS_peak_8529_lociStitched	chr15	38360569	38382087	2	19369	95576.5006	4290.6892
4_MACS_peak_3409_lociStitched	chr10	72249341	72270795	4	13577	35933.3046	3962.5538
4_MACS_peak_25663_lociStitched	chr8	27930196	27951569	4	14403	35205.6056	4911.5154
2_MACS_peak_17712_lociStitched	chr3	30682351	30703713	2	19370	43965.1322	4058.78
3_MACS_peak_15958_lociStitched	chr20	25261408	25282750	3	14427	52885.476	3502.2221999999997
5_MACS_peak_8191_lociStitched	chr14	93225183	93246500	5	11091	17403.198800000002	1850.3156000000001
2_MACS_peak_18927_lociStitched	chr3	169647360	169668630	2	19148	89897.655	5772.678
2_MACS_peak_1553_lociStitched	chr1	150532196	150553376	2	18183	116750.514	7273.2119999999995
6_MACS_peak_28030_lociStitched	chrX	37604467	37625612	6	13253	24739.649999999998	2235.0265
3_MACS_peak_22170_lociStitched	chr5	180228548	180249681	3	15269	55884.1052	4055.4226999999996
1_MACS_peak_4914_lociStitched	chr11	72850745	72871854	1	21110	148085.9677	4772.7449
4_MACS_peak_27514_lociStitched	chr9	126082981	126104089	4	11781	39326.3148	3649.5732
3_MACS_peak_8971_lociStitched	chr15	70766773	70787683	3	15018	39741.546	3307.962
4_MACS_peak_15319_lociStitched	chr2	202081255	202102127	4	16307	35780.8696	4084.6504000000004
4_MACS_peak_19494_lociStitched	chr4	15767396	15788235	4	7264	7866.7225	3363.4145999999996
5_MACS_peak_2345_lociStitched	chr1	206987383	207008189	5	14452	20077.79	4385.904799999999
3_MACS_peak_15831_lociStitched	chr20	9479080	9499861	3	14021	42418.1772	3952.5462
4_MACS_peak_23604_lociStitched	chr6	135323158	135343918	4	7750	8416.104	3406.716
4_MACS_peak_11669_lociStitched	chr17	76163243	76183979	4	12794	27135.1296	3564.5184
4_MACS_peak_16849_lociStitched	chr22	17089853	17110586	4	7111	10067.9448	2405.0280000000002
5_MACS_peak_3173_lociStitched	chr10	43931349	43952012	5	9186	20555.5524	2934.1459999999997
4_MACS_peak_14618_lociStitched	chr2	112416239	112436868	4	12409	16177.2618	2673.5184
3_MACS_peak_9612_lociStitched	chr16	12051755	12072379	3	17024	110686.9456	4405.2864
3_MACS_peak_1800_lociStitched	chr1	160694247	160714837	3	14286	43683.744	6020.516
