GENE	H3k27me3_21_DMSO_compare_TSS_SIGNAL	H3k27me3_21_DMSO_compare_DISTAL_SIGNAL	ENHANCER_PROMOTER_DIFFERENCE	ENHANCER_CONTRIBUTION	ENHANCER_PROMOTER_RATIO
C9orf44	2905.2	4677.3477	1772.1477	0.616857009682906	0.687053193195063
OTOP1	3416.0324	5304.5372	1888.5048	0.608278752800735	0.634905228629495
ADAMTS8	4699.7073	6596.9363	1897.229	0.583973128089126	0.489225266465019
HPCA	4355.6	6261.2136	1905.6136	0.58974508133024	0.523570850211372
MIR129-2	2332.3762	4607.1126	2274.7364	0.663897980496777	0.982062352098109
GDF7	3921.2199	6210.5557	2289.3358	0.612978015423081	0.663419812085048
NPR1	11924.4	14242.1599	2317.7599	0.5442885864412	0.256251279368903
A4GALT	2255.3053	4634.0784	2378.7731	0.672640485969739	1.03895970823569
CHRNB2	2870.7977	5294.9297	2424.132	0.648433316546913	0.883159859918279
RNF39	3570.9856	6035.8986	2464.913	0.628288888919885	0.757246253263879
BCAT1	2288.8056	4834.896	2546.0904	0.678705576325656	1.07888992464468
ICAM5	4952.8	7520.477	2567.677	0.602927121717893	0.602579805981269
FAM138C	3004.9646	5603.3506	2598.386	0.650923028469032	0.898941769036254
LHX9	6278.4	8947.3239	2668.9239	0.587645221912897	0.511059297325672
TRIM7	3956.8418	6628.7372	2671.8954	0.626204499536587	0.744384672021099
TMEM51	2098.0264	4779.6378	2681.6114	0.694950736327022	1.18786846337734
EPHA10	3067.527	5864.6648	2797.1378	0.65657622802054	0.934972609754078
FNDC5	3419.7247	6261.2136	2841.4889	0.646756895455061	0.872562131595401
SLC26A10	12014.4	14867.4678	2853.0678	0.553066770159475	0.307394349152194
SLC6A7	2117.7212	5184.8305	3067.1093	0.710002573484006	1.29178415624869
NTN3	5980.4	9172.7053	3192.3053	0.605335020010717	0.61710530715008
CPLX3	2363.189	6115.3718	3752.1828	0.721274747478369	1.3717051979528
PRICKLE4	1526.9306	5358.3368	3831.4062	0.778232200538791	1.81115077290929
SMAD6	2615.4414	6488.7118	3873.2704	0.712719970485558	1.31087764305989
CAMKV	5119.6	9034.2505	3914.6505	0.638289241503575	0.819373821834772
BMP7	1548.1329	5581.1799	4033.047	0.782849631734492	1.85004082455025
FRS3	1526.9306	5590.958	4064.0274	0.78547984018744	1.87246101510963
PDGFRA	1409.6544	5784.21	4374.5556	0.804047682633551	2.03677842582757
FBLIM1	5127.4569	9527.216	4399.7591	0.650114544692431	0.893811238038353
CLIP2	2711.28	7310.3936	4599.1136	0.729458361126429	1.43097497338946
ODZ4	1371.2608	6119.064	4747.8032	0.816929060272527	2.15780800527963
TMEM54	1511.3522	6261.2136	4749.8614	0.805552987406038	2.05060241923123
C2orf54	1548.853	6312.8049	4763.9519	0.802986466760402	2.02708093870347
CADM4	1691.466	6483.141	4791.675	0.793082896829169	1.93841877208104
BSX	2415.3987	7250.7228	4835.3241	0.750117076430293	1.58586347118238
GLI1	1190.6149	6265.596	5074.9811	0.840319041941263	2.3957448947689
MT1H	8335.412	13559.0148	5223.6028	0.61929069547507	0.701926940707387
NKX1-2	4122.2	9453.9689	5331.7689	0.696365003237401	1.19750561584218
BMP3	1111.9788	6489.4427	5377.4639	0.853714361188891	2.54496530467787
FAM83C	7698	13105.5082	5407.5082	0.629966257325772	0.76761772272384
TUBB4	3783.6	9266.4511	5482.8511	0.710070100798303	1.29225734004646
EGR1	1191.0028	6751.285	5560.2822	0.850042855409999	2.50298531748937
SP9	2926.564	8620.362	5693.798	0.746550380594801	1.55854062573521
KRTAP5-11	1244.1288	6949.3104	5705.1816	0.848155485183804	2.48173397215243
CERCAM	863.9424	6580.5398	5716.5974	0.883948624391902	2.92919889809472
SYT15	5645.64	11465.393	5819.753	0.670058493838449	1.02207676520467
MIR149	629.562	6463.3404	5833.7784	0.911240566344181	3.35985960663286
TPPP3	8758.8	14608.5436	5849.7436	0.625169204085312	0.738007223761425
COL27A1	1466.3811	7365.305	5898.9239	0.833963630115885	2.32848517263568
YPEL4	675.6012	6594.9381	5919.3369	0.907076879427637	3.28711532266113
MRC2	2825.5064	8851.84	6026.3336	0.758035233073158	1.64746791716103
FAM138A	937.1752	7090.4067	6153.2315	0.883255604031894	2.91947769916083
ADAM11	4091.2018	10246.2629	6155.0611	0.714649564228744	1.32450120869922
KRTAP5-7	753.2718	6949.3104	6196.0386	0.902205289026322	3.20562739644005
CSH1	420.6448	6679.6732	6259.0284	0.940756906944168	3.98910310627704
KRTAP5-9	654.0865	6949.3104	6295.2239	0.913974436873077	3.40931647878468
ATP2B2	4403.2278	10733.9087	6330.6809	0.709110914075459	1.28554213324324
DLL4	1248	7614.3805	6366.3805	0.859180047618132	2.60910873075479
GAD1	816.4938	7195.8533	6379.3595	0.898095553049618	3.13965193912145
SEZ6	714.554	7111.6765	6397.1225	0.908697552416837	3.31507475217651
GPR137B	466.5633	6894.4576	6427.8943	0.936617039084891	3.88529232255878
COL2A1	9316	15795.983	6479.983	0.629021730382662	0.761775175588752
VSTM2L	1229.1315	7854.746	6625.6145	0.864690876775914	2.67592535134554
TUBB2B	2382.985	9010.2808	6627.2958	0.790842674801811	1.9188021971349
RAB34	4454.3426	11130.6478	6676.3052	0.714190224974409	1.32125312896588
C1orf56	1450.0212	8228.526	6778.5048	0.850181936396404	2.50456002631402
KRTAP5-8	134.736	6949.3104	6814.5744	0.980980361732244	5.68866254226317
MAVS	0	6849.6584	6849.6584	1	8
LHX5	0	6858.8952	6858.8952	1	8
SDS	0	6858.8952	6858.8952	1	8
SDSL	0	6858.8952	6858.8952	1	8
TRAPPC10	0	6893.2928	6893.2928	1	8
DECR2	0	6893.5909	6893.5909	1	8
NME4	0	6893.5909	6893.5909	1	8
NID1	0	6894.4576	6894.4576	1	8
MRFAP1	0	6898.6846	6898.6846	1	8
RAB5C	0	6901.7754	6901.7754	1	8
C15orf59	1886.4647	8821.4147	6934.95	0.823824622081567	2.22532493660153
KRTAP5-10	0	6949.3104	6949.3104	1	8
C7orf40	0	6956.8743	6956.8743	1	8
SNORA9	0	6956.8743	6956.8743	1	8
FAM83F	0	6957.1871	6957.1871	1	8
TNRC6B	0	6957.1871	6957.1871	1	8
DUSP22	0	6965.8	6965.8	1	8
IRF4	0	6965.8	6965.8	1	8
DPYSL4	0	6969.3732	6969.3732	1	8
JAKMIP3	0	6969.3732	6969.3732	1	8
ETHE1	0	6975.278	6975.278	1	8
ZNF575	0	6975.278	6975.278	1	8
FASLG	0	7017.0177	7017.0177	1	8
C5orf60	732.3532	7773.2745	7040.9213	0.913897806742705	3.40791095766785
NDUFB7	0	7045.0212	7045.0212	1	8
OVOL1	6425.3085	13481.1739	7055.8654	0.677225319326131	1.06910849795398
AMFR	0	7063.3481	7063.3481	1	8
GOSR1	0	7071.5366	7071.5366	1	8
LRRC37BP1	0	7071.5366	7071.5366	1	8
TBC1D29	0	7071.5366	7071.5366	1	8
SLC35E4	0	7075.4509	7075.4509	1	8
CYP2B6	0	7082.1581	7082.1581	1	8
OR4F5	0	7090.4067	7090.4067	1	8
PHF12	0	7111.6765	7111.6765	1	8
PIPOX	0	7111.6765	7111.6765	1	8
TIAF1	0	7111.6765	7111.6765	1	8
ICAM4	397.8721	7520.477	7122.6049	0.949753149933741	4.24044752884159
MT1E	6427.7538	13559.0148	7131.261	0.678399548789493	1.07686577970798
NLRP5	0	7148.6299	7148.6299	1	8
GPR89C	0	7148.7263	7148.7263	1	8
FAM73B	0	7158.8555	7158.8555	1	8
SH3GLB2	0	7158.8555	7158.8555	1	8
SH3BGRL3	0	7162.039	7162.039	1	8
MAPK11	581.3236	7765.3679	7184.0443	0.930352811050942	3.73964089284903
ECEL1P2	0	7191.4571	7191.4571	1	8
LOC100134368	0	7210.6021	7210.6021	1	8
AKAP8	0	7238.0106	7238.0106	1	8
C11orf63	0	7250.7228	7250.7228	1	8
HSPA8	0	7250.7228	7250.7228	1	8
LOC341056	0	7250.7228	7250.7228	1	8
LOC619207	0	7258.1767	7258.1767	1	8
OR2V2	0	7268.5158	7268.5158	1	8
LAT2	0	7310.3936	7310.3936	1	8
MIR590	0	7310.3936	7310.3936	1	8
RFC2	0	7310.3936	7310.3936	1	8
LOC100288069	0	7314.8201	7314.8201	1	8
BASE	0	7347.4914	7347.4914	1	8
AMBP	0	7365.305	7365.305	1	8
KIF12	0	7365.305	7365.305	1	8
TMEM171	0	7389.4058	7389.4058	1	8
TMEM174	0	7389.4058	7389.4058	1	8
HRNR	0	7431.746	7431.746	1	8
EBF4	726.9492	8161.9643	7435.0151	0.91821844143269	3.48898994465518
LOC149950	8256.6	15718.7621	7462.1621	0.65562146817378	0.928867886389957
TNFSF9	1021.5865	8503.5661	7481.9796	0.892748542422302	3.05725661885339
LOC150185	0	7482.7088	7482.7088	1	8
KCNF1	0	7501.4124	7501.4124	1	8
PDIA6	0	7501.4124	7501.4124	1	8
DNMT1	0	7520.477	7520.477	1	8
FDX1L	0	7520.477	7520.477	1	8
ICAM1	0	7520.477	7520.477	1	8
ICAM3	0	7520.477	7520.477	1	8
MIR4322	0	7520.477	7520.477	1	8
MRPL4	0	7520.477	7520.477	1	8
RAVER1	0	7520.477	7520.477	1	8
S1PR2	0	7520.477	7520.477	1	8
TYK2	0	7520.477	7520.477	1	8
ZGLP1	0	7520.477	7520.477	1	8
SDHAP1	0	7526.9264	7526.9264	1	8
TFRC	0	7526.9264	7526.9264	1	8
CA6	0	7547.7647	7547.7647	1	8
EFHD1	0	7559.8182	7559.8182	1	8
TCN2	0	7576.682	7576.682	1	8
CHAC1	0	7614.3805	7614.3805	1	8
RHOV	0	7614.3805	7614.3805	1	8
SPINT1	0	7614.3805	7614.3805	1	8
VPS18	0	7614.3805	7614.3805	1	8
THRA	3042.4352	10686.1596	7643.7244	0.778386991216319	1.81244502857304
RSPO1	6205.2	13853.6887	7648.4887	0.69065085843963	1.15872054539174
AGXT2L2	0	7649.9268	7649.9268	1	8
CN5H6.4	0	7654.8264	7654.8264	1	8
GTSE1	0	7654.8264	7654.8264	1	8
CRISPLD2	0	7663.0415	7663.0415	1	8
LPGAT1	0	7664.9074	7664.9074	1	8
NEK2	0	7664.9074	7664.9074	1	8
GTSF1	0	7676.8765	7676.8765	1	8
IGFBP6	0	7688.28	7688.28	1	8
SOAT2	0	7688.28	7688.28	1	8
SPRYD3	0	7688.28	7688.28	1	8
SNX27	0	7704.563	7704.563	1	8
PIGM	0	7708.5932	7708.5932	1	8
CCM2	0	7716.2199	7716.2199	1	8
NACAD	0	7716.2199	7716.2199	1	8
RAMP3	0	7716.2199	7716.2199	1	8
SNORA5A	0	7716.2199	7716.2199	1	8
SNORA5B	0	7716.2199	7716.2199	1	8
SNORA5C	0	7716.2199	7716.2199	1	8
TBRG4	0	7716.2199	7716.2199	1	8
DEFB134	0	7728.6515	7728.6515	1	8
DEFB135	0	7728.6515	7728.6515	1	8
DEFB136	0	7728.6515	7728.6515	1	8
GUK1	0	7742.7761	7742.7761	1	8
CANX	0	7773.2745	7773.2745	1	8
CBY3	0	7773.2745	7773.2745	1	8
MAML1	0	7773.2745	7773.2745	1	8
PI4KAP2	0	7798.3556	7798.3556	1	8
TMEM8A	0	7804.0613	7804.0613	1	8
TCHH	0	7857.7436	7857.7436	1	8
KCNC1	0	7873.8324	7873.8324	1	8
MYOD1	0	7873.8324	7873.8324	1	8
ARRDC5	0	7899.3601	7899.3601	1	8
KDM4B	0	7899.3601	7899.3601	1	8
UHRF1	0	7899.3601	7899.3601	1	8
BAGE	0	7901.4176	7901.4176	1	8
BAGE4	0	7901.4176	7901.4176	1	8
VIPR2	0	7906.1751	7906.1751	1	8
IGF2BP3	783.2979	8698.0417	7914.7438	0.917385313358041	3.47305762969775
IL34	0	7925.9232	7925.9232	1	8
LOC100130894	0	7925.9232	7925.9232	1	8
MTSS1L	0	7925.9232	7925.9232	1	8
C16orf7	0	7934.781	7934.781	1	8
LOC100128881	0	7934.781	7934.781	1	8
SPATA2L	0	7934.781	7934.781	1	8
ZNF276	0	7934.781	7934.781	1	8
CCDC21	0	7967.4706	7967.4706	1	8
EXOSC10	0	8020.4953	8020.4953	1	8
ERLIN2	0	8046.0016	8046.0016	1	8
CD83	1535.1532	9584.1791	8049.0259	0.861938364770338	2.64227223213307
DEFB130	0	8069.0864	8069.0864	1	8
PARP3	0	8070.068	8070.068	1	8
RRP9	0	8070.068	8070.068	1	8
LOC100130872-SPON2	0	8085.7671	8085.7671	1	8
MIR627	0	8086.0488	8086.0488	1	8
PLA2G4D	0	8086.0488	8086.0488	1	8
PLA2G4F	0	8086.0488	8086.0488	1	8
VPS39	0	8086.0488	8086.0488	1	8
RPN1	0	8123.0816	8123.0816	1	8
GGT5	2644.8588	10778.7403	8133.8815	0.802969473365753	2.02692597276067
KRT1	0	8155.9504	8155.9504	1	8
IDH3B	0	8161.9643	8161.9643	1	8
SNORA51	0	8161.9643	8161.9643	1	8
SNORD56	0	8161.9643	8161.9643	1	8
SNORD57	0	8161.9643	8161.9643	1	8
SNORD86	0	8161.9643	8161.9643	1	8
C7orf68	0	8165.278	8165.278	1	8
TMEM18	0	8174.3594	8174.3594	1	8
FGF8	3859.4856	12034.7657	8175.2801	0.757177263203332	1.64072757471443
DDIT3	0	8180.9574	8180.9574	1	8
OLIG2	4206	12419.3935	8213.3935	0.74701350677805	1.56207396620963
CDC42SE1	0	8228.526	8228.526	1	8
GABPB2	0	8228.526	8228.526	1	8
MLLT11	0	8228.526	8228.526	1	8
DUOX2	7145.4756	15387.6324	8242.1568	0.682889923573792	1.10666932532745
GALNTL5	0	8255.5656	8255.5656	1	8
GDF6	1754.399	10022.5278	8268.1288	0.851030830895544	2.5141976192646
SPON2	0	8282.1711	8282.1711	1	8
GPR124	978.2956	9270.8116	8292.516	0.904548212745789	3.24435328481899
HNRNPAB	0	8300.5853	8300.5853	1	8
CDK10	0	8304.0666	8304.0666	1	8
CXCL16	989.6052	9294.8969	8305.2917	0.903777043324246	3.23151387644223
ZMYND15	989.6052	9294.8969	8305.2917	0.903777043324246	3.23151387644223
C20orf29	0	8312.2432	8312.2432	1	8
NLRC5	719.2955	9057.2909	8337.9954	0.926426722930613	3.65442311089626
INSM1	0	8342.0752	8342.0752	1	8
MMP17	1254.0462	9597.8403	8343.7941	0.884439797633342	2.93611930893684
LHX2	466.1618	8821.0702	8354.9084	0.949806163989443	4.24205100707563
SCRT2	871.8736	9239.0942	8367.2206	0.913769520658547	3.40556051652235
HNRNPH1	0	8368.542	8368.542	1	8
RUFY1	0	8368.542	8368.542	1	8
HSPA9	0	8372.3474	8372.3474	1	8
C22orf9	0	8393.2376	8393.2376	1	8
FAM118A	0	8393.2376	8393.2376	1	8
UPK3A	0	8393.2376	8393.2376	1	8
RASL10A	9235.8	17659.1145	8423.3145	0.656596788958002	0.935104164991735
SLC13A5	4224.8	12713.5205	8488.7205	0.750577396383543	1.58940863060539
MIR455	0	8495.9494	8495.9494	1	8
ULBP3	0	8551.8096	8551.8096	1	8
CYP4F3	0	8580.2974	8580.2974	1	8
C9orf144B	0	8587.1736	8587.1736	1	8
CCDC116	0	8611.3604	8611.3604	1	8
SDF2L1	0	8611.3604	8611.3604	1	8
UBE2L3	0	8611.3604	8611.3604	1	8
YDJC	0	8611.3604	8611.3604	1	8
RABL2B	0	8611.6299	8611.6299	1	8
CIR1	0	8620.362	8620.362	1	8
OLA1	0	8620.362	8620.362	1	8
SCRN3	0	8620.362	8620.362	1	8
TUBB2A	381.0482	9010.2808	8629.2326	0.959425529656133	4.56352666200243
ADORA1	9961.2	18591.9627	8630.7627	0.651134968666711	0.900287623845315
DUOXA2	6701.6266	15387.6324	8686.0058	0.696611525085563	1.19918806008528
RPS2P32	0	8698.0417	8698.0417	1	8
TRA2A	0	8698.0417	8698.0417	1	8
GALP	5648.4	14347.3752	8698.9752	0.717520328994297	1.34487266126802
LGALS7	1995.7892	10749.9168	8754.1276	0.843414778279053	2.42929424102829
CATSPER4	0	8757.331	8757.331	1	8
CNKSR1	0	8757.331	8757.331	1	8
GRRP1	0	8757.331	8757.331	1	8
ZNF593	0	8757.331	8757.331	1	8
LPIN1	0	8757.4808	8757.4808	1	8
MIR4262	0	8757.4808	8757.4808	1	8
CNNM3	0	8812.9717	8812.9717	1	8
MIR3127	0	8812.9717	8812.9717	1	8
C20orf71	0	8816.7132	8816.7132	1	8
DENND1A	0	8821.0702	8821.0702	1	8
NOM1	0	8846.1883	8846.1883	1	8
MIR548W	0	8851.84	8851.84	1	8
MT4	0	8859.1588	8859.1588	1	8
MIR1249	0	8860.9361	8860.9361	1	8
NBPF15	0	8875.7568	8875.7568	1	8
NBPF16	0	8875.7568	8875.7568	1	8
PPIAL4E	0	8875.7568	8875.7568	1	8
NKX2-2	530.1396	9409.3372	8879.1976	0.946663228792888	4.14964888694859
MT1JP	4667	13559.0148	8892.0148	0.743937440454619	1.53868498343489
KCNMB3	0	8901.0938	8901.0938	1	8
MFN1	0	8901.0938	8901.0938	1	8
ZNF639	0	8901.0938	8901.0938	1	8
TCF15	335.2464	9239.0942	8903.8478	0.964984909770183	4.78445767174481
C1orf174	0	8929.8693	8929.8693	1	8
LOC100133612	0	8929.8693	8929.8693	1	8
BNIP1	0	8944.6098	8944.6098	1	8
C1orf53	0	8947.3239	8947.3239	1	8
AVPI1	0	8947.8108	8947.8108	1	8
TEAD3	119.067	9080.1019	8961.0349	0.987056765530199	6.25286296427792
NKAIN1	2357.9474	11351.4625	8993.5151	0.828005186423086	2.26727474265402
LOC283335	0	8995.0302	8995.0302	1	8
TENC1	0	8995.0302	8995.0302	1	8
SNORD63	0	9005.1614	9005.1614	1	8
PSMG4	0	9010.2808	9010.2808	1	8
C3orf54	0	9034.2505	9034.2505	1	8
CDHR4	0	9034.2505	9034.2505	1	8
MON1A	0	9034.2505	9034.2505	1	8
MST1R	0	9034.2505	9034.2505	1	8
RBM6	0	9034.2505	9034.2505	1	8
TRAIP	0	9034.2505	9034.2505	1	8
UBA7	0	9034.2505	9034.2505	1	8
CETP	0	9057.2909	9057.2909	1	8
HERPUD1	0	9057.2909	9057.2909	1	8
HSH2D	0	9058.2516	9058.2516	1	8
MARVELD1	450.483	9515.7243	9065.2413	0.954798953459457	4.40076890422375
ABCG4	3473.3607	12543.3184	9069.9577	0.783141019538813	1.85251492713999
LTBP2	896.1232	9974.3635	9078.2403	0.917563654256621	3.47645578638731
FANCE	0	9080.1019	9080.1019	1	8
RPL10A	0	9080.1019	9080.1019	1	8
TULP1	0	9080.1019	9080.1019	1	8
BMPR1A	0	9087.8541	9087.8541	1	8
HCN4	1556.448	10670.7775	9114.3295	0.872706363352831	2.77733601528024
MDS2	0	9118.5788	9118.5788	1	8
GPATCH3	0	9162.7576	9162.7576	1	8
AMDHD2	0	9172.7053	9172.7053	1	8
ATP6V0C	0	9172.7053	9172.7053	1	8
C16orf59	0	9172.7053	9172.7053	1	8
CEMP1	0	9172.7053	9172.7053	1	8
MIR3178	0	9172.7053	9172.7053	1	8
PDPK1	0	9172.7053	9172.7053	1	8
TBC1D24	0	9172.7053	9172.7053	1	8
PTPN9	0	9173.4566	9173.4566	1	8
GPR62	1223.278	10404.2406	9180.9626	0.894794578096826	3.08834745680249
TMEM189-UBE2V1	0	9216.6344	9216.6344	1	8
SRXN1	0	9239.0942	9239.0942	1	8
TBX2	2719.7476	11962.8457	9243.0981	0.814763812874937	2.13701593927263
SPAG11B	0	9258.5561	9258.5561	1	8
BRF2	0	9270.8116	9270.8116	1	8
LOC728024	0	9270.8116	9270.8116	1	8
PROSC	0	9270.8116	9270.8116	1	8
RAB11FIP1	0	9270.8116	9270.8116	1	8
EFCAB3	0	9277.6068	9277.6068	1	8
MRPS15	0	9282.1802	9282.1802	1	8
TNF	2184.7353	11475.5966	9290.8613	0.840067187532976	2.39303875909341
RPS10P7	0	9298.6288	9298.6288	1	8
TRNP1	1654.6274	10958.2182	9303.5908	0.868814108055045	2.72743495292453
OR7E91P	0	9306.2975	9306.2975	1	8
HMGN2	0	9311.6532	9311.6532	1	8
GTF2IRD1	0	9314.483	9314.483	1	8
RNF212	0	9319.1943	9319.1943	1	8
TMED11P	0	9319.1943	9319.1943	1	8
BEGAIN	0	9333.9522	9333.9522	1	8
GMCL1L	0	9344.8999	9344.8999	1	8
IREB2	0	9367.5222	9367.5222	1	8
SUPT4H1	0	9390.1402	9390.1402	1	8
UBE2T	0	9405.4284	9405.4284	1	8
SLC4A11	1818.284	11238.3165	9420.0325	0.86073832924581	2.62777647745724
MOBKL2C	0	9420.9616	9420.9616	1	8
IP6K1	0	9434.3831	9434.3831	1	8
FBXO39	0	9445.9576	9445.9576	1	8
LHPP	0	9453.9689	9453.9689	1	8
OAT	0	9453.9689	9453.9689	1	8
OAF	0	9455.0674	9455.0674	1	8
ONECUT1	811.2138	10289.1945	9477.9807	0.926920363821212	3.66490403856508
LOC100270710	0	9515.7243	9515.7243	1	8
ZFYVE27	0	9515.7243	9515.7243	1	8
FLJ37453	0	9527.216	9527.216	1	8
PLEKHM2	0	9527.216	9527.216	1	8
RSC1A1	0	9527.216	9527.216	1	8
SLC25A34	0	9527.216	9527.216	1	8
SPEN	0	9527.216	9527.216	1	8
TMEM82	0	9527.216	9527.216	1	8
UQCRHL	0	9527.216	9527.216	1	8
POLR3K	0	9548.7412	9548.7412	1	8
SNRNP25	0	9548.7412	9548.7412	1	8
MNX1	0	9549.1312	9549.1312	1	8
PUS1	0	9597.8403	9597.8403	1	8
ULK1	0	9597.8403	9597.8403	1	8
FLJ34208	0	9599.4616	9599.4616	1	8
TGFB1I1	118.8252	9732.2891	9613.4639	0.987937892467657	6.35586644149839
FAM46B	1320.4945	10958.2182	9637.7237	0.892456600926903	3.05286303832891
ASAP3	1350.4849	11025.7004	9675.2155	0.890880358748346	3.02932089086696
UBE2G1	0	9711.7964	9711.7964	1	8
LDB3	0	9715.0575	9715.0575	1	8
OPN4	0	9715.0575	9715.0575	1	8
PROCA1	1375.0692	11130.6478	9755.5786	0.890044753131708	3.01696143066514
CRB3	0	9780.7096	9780.7096	1	8
DENND1C	0	9780.7096	9780.7096	1	8
SLC25A23	0	9780.7096	9780.7096	1	8
CYP4F8	0	9815.011	9815.011	1	8
C15orf60	0	9817.5118	9817.5118	1	8
STIL	0	9841.3146	9841.3146	1	8
NKX6-2	0	9846.1789	9846.1789	1	8
TBC1D21	0	9877.6144	9877.6144	1	8
KLHL10	0	9878.192	9878.192	1	8
NT5C3L	0	9878.192	9878.192	1	8
ID3	552.958	10471.6464	9918.6884	0.949843279637317	4.24317457244648
CNP	0	9927.7794	9927.7794	1	8
ZNF627	0	9946.3096	9946.3096	1	8
NR0B2	0	9946.9897	9946.9897	1	8
NUDC	0	9946.9897	9946.9897	1	8
TAL1	3272.9566	13229.7783	9956.8217	0.801671867127915	2.01512250841656
MED11	0	9963.0479	9963.0479	1	8
RYK	81.54	10067.6511	9986.1111	0.991965862185805	6.94800345292136
TMEM25	4281.7866	14291.7154	10009.9288	0.769467998011361	1.73889428988286
C3orf74	0	10013.1976	10013.1976	1	8
DUSP7	0	10013.1976	10013.1976	1	8
IRX4	0	10015.9669	10015.9669	1	8
UQCRB	0	10022.5278	10022.5278	1	8
PPP1R12B	0	10052.972	10052.972	1	8
CHRNB3	564.1476	10630.0629	10065.9153	0.949603627696656	4.23593365376504
POM121L9P	708.8792	10778.7403	10069.8611	0.938291897638149	3.92650497250969
NUP93	0	10088.9603	10088.9603	1	8
CHST14	0	10104.012	10104.012	1	8
MRPL42P5	0	10104.012	10104.012	1	8
RASD2	3063.3825	13172.836	10109.4535	0.811324139300047	2.10436855800096
MT1M	3420.6142	13559.0148	10138.4006	0.798545998855452	1.98692505435802
MT1A	3418	13559.0148	10141.0148	0.798668962696551	1.9880280537229
SERPINH1	3054.8784	13209.5231	10154.6447	0.812173943197357	2.11239152272208
ZG16	0	10239.669	10239.669	1	8
CCDC43	0	10246.2629	10246.2629	1	8
DBF4B	0	10246.2629	10246.2629	1	8
AFMID	0	10251.8496	10251.8496	1	8
SYNGR2	0	10251.8496	10251.8496	1	8
TK1	0	10251.8496	10251.8496	1	8
LGALS7B	463.6254	10749.9168	10286.2914	0.958654866434622	4.53522207632133
MED24	363.8914	10686.1596	10322.2682	0.967068803573848	4.8760917033994
FLJ30679	0	10323.0134	10323.0134	1	8
FOXC2	0	10323.0134	10323.0134	1	8
FOXF1	0	10323.0134	10323.0134	1	8
FOXL1	0	10323.0134	10323.0134	1	8
LOC400550	0	10323.0134	10323.0134	1	8
MTHFSD	0	10323.0134	10323.0134	1	8
NRGN	0	10348.274	10348.274	1	8
LTB	1086.7047	11475.5966	10388.8919	0.913494775037755	3.40053729696827
CA4	4130.0817	14523.5219	10393.4402	0.778590679390228	1.81414911794911
ABHD14A	0	10404.2406	10404.2406	1	8
ABHD14B	0	10404.2406	10404.2406	1	8
ACY1	0	10404.2406	10404.2406	1	8
PCBP4	0	10404.2406	10404.2406	1	8
RPL29	0	10404.2406	10404.2406	1	8
E2F2	0	10471.6464	10471.6464	1	8
PHOX2A	567.2451	11068.0508	10500.8057	0.951247900794685	4.28628511891025
NEU1	0	10518.8848	10518.8848	1	8
SLC44A4	0	10518.8848	10518.8848	1	8
MECOM	4639.301	15182.0148	10542.7138	0.765943843142845	1.71038390596481
APOL6	0	10565.2336	10565.2336	1	8
