GENE	H3k27me3_21_DMSO_compare_TSS_SIGNAL	H3k27me3_21_DMSO_compare_DISTAL_SIGNAL	ENHANCER_PROMOTER_DIFFERENCE	ENHANCER_CONTRIBUTION	ENHANCER_PROMOTER_RATIO
PTPN5	2231.406	444.6868	-1786.7192	0.166170171677156	-2.32709154728653
LMOD1	3422.2	1641.4238	-1780.7762	0.324159903032291	-1.05997629911244
C1orf95	3032.2864	1283.559	-1748.7274	0.29740615824654	-1.2402564104768
CA14	2453.8	749.9066	-1703.8934	0.234074680871213	-1.71023483924055
SERINC2	2243.1823	540.9594	-1702.2229	0.194300239818972	-2.05195464450559
CCDC48	4970.8	3274.0235	-1696.7765	0.397100495844453	-0.602413380553604
CHRDL2	1728.6078	42.918	-1685.6898	0.0242265734995223	-5.33188391863702
SLIT1	2324.718	740.1756	-1584.5424	0.24150123841167	-1.65111623778533
AMPD3	1991.5406	432.9297	-1558.6109	0.178566716201885	-2.20168020976602
TNFRSF8	3173.6	1641.1356	-1532.4644	0.34085684788174	-0.951425855112084
VMO1	2910.054	1431.0768	-1478.9772	0.329655305479393	-1.02394482690041
ARL10	1473.8326	0	-1473.8326	0	-8
PPM1E	1450.232	16.3087	-1433.9233	0.0111205232831247	-6.47449811631116
ZBTB16	1544.8675	135.4194	-1409.4481	0.0805930225368061	-3.51197676917963
CR1	1399.3686	0	-1399.3686	0	-8
CD34	1483.0081	93.8574	-1389.1507	0.0595215000898935	-3.98191217144293
MIR4257	3359.3109	2010.5477	-1348.7632	0.374413527387853	-0.740576757054472
SYNC	1345.251	0	-1345.251	0	-8
C2orf89	1352.61	14.0344	-1338.5756	0.0102692404842108	-6.590634727763
COL9A2	2428.502	1112.3475	-1316.1545	0.314147071204241	-1.12645911466561
MEGF11	1727.4446	414.0855	-1313.3591	0.193359645050051	-2.06063885345019
SHISA4	2935.6104	1641.4238	-1294.1866	0.358621703110717	-0.838712736311315
DENND5A	1796.283	513.38	-1282.903	0.222274851352773	-1.80691566273375
CECR6	1457.9876	189.0486	-1268.939	0.114781083743029	-2.94714937918361
KCNA1	1286.2872	29.5302	-1256.757	0.0224424756808962	-5.44487786339644
RHCG	1207.1836	0	-1207.1836	0	-8
SEZ6L	1206.491	0	-1206.491	0	-8
IQSEC2	1367.1842	166.2795	-1200.9047	0.108433932932354	-3.03952540954309
WIPF1	1417.0564	220.4366	-1196.6198	0.134618346460107	-2.68446149430607
B3GNT7	1521.6864	332.4775	-1189.2089	0.179313975425797	-2.19434245213467
SERPINB9	1181.9178	13.617	-1168.3008	0.0113898817499917	-6.43957699813819
HNF1B	1880.708	745.377	-1135.331	0.283835824049869	-1.33523366462202
DLG3	1124.2413	0	-1124.2413	0	-8
ARHGEF17	1115.2902	0	-1115.2902	0	-8
PCSK9	2974.704	1867.1216	-1107.5824	0.385623472270459	-0.671930230182554
SCUBE2	1096.2873	0	-1096.2873	0	-8
LIPG	1090.0089	0	-1090.0089	0	-8
FGR	1613.22	526.0948	-1087.1252	0.245917431132622	-1.61654850143162
CBLB	1079.298	0	-1079.298	0	-8
NFIA	1070.2264	0	-1070.2264	0	-8
SLC16A8	1966.0052	910.8304	-1055.1748	0.316608429066993	-1.11001278857272
WHAMML1	5462	4429.8499	-1032.1501	0.447828257078587	-0.302171498436751
SCUBE3	1028.9052	0	-1028.9052	0	-8
LOC388242	1025.1197	0	-1025.1197	0	-8
NSFL1C	1411.6076	407.563	-1004.0446	0.224037811516963	-1.79224411298355
SMO	1002.3958	0	-1002.3958	0	-8
PDYN	1356.0463	355.5585	-1000.4878	0.207733993267605	-1.93124758685666
CORO2A	1090.6698	92.3868	-998.283	0.0780916145516622	-3.56138384436207
CYBRD1	1427.6017	453.8695	-973.7322	0.241231170586082	-1.65324407683821
SEMA5B	1194.6375	222.7968	-971.8407	0.157183158330513	-2.42277249748988
DLK2	1777.506	811.92	-965.586	0.313552115410906	-1.13044494161482
NODAL	1637.3364	678.2013	-959.1351	0.292891495569258	-1.27156530721352
DYSF	2265.5154	1308.3296	-957.1858	0.366084595162913	-0.792113261163129
STAT5A	1252.44	297.2074	-955.2326	0.191790338886123	-2.07519954833613
MIR3663	947.457	0	-947.457	0	-8
CLIC6	2499.8796	1560.179	-939.7006	0.384274995439721	-0.680147053422237
FRMPD1	925.3645	0	-925.3645	0	-8
SH3PXD2A	1005.2715	86.724	-918.5475	0.0794179096891883	-3.53501008140134
CHST13	1227.0764	313.0215	-914.0549	0.203247793533125	-1.97089141887675
FLJ16341	1275.2347	364.2364	-910.9983	0.222167014715904	-1.80781578118347
LYSMD2	1371.1236	486.5196	-884.604	0.261901532005716	-1.49478879687618
PRR5L	882.5234	0	-882.5234	0	-8
KIRREL3	882.4734	0	-882.4734	0	-8
ST8SIA1	870.5826	0	-870.5826	0	-8
RFPL2	3016.3311	2146.381	-869.9501	0.415746793240708	-0.490888611786096
CSPG5	1198.584	329.535	-869.049	0.215647472480874	-1.86282741298262
SLIT2	868.1602	0	-868.1602	0	-8
TMEM176A	859.3992	0	-859.3992	0	-8
TMEM176B	859.3992	0	-859.3992	0	-8
NGB	857.28	0	-857.28	0	-8
MARCH4	842.479	0	-842.479	0	-8
TMEM130	1562.044	722.1256	-839.9184	0.316143599844775	-1.11311339881889
CTSH	867.9097	33.156	-834.7537	0.0367964289396434	-4.71020307494264
PAQR5	920.62	100.118	-820.502	0.0980839353487379	-3.20090440818287
SLC35D3	815.9284	0	-815.9284	0	-8
PLXNA4	2215.1085	1408.8277	-806.2808	0.388756209339447	-0.652882185858599
RAB11FIP4	800.5179	0	-800.5179	0	-8
HSPA12A	895.178	94.977	-800.201	0.0959213456479036	-3.23652448870156
SCARA3	785.9064	0	-785.9064	0	-8
MIXL1	783.1296	0	-783.1296	0	-8
NRCAM	1933.4116	1163.2517	-770.1599	0.375646813135932	-0.73298550713105
NTRK2	1036.0547	285.7491	-750.3056	0.216181176056537	-1.85827931457386
ATF3	2161.165	1411.3122	-749.8528	0.395051422581507	-0.614772057347391
PKDCC	733.3291	0	-733.3291	0	-8
CLTCL1	934.4433	207.9146	-726.5287	0.182004781513745	-2.1681160575667
GADD45G	1275.5972	554.097	-721.5002	0.302835850930718	-1.20296237480321
GPR161	737.6116	20.6421	-716.9695	0.0272232103845982	-5.15919969015406
CNTD2	710.038	0	-710.038	0	-8
FKBP1B	709.182	0	-709.182	0	-8
PCP4L1	706.563	0	-706.563	0	-8
ATP4B	1675.112	989.2288	-685.8832	0.371284634458174	-0.759881411636927
REL	1042.5135	364.2364	-678.2771	0.25892050889785	-1.51711905542982
SUSD4	877.7753	202.0059	-675.7694	0.187080401103483	-2.11945424382722
MYH11	674.655	0	-674.655	0	-8
KIFC3	667.9176	0	-667.9176	0	-8
ATP8B1	664.173	0	-664.173	0	-8
MGLL	664.098	0	-664.098	0	-8
MAP6	5960	5296.294	-663.706	0.470518449500342	-0.170329121576795
OLFML2A	653.952	0	-653.952	0	-8
MACF1	649.6704	0	-649.6704	0	-8
NRIP3	644.8182	0	-644.8182	0	-8
NTN4	973.7494	338.1345	-635.6149	0.257747274739785	-1.52595331172144
KCNK12	627.585	0	-627.585	0	-8
AIM1	2433.2457	1806.7405	-626.5052	0.426119429350973	-0.429492697051046
GPR150	805.6658	190.8468	-614.819	0.191514688324061	-2.07776651879558
FAM160A1	1217.5775	603.4022	-614.1753	0.331361299634477	-1.01282174251974
VSTM1	597.894	0	-597.894	0	-8
SLC6A4	586.725	0	-586.725	0	-8
DOCK3	842.766	258.3612	-584.4048	0.234633382955212	-1.70574268600177
CXCL14	775.6322	191.7799	-583.8523	0.198240129516677	-2.01592117467579
MYO1E	570.6139	0	-570.6139	0	-8
IL17RD	664.8019	97.8592	-566.9427	0.128312824660914	-2.76414511144376
C7orf57	557.5383	0	-557.5383	0	-8
TMEM163	551.0401	0	-551.0401	0	-8
RCVRN	550.9424	0	-550.9424	0	-8
TPM1	2256.6225	1706.005	-550.6175	0.430523686619547	-0.403543221948114
ENAH	547.0547	0	-547.0547	0	-8
IGFBP2	677.7556	138.5272	-539.2284	0.169704911092087	-2.29059584929513
SMAGP	528.408	0	-528.408	0	-8
SCN8A	516.77	0	-516.77	0	-8
KCNH8	506.584	0	-506.584	0	-8
SHOX2	989.724	486.243	-503.481	0.32944029236426	-1.02534878215186
ARHGEF3	600.006	97.8592	-502.1468	0.140226507927319	-2.61619753371492
SNTB1	623.3868	130.35	-493.0368	0.172938351955218	-2.25773702384445
C2CD4A	486.6831	0	-486.6831	0	-8
RIMKLB	475.2168	0	-475.2168	0	-8
RARRES2	474.6064	0	-474.6064	0	-8
COL12A1	1416.5922	944.7958	-471.7964	0.400101889227861	-0.584350047197319
LOC646903	465.006	0	-465.006	0	-8
PFN2	465.006	0	-465.006	0	-8
ZDHHC22	962.4383	497.4509	-464.9874	0.340745653848251	-0.952139921303808
ALDH1A3	461.0682	0	-461.0682	0	-8
ACAN	1505.7772	1056.3589	-449.4183	0.412296169590679	-0.511408243215216
GJA3	441.6753	0	-441.6753	0	-8
IL20RA	494.6932	57.9744	-436.7188	0.104899219711812	-3.09304617946109
FRAS1	434.928	0	-434.928	0	-8
ARHGEF7	519.957	86.928	-433.029	0.143236362737586	-2.58049946130413
RPRML	429.264	0	-429.264	0	-8
TRANK1	540.3452	114.56	-425.7852	0.174926080904534	-2.23777797106965
COPZ2	424.5388	0	-424.5388	0	-8
MIR152	424.5388	0	-424.5388	0	-8
RPP25	411.6672	0	-411.6672	0	-8
TCF7L1	641.478	231.683	-409.795	0.265338236590961	-1.46924759906604
FBP1	409.7549	0	-409.7549	0	-8
CLEC18A	407.1168	0	-407.1168	0	-8
PDPN	404.3496	0	-404.3496	0	-8
SORBS3	18515	18113.9876	-401.012399999996	0.494526023973428	-0.031590374426321
CHAT	1167.6435	778.8312	-388.8123	0.400123977979267	-0.584217279134748
C6orf123	386.8296	0	-386.8296	0	-8
PRKCB	636.108	253.8935	-382.2145	0.285273114708234	-1.32504827005117
TMEM132E	3132.9203	2762.6298	-370.2905	0.468595763438598	-0.181465818706802
TMEM200C	846.5109	481.0014	-365.5095	0.36233291397752	-0.815487551835276
EPB41L4B	362.4012	0	-362.4012	0	-8
RHBDL3	703.494	350.3124	-353.1816	0.332425766250803	-1.00589606288689
SCN5A	350.1029	0	-350.1029	0	-8
AHNAK	454.3968	114.1788	-340.218	0.200815511604789	-1.99265786993961
RIN3	325.0884	0	-325.0884	0	-8
HOXD11	399.204	76.4472	-322.7568	0.160721133469231	-2.38459060979352
PRRX1	313.548	0	-313.548	0	-8
ADAMTSL4	2307.3225	2010.5477	-296.7748	0.465634122118817	-0.198631102751962
RASGRF1	1122.6465	829.104	-293.5425	0.424800198590957	-0.437278737087237
NMUR1	287.153	0	-287.153	0	-8
RASSF5	1405.3284	1131.975	-273.3534	0.446133087592126	-0.312065205577484
CXCL12	272.8248	0	-272.8248	0	-8
ATXN7L1	284.8235	28.0072	-256.8163	0.0895282975743749	-3.34619852067809
SPOCK2	588.3056	334.0351	-254.2705	0.362160208261437	-0.816566061835924
VGLL2	250.3332	0	-250.3332	0	-8
HELT	6546	6300.5032	-245.496800000001	0.4904449951797	-0.0551465459679564
ADAP2	759.5911	518.7249	-240.8662	0.405787692558022	-0.550253377697159
RPSAP52	466.884	228.1534	-238.7306	0.32826060870969	-1.03305999527033
HSPG2	232.8213	0	-232.8213	0	-8
SLC1A2	232.6602	0	-232.6602	0	-8
DZIP1	237.3049	7.623	-229.6819	0.031123444899499	-4.96023920404968
TCF7	882.3804	653.4242	-228.9562	0.425460504545956	-0.433380858280476
LOC285830	1418.6882	1193.2637	-225.4245	0.456847501671068	-0.249644647765906
CPNE2	940.2974	715.1945	-225.1029	0.432013288618325	-0.394781486826565
CKMT1B	853.254	628.42	-224.834	0.424128384516432	-0.441246176244544
JPH2	221.12	0	-221.12	0	-8
KIAA1045	217.761	0	-217.761	0	-8
HAAO	206.9408	0	-206.9408	0	-8
TMPRSS2	2656.1396	2463.8292	-192.3104	0.481219573056773	-0.108428725521695
TBX5	172.0763	0	-172.0763	0	-8
GRM8	1271.074	1103.0802	-167.9938	0.464620284562814	-0.204510337694361
SLC26A9	1805.9424	1651.7139	-154.2285	0.47769753749093	-0.128788065826114
PTK7	1544.0052	1401.5075	-142.4977	0.475811053199669	-0.139698146614036
PTPN3	405.7872	274.1912	-131.596	0.403235161587486	-0.565541088539122
ABCC8	385.9155	270.757	-115.1585	0.412316641857242	-0.511286352836181
MAMLD1	220.9188	107.7804	-113.1384	0.32789979409746	-1.03542134997329
NTRK3	513.2708	412.1564	-101.1144	0.445368798323628	-0.316528290563531
VCAN	490.945	395.9577	-94.9873	0.446449988256885	-0.310215094124816
FAM167A	715.6	621.5832	-94.0168	0.464845205952333	-0.203205875928985
ARHGEF40	376.22	287.028	-89.1920000000001	0.43276119943068	-0.390385064352151
C11orf95	1050.5025	965.1724	-85.3301000000001	0.478833367424479	-0.122221029306811
EFHD2	498.9292	421.344	-77.5852	0.457846648147528	-0.24383652488792
GNG4	558.1117	493.642	-64.4697	0.469351331970593	-0.177088743761647
CLEC2L	321.2276	272.688	-48.5396	0.459135944568555	-0.236344641172263
PLA2G2E	1495.3575	1457.3504	-38.0071000000003	0.493564026431466	-0.0371426400442592
FAM78B	450.99	420.304	-30.686	0.482390559328998	-0.101662257752365
F2R	323.0964	304.9376	-18.1588	0.485543139384173	-0.0834506246542267
KCNA2	363.4736	350.2752	-13.1983999999999	0.490754170094577	-0.0533617345654053
DHRS3	675.8605	667.2064	-8.65409999999997	0.496778231970425	-0.0185923723527056
ABCC1	0	0	0	NA	1
ABP1	0	0	0	NA	1
ACBD3	0	0	0	NA	1
ACTR3C	0	0	0	NA	1
ADAMTS4	0	0	0	NA	1
AHCYL2	0	0	0	NA	1
AICDA	0	0	0	NA	1
AKIRIN1	0	0	0	NA	1
APOA2	0	0	0	NA	1
ARPC5L	0	0	0	NA	1
ASCL3	0	0	0	NA	1
B4GALT3	0	0	0	NA	1
BIN2	0	0	0	NA	1
BLMH	0	0	0	NA	1
BOLA2B	0	0	0	NA	1
BPHL	0	0	0	NA	1
BUB1B	0	0	0	NA	1
C11orf16	0	0	0	NA	1
C11orf17	0	0	0	NA	1
C15orf42	0	0	0	NA	1
C16orf63	0	0	0	NA	1
C16orf75	0	0	0	NA	1
C18orf32	0	0	0	NA	1
C20orf111	0	0	0	NA	1
C2CD4B	0	0	0	NA	1
C2orf44	0	0	0	NA	1
C2orf52	0	0	0	NA	1
C2orf57	0	0	0	NA	1
C6orf124	0	0	0	NA	1
C7orf29	0	0	0	NA	1
C8orf12	0	0	0	NA	1
C9orf131	0	0	0	NA	1
C9orf3	0	0	0	NA	1
CACNG6	0	0	0	NA	1
CBX1	0	0	0	NA	1
CCDC47	0	0	0	NA	1
CELA1	0	0	0	NA	1
CELA3A	0	0	0	NA	1
CELA3B	0	0	0	NA	1
CLTB	0	0	0	NA	1
CLU	0	0	0	NA	1
COMMD9	0	0	0	NA	1
COX5A	0	0	0	NA	1
CR2	0	0	0	NA	1
DAZAP2	0	0	0	NA	1
DCTN1	0	0	0	NA	1
DCTN4	0	0	0	NA	1
DDX42	0	0	0	NA	1
DEF6	0	0	0	NA	1
DNAJB5	0	0	0	NA	1
EVI2A	0	0	0	NA	1
EVI2B	0	0	0	NA	1
FAF2	0	0	0	NA	1
FAM102A	0	0	0	NA	1
FAM54B	0	0	0	NA	1
FAM81A	0	0	0	NA	1
FBP2	0	0	0	NA	1
FBXO10	0	0	0	NA	1
FCER1G	0	0	0	NA	1
FLJ46111	0	0	0	NA	1
GDAP1L1	0	0	0	NA	1
GDPD2	0	0	0	NA	1
GIMAP1	0	0	0	NA	1
GIMAP5	0	0	0	NA	1
GJB2	0	0	0	NA	1
GJB6	0	0	0	NA	1
GSTZ1	0	0	0	NA	1
HIGD2A	0	0	0	NA	1
HSPC157	0	0	0	NA	1
HUS1	0	0	0	NA	1
IL6R	0	0	0	NA	1
KATNB1	0	0	0	NA	1
KBTBD12	0	0	0	NA	1
KCNK18	0	0	0	NA	1
KIAA1191	0	0	0	NA	1
KIAA1522	0	0	0	NA	1
LIN9	0	0	0	NA	1
LOC100128542	0	0	0	NA	1
LOC100129034	0	0	0	NA	1
LOC100189589	0	0	0	NA	1
LOC283761	0	0	0	NA	1
LOC285972	0	0	0	NA	1
LOC340074	0	0	0	NA	1
LOC375190	0	0	0	NA	1
LOC407835	0	0	0	NA	1
LOC440354	0	0	0	NA	1
LOC606724	0	0	0	NA	1
LOC728743	0	0	0	NA	1
LRRC38	0	0	0	NA	1
LRRC61	0	0	0	NA	1
LRRK1	0	0	0	NA	1
MAP3K10	0	0	0	NA	1
MFAP5	0	0	0	NA	1
MFSD2B	0	0	0	NA	1
MIR1260	0	0	0	NA	1
MIR140	0	0	0	NA	1
MIR1539	0	0	0	NA	1
MIR181A2	0	0	0	NA	1
MIR181B2	0	0	0	NA	1
MIR1972-1	0	0	0	NA	1
MIR3167	0	0	0	NA	1
MIR3622A	0	0	0	NA	1
MIR3622B	0	0	0	NA	1
MIR641	0	0	0	NA	1
MIR935	0	0	0	NA	1
MLL	0	0	0	NA	1
MLLT4	0	0	0	NA	1
MPZ	0	0	0	NA	1
NDST2	0	0	0	NA	1
NDUFS2	0	0	0	NA	1
NDUFS5	0	0	0	NA	1
NFE2L1	0	0	0	NA	1
NOP16	0	0	0	NA	1
NR1I3	0	0	0	NA	1
NR6A1	0	0	0	NA	1
OMG	0	0	0	NA	1
OXER1	0	0	0	NA	1
P2RY2	0	0	0	NA	1
P2RY6	0	0	0	NA	1
PEX7	0	0	0	NA	1
PFN4	0	0	0	NA	1
PKD1L1	0	0	0	NA	1
POMT2	0	0	0	NA	1
POU6F1	0	0	0	NA	1
PPCDC	0	0	0	NA	1
PPOX	0	0	0	NA	1
RBBP4	0	0	0	NA	1
RELT	0	0	0	NA	1
REPIN1	0	0	0	NA	1
RIBC1	0	0	0	NA	1
RIPK1	0	0	0	NA	1
RNF157	0	0	0	NA	1
RPL17	0	0	0	NA	1
RPL17-C18ORF32	0	0	0	NA	1
RPL35	0	0	0	NA	1
SCAMP5	0	0	0	NA	1
SDHC	0	0	0	NA	1
SF3B14	0	0	0	NA	1
SIRPA	0	0	0	NA	1
SLC18A2	0	0	0	NA	1
SLC4A5	0	0	0	NA	1
SLX1A-SULT1A3	0	0	0	NA	1
SLX1B	0	0	0	NA	1
SMARCAL1	0	0	0	NA	1
SMC1A	0	0	0	NA	1
SNORD58A	0	0	0	NA	1
SNORD58B	0	0	0	NA	1
SNORD58C	0	0	0	NA	1
SNX11	0	0	0	NA	1
SPATA12	0	0	0	NA	1
ST5	0	0	0	NA	1
SULT1A4	0	0	0	NA	1
SUN3	0	0	0	NA	1
TAS2R41	0	0	0	NA	1
TCP11	0	0	0	NA	1
TFCP2	0	0	0	NA	1
TMEM9B	0	0	0	NA	1
TMIGD1	0	0	0	NA	1
TOMM40L	0	0	0	NA	1
TOMM5	0	0	0	NA	1
TP53I3	0	0	0	NA	1
TSPAN33	0	0	0	NA	1
TTC9B	0	0	0	NA	1
U58	0	0	0	NA	1
UPP1	0	0	0	NA	1
USP21	0	0	0	NA	1
VAX1	0	0	0	NA	1
VPS13C	0	0	0	NA	1
WDR38	0	0	0	NA	1
WWP2	0	0	0	NA	1
ZBTB8OS	0	0	0	NA	1
ZNF76	0	0	0	NA	1
ZNF775	0	0	0	NA	1
TACR2	1494.4711	1500.1548	5.68369999999982	0.500948983310403	0.00547638063903799
CLDN10	0	7.623	7.623	1	8
DNAJC3	0	7.623	7.623	1	8
DKFZP686I15217	0	13.617	13.617	1	8
MGC39372	0	13.617	13.617	1	8
NQO2	0	13.617	13.617	1	8
SERPINB1	0	13.617	13.617	1	8
SERPINB6	0	13.617	13.617	1	8
KCMF1	0	14.0344	14.0344	1	8
TMSB10	0	14.0344	14.0344	1	8
ANXA9	0	20.1469	20.1469	1	8
FAM63A	0	20.1469	20.1469	1	8
LASS2	0	20.1469	20.1469	1	8
PRUNE	0	20.1469	20.1469	1	8
SFT2D2	0	20.6421	20.6421	1	8
TIPRL	0	20.6421	20.6421	1	8
SNTG2	227.3964	255.2142	27.8178	0.52882012952057	0.166499187670477
CDHR3	0	28.0072	28.0072	1	8
KCNA6	0	29.5302	29.5302	1	8
PLLP	0	40.9239	40.9239	1	8
RNF169	0	42.918	42.918	1	8
CORO2B	361.7448	410.5216	48.7768	0.531580294053969	0.182485854336721
MIR1180	0	53.6201	53.6201	1	8
CDX2	207.0465	264.0372	56.9907	0.560488932221599	0.350786389111167
NHEG1	0	57.9744	57.9744	1	8
NSL1	0	60.1542	60.1542	1	8
TATDN3	0	60.1542	60.1542	1	8
NTF3	581.4724	642.1835	60.7111	0.524807259949468	0.143274882744025
ITGA7	193.496	260.2054	66.7094	0.573516854918235	0.427347159471874
ABTB2	869.9515	936.9483	66.9968	0.518539157511667	0.107034470794574
LRP4	1133.5432	1201.4904	67.9471999999998	0.514549512263978	0.0839857471849
SOX9	739.032	810.16	71.1279999999999	0.522956483121524	0.132570022401239
EVX2	0	76.4472	76.4472	1	8
HOXD1	0	76.4472	76.4472	1	8
HOXD10	0	76.4472	76.4472	1	8
HOXD12	0	76.4472	76.4472	1	8
HOXD13	0	76.4472	76.4472	1	8
HOXD3	0	76.4472	76.4472	1	8
HOXD4	0	76.4472	76.4472	1	8
HOXD8	0	76.4472	76.4472	1	8
HOXD9	0	76.4472	76.4472	1	8
LOC401022	0	76.4472	76.4472	1	8
MIR10B	0	76.4472	76.4472	1	8
EPHB1	518.982	596.856	77.874	0.534894850327736	0.201698400722241
LOC100302401	717.1364	800.6688	83.5324000000001	0.527517496975238	0.158958042243921
RASAL2	717.1364	800.6688	83.5324000000001	0.527517496975238	0.158958042243921
OBFC1	0	86.724	86.724	1	8
ID1	821.3143	912.987	91.6727	0.52642928884387	0.152659900627963
TBC1D2	0	92.3868	92.3868	1	8
TRIM14	0	92.3868	92.3868	1	8
SUSD1	0	93.0372	93.0372	1	8
LOC148696	0	93.8574	93.8574	1	8
C10orf82	0	94.977	94.977	1	8
ADIPOR1	0	96.3359	96.3359	1	8
KLHL12	0	96.3359	96.3359	1	8
APPL1	0	97.8592	97.8592	1	8
HESX1	0	97.8592	97.8592	1	8
SLC8A3	274.939	375.1418	100.2028	0.577069496591808	0.448324456429086
MTERFD1	0	105.4548	105.4548	1	8
PTDSS1	0	105.4548	105.4548	1	8
GJB3	1476.2907	1582.733	106.4423	0.517398083578104	0.100441065811571
C1orf158	873.1385	979.9323	106.7938	0.528815358808741	0.166471565183541
MIR558	0	108.8689	108.8689	1	8
B3GAT3	0	114.1788	114.1788	1	8
EEF1G	0	114.1788	114.1788	1	8
EML3	0	114.1788	114.1788	1	8
GANAB	0	114.1788	114.1788	1	8
MTA2	0	114.1788	114.1788	1	8
ROM1	0	114.1788	114.1788	1	8
TUT1	0	114.1788	114.1788	1	8
EPM2AIP1	0	114.56	114.56	1	8
MLH1	0	114.56	114.56	1	8
ERBB3	745.7723	865.4944	119.7221	0.537151546668221	0.214789272455004
MMS19	680.7426	804.96	124.2174	0.541804261498903	0.241807700171835
UBTD1	680.7426	804.96	124.2174	0.541804261498903	0.241807700171835
BMS1P1	0	131.4355	131.4355	1	8
HTR3A	0	135.4194	135.4194	1	8
GCH1	0	136.896	136.896	1	8
MIR4308	0	136.896	136.896	1	8
NR4A2	0	137.2904	137.2904	1	8
IGFBP5	0	138.5272	138.5272	1	8
PDCD5	0	143.55	143.55	1	8
C7orf64	0	144.373	144.373	1	8
FAM133B	0	144.373	144.373	1	8
GATAD1	0	144.373	144.373	1	8
LOC728066	0	144.373	144.373	1	8
MGC16142	0	144.373	144.373	1	8
PEX1	0	144.373	144.373	1	8
TLL2	662.4828	808.665	146.1822	0.549683043403253	0.287659172771527
KCNH7	0	146.3733	146.3733	1	8
VPS13D	0	154.2568	154.2568	1	8
APOB	0	156.5107	156.5107	1	8
OSTalpha	663.264	822.6598	159.3958	0.553635253705473	0.310712723860914
PACSIN2	0	159.9176	159.9176	1	8
TTLL1	0	159.9176	159.9176	1	8
KDM5C	0	166.2795	166.2795	1	8
C4orf38	48.741	226.2567	177.5157	0.822758517616693	2.21475275877971
PPP2R2D	0	185.6048	185.6048	1	8
ERCC6L	0	187.85	187.85	1	8
RPS4X	0	187.85	187.85	1	8
CECR1	0	189.0486	189.0486	1	8
CECR4	0	189.0486	189.0486	1	8
CECR5	0	189.0486	189.0486	1	8
CECR7	0	189.0486	189.0486	1	8
IL17RA	0	189.0486	189.0486	1	8
ARSK	0	190.8468	190.8468	1	8
RFESD	0	190.8468	190.8468	1	8
SPATA9	0	190.8468	190.8468	1	8
TTC37	0	190.8468	190.8468	1	8
HK1	0	191.0871	191.0871	1	8
C5orf20	0	191.7799	191.7799	1	8
H2AFY	0	191.7799	191.7799	1	8
NEUROG1	0	191.7799	191.7799	1	8
TIFAB	0	191.7799	191.7799	1	8
C1orf94	0	196.911	196.911	1	8
CSMD2	0	196.911	196.911	1	8
ARPP19	0	197.8525	197.8525	1	8
KIAA1370	0	197.8525	197.8525	1	8
MYO5A	0	197.8525	197.8525	1	8
C7orf28B	0	200.1538	200.1538	1	8
RSPH10B2	0	200.1538	200.1538	1	8
C1orf65	0	202.0059	202.0059	1	8
LRRCC1	0	203.4256	203.4256	1	8
INPP5K	0	204.174	204.174	1	8
