#KMS-12-BM Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/KMS-12-BM.H3K27ac_ROSE/KMS-12-BM_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by KMS.12.BM.jin.bam
#Using cutoff of 25841.2518 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS.12.BM.jin.bam	enhancerRank	isSuperStretch
6_MACS_peak_12027_lociStitched	chr17	47814684	47828647	6	12956	59148.6643	50	1
5_MACS_peak_8585_lociStitched	chr14	106145334	106155217	5	9389	139257.3998	51	1
4_MACS_peak_8180_lociStitched	chr14	75950761	75963858	4	12751	48423.5381	52	1
3_MACS_peak_19579_lociStitched	chr3	13046755	13059609	3	12408	59403.4756	53	1
5_MACS_peak_20628_lociStitched	chr3	141094113	141106913	5	12592	46689.28	54	1
3_MACS_peak_14473_lociStitched	chr19	39891466	39904305	3	12564	47284.7531	55	1
8_MACS_peak_3860_lociStitched	chr10	125821711	125835058	8	12754	26815.4577	56	1
5_MACS_peak_26332_lociStitched	chr7	150123534	150135652	5	11814	75979.86	57	1
8_MACS_peak_1472_lociStitched	chr1	118147619	118160816	8	12581	34700.1918	58	1
9_MACS_peak_20971_lociStitched	chr3	193847777	193860506	9	12153	49406.3406	59	1
3_MACS_peak_20968_lociStitched	chr3	193812555	193823915	3	11346	79648.368	60	1
3_MACS_peak_4704_lociStitched	chr11	65257458	65269437	3	11917	56179.1142	61	1
4_MACS_peak_14242_lociStitched	chr19	29089331	29102154	4	12240	36812.2684	62	1
10_MACS_peak_19493_lociStitched	chr3	5227714	5241402	10	12194	39288.6664	63	1
5_MACS_peak_18768_lociStitched	chr22	27003003	27015203	5	12072	45258.34	64	1
4_MACS_peak_26262_lociStitched	chr7	142498309	142510141	4	11548	58495.0416	65	1
5_MACS_peak_28502_lociStitched	chr9	134599424	134611810	5	11659	44105.3074	66	1
3_MACS_peak_23537_lociStitched	chr6	25403393	25415139	3	11662	41914.4264	67	1
1_MACS_peak_15500_lociStitched	chr2	43353970	43364796	1	10827	71547.9514	68	1
6_MACS_peak_11893_lociStitched	chr17	43382967	43395376	6	11540	34856.881	69	1
2_MACS_peak_26193_lociStitched	chr7	137664429	137675496	2	10964	60300.7629	70	1
4_MACS_peak_23658_lociStitched	chr6	27774374	27785954	4	11242	45998.076	71	1
4_MACS_peak_10467_lociStitched	chr16	56944280	56955757	4	11332	36997.2572	73	1
5_MACS_peak_10789_lociStitched	chr16	81847141	81858580	5	11281	29125.9818	74	1
2_MACS_peak_24167_lociStitched	chr6	52355015	52366005	2	10975	41733.426	76	1
3_MACS_peak_25376_lociStitched	chr7	45031173	45041865	3	10615	57360.4416	77	1
3_MACS_peak_13943_lociStitched	chr19	16474680	16485296	3	10607	56163.948	78	1
6_MACS_peak_8311_lociStitched	chr14	91831221	91843304	6	10827	42724.2797	79	1
5_MACS_peak_483_lociStitched	chr1	23937054	23948893	5	10855	40579.3564	80	1
4_MACS_peak_25470_lociStitched	chr7	55631602	55642443	4	10620	51350.5647	81	1
3_MACS_peak_24349_lociStitched	chr6	90059214	90070100	3	10671	45982.464	83	1
3_MACS_peak_12745_lociStitched	chr18	9060386	9070944	3	10538	51947.4716	84	1
6_MACS_peak_13681_lociStitched	chr19	10520783	10532467	6	10819	35975.036	85	1
4_MACS_peak_23390_lociStitched	chr6	7958018	7968968	4	10699	40624.5	86	1
4_MACS_peak_1869_lociStitched	chr1	156465145	156476209	4	10652	42763.4664	87	1
1_MACS_peak_12108_lociStitched	chr17	56407522	56417976	1	10455	51024.9286	88	1
4_MACS_peak_7582_lociStitched	chr13	115023093	115033823	4	10448	48662.696	90	1
3_MACS_peak_1648_lociStitched	chr1	150532053	150542746	3	10231	57389.331	91	1
2_MACS_peak_27070_lociStitched	chr8	103540081	103550432	2	10342	52511.6581	92	1
4_MACS_peak_6623_lociStitched	chr12	109021939	109032424	4	10354	51525.387	93	1
6_MACS_peak_26985_lociStitched	chr8	95952988	95963899	6	10530	41395.2429	94	1
3_MACS_peak_4909_lociStitched	chr11	69452532	69463056	3	10488	37562.2608	95	1
2_MACS_peak_1480_lociStitched	chr1	118171025	118181573	2	10535	33971.9436	96	1
5_MACS_peak_10183_lociStitched	chr16	27234884	27246350	5	10556	30569.5026	97	1
4_MACS_peak_14230_lociStitched	chr19	29031337	29041991	4	10516	30670.7352	98	1
3_MACS_peak_20964_lociStitched	chr3	193797800	193807961	3	10036	52135.0749	99	1
1_MACS_peak_13135_lociStitched	chr18	60821228	60830754	1	9527	68806.298	100	1
5_MACS_peak_26195_lociStitched	chr7	137676273	137688031	5	10337	32359.1918	101	1
5_MACS_peak_10007_lociStitched	chr16	11827142	11838108	5	10336	27682.5704	102	1
8_MACS_peak_24452_lociStitched	chr6	106530622	106541510	8	10274	28098.6616	103	1
2_MACS_peak_26328_lociStitched	chr7	150069421	150079560	2	9911	46086.8245	104	1
1_MACS_peak_8085_lociStitched	chr14	72982397	72991773	1	9377	63112.6688	106	1
5_MACS_peak_27587_lociStitched	chr9	33158126	33168898	5	9938	28115.9972	107	1
2_MACS_peak_2301_lociStitched	chr1	203288433	203297655	2	9196	61564.2276	108	1
2_MACS_peak_18383_lociStitched	chr21	44579851	44589058	2	9168	62072.6733	109	1
3_MACS_peak_25426_lociStitched	chr7	50342790	50352338	3	9511	46873.9964	110	1
1_MACS_peak_25938_lociStitched	chr7	105696826	105705953	1	9128	58703.0386	112	1
1_MACS_peak_17797_lociStitched	chr20	46038961	46048326	1	9366	49403.1845	113	1
1_MACS_peak_9818_lociStitched	chr16	2556411	2565440	1	9030	61327.6767	114	1
1_MACS_peak_6597_lociStitched	chr12	105717678	105726537	1	8860	65847.1752	115	1
2_MACS_peak_5452_lociStitched	chr11	128336973	128346375	2	9395	45434.2248	116	1
1_MACS_peak_8592_lociStitched	chr14	106161533	106168269	1	6737	105981.5296	117	1
5_MACS_peak_23990_lociStitched	chr6	37121043	37130750	5	9410	38400.892	118	1
3_MACS_peak_28150_lociStitched	chr9	112903245	112912712	3	9443	33138.2868	119	1
1_MACS_peak_5991_lociStitched	chr12	48200401	48209676	1	9276	41082.685	120	1
4_MACS_peak_2248_lociStitched	chr1	200855657	200865398	4	9466	26637.7386	121	1
3_MACS_peak_13191_lociStitched	chr18	74806240	74815990	3	9370	29491.8	123	1
3_MACS_peak_19107_lociStitched	chr22	39539743	39549548	3	9229	37411.958	124	1
2_MACS_peak_5219_lociStitched	chr11	111236864	111246087	2	9129	40238.1044	126	1
4_MACS_peak_24884_lociStitched	chr6	157976885	157986352	4	9168	38119.8222	127	1
2_MACS_peak_24472_lociStitched	chr6	106609261	106618188	2	8923	49168.1306	128	1
2_MACS_peak_23278_lociStitched	chr6	182980	192215	2	9222	32413.003	129	1
3_MACS_peak_25175_lociStitched	chr7	26002366	26011333	3	8814	51629.2959	130	1
2_MACS_peak_11463_lociStitched	chr17	27064139	27073091	2	8863	48586.98	131	1
4_MACS_peak_23286_lociStitched	chr6	251424	260696	4	9219	30053.3336	132	1
1_MACS_peak_11889_lociStitched	chr17	43298321	43307351	1	9031	40354.167	133	1
3_MACS_peak_4717_lociStitched	chr11	65335954	65345292	3	9117	35573.111	134	1
2_MACS_peak_19315_lociStitched	chr22	46981461	46990651	2	9170	29629.479	135	1
3_MACS_peak_18415_lociStitched	chr21	45195406	45204758	3	9157	27606.1688	136	1
5_MACS_peak_9579_lociStitched	chr15	89652536	89662536	5	8962	36530	140	1
3_MACS_peak_1383_lociStitched	chr1	111172821	111181788	3	8900	37503.5808	142	1
2_MACS_peak_6805_lociStitched	chr12	120553540	120562336	2	8741	42181.218	143	1
1_MACS_peak_8517_lociStitched	chr14	103571363	103580241	1	8879	32682.5814	145	1
2_MACS_peak_6963_lociStitched	chr12	125398432	125406937	2	8497	47605.0365	147	1
3_MACS_peak_12713_lociStitched	chr18	2634832	2643779	3	8855	27277.6136	148	1
5_MACS_peak_14644_lociStitched	chr19	45249815	45258879	5	8812	25923.04	149	1
4_MACS_peak_2582_lociStitched	chr1	226308046	226316984	4	8552	40331.8312	151	1
1_MACS_peak_17759_lociStitched	chr20	43593757	43602411	1	8655	34971.6794	152	1
2_MACS_peak_15509_lociStitched	chr2	43417496	43426036	2	8279	51346.75	153	1
1_MACS_peak_10205_lociStitched	chr16	27457343	27466004	1	8662	33185.4876	154	1
3_MACS_peak_8608_lociStitched	chr14	106347374	106356325	3	8748	26849.4196	155	1
5_MACS_peak_21921_lociStitched	chr4	185201008	185210596	5	8709	28038.1884	156	1
1_MACS_peak_27974_lociStitched	chr9	95819775	95828140	1	8366	45085.677	157	1
4_MACS_peak_17373_lociStitched	chr20	17824461	17833402	4	8609	31492.8843	158	1
2_MACS_peak_24506_lociStitched	chr6	109191740	109200685	2	8623	26207.9555	161	1
3_MACS_peak_4059_lociStitched	chr11	326083	334571	3	8392	39257.8488	162	1
4_MACS_peak_18762_lociStitched	chr22	26984624	26993694	4	8549	30318.289	163	1
3_MACS_peak_14187_lociStitched	chr19	28890940	28899813	3	8578	26323.5291	165	1
3_MACS_peak_5485_lociStitched	chr11	130045273	130053420	3	8082	50536.6557	166	1
1_MACS_peak_25179_lociStitched	chr7	26190703	26198927	1	8225	44122.5824	167	1
3_MACS_peak_19102_lociStitched	chr22	39506183	39515167	3	8514	28260.9688	168	1
2_MACS_peak_3753_lociStitched	chr10	112599284	112607351	2	8050	50115.4308	169	1
3_MACS_peak_8227_lociStitched	chr14	81421143	81429377	3	8084	48719.7546	170	1
3_MACS_peak_27198_lociStitched	chr8	126159693	126168387	3	8481	29720.439	171	1
3_MACS_peak_13187_lociStitched	chr18	74772424	74781266	3	8505	26951.3002	173	1
5_MACS_peak_19186_lociStitched	chr22	42142237	42150906	5	8491	27459.9244	175	1
5_MACS_peak_24145_lociStitched	chr6	45386156	45394727	5	8334	34056.8685	177	1
2_MACS_peak_6455_lociStitched	chr12	94596097	94604417	2	8296	35151.168	178	1
3_MACS_peak_10180_lociStitched	chr16	27208929	27217370	3	8258	36314.0261	179	1
2_MACS_peak_420_lociStitched	chr1	21615688	21624015	2	8220	37951.1352	180	1
6_MACS_peak_6763_lociStitched	chr12	117237489	117246397	6	8349	26922.6484	181	1
2_MACS_peak_6716_lociStitched	chr12	113506956	113515628	2	8221	33075.8752	182	1
2_MACS_peak_5507_lociStitched	chr11	131791624	131799854	2	8221	31431.193	184	1
1_MACS_peak_27208_lociStitched	chr8	126441165	126448607	1	7443	60990.911	185	1
2_MACS_peak_5226_lociStitched	chr11	111283584	111291605	2	7900	45914.6103	186	1
2_MACS_peak_2379_lociStitched	chr1	206287267	206295240	2	7959	43444.0797	187	1
2_MACS_peak_26749_lociStitched	chr8	48509429	48517740	2	8269	27205.2274	188	1
3_MACS_peak_5272_lociStitched	chr11	115088496	115096911	3	8065	37550.2545	189	1
4_MACS_peak_17717_lociStitched	chr20	42375308	42383554	4	7841	45359.5968	190	1
3_MACS_peak_6549_lociStitched	chr12	104317834	104325748	3	7842	45234.0498	191	1
2_MACS_peak_25873_lociStitched	chr7	102080597	102088187	2	7506	55650.639	193	1
2_MACS_peak_25141_lociStitched	chr7	23507224	23515355	2	8005	35561.7416	194	1
4_MACS_peak_8505_lociStitched	chr14	103363626	103370932	4	7185	62822.8328	196	1
4_MACS_peak_19060_lociStitched	chr22	39264446	39272580	4	7897	35873.3802	198	1
3_MACS_peak_13584_lociStitched	chr19	7407904	7416008	3	7931	32928.9832	199	1
3_MACS_peak_3930_lociStitched	chr10	133885457	133893933	3	7965	30953.5044	200	1
4_MACS_peak_25274_lociStitched	chr7	35764034	35772563	4	7941	32312.1165	201	1
1_MACS_peak_25423_lociStitched	chr7	50301667	50309610	1	7944	29985.6193	203	1
3_MACS_peak_22045_lociStitched	chr5	1311500	1319159	3	7501	49127.1237	204	1
3_MACS_peak_11595_lociStitched	chr17	34415156	34423618	3	7779	37893.6822	205	1
2_MACS_peak_10628_lociStitched	chr16	68500419	68508353	2	7925	28658.4014	207	1
3_MACS_peak_1785_lociStitched	chr1	154908092	154916520	3	7880	31110.2764	208	1
2_MACS_peak_25912_lociStitched	chr7	104649227	104656456	2	6747	68397.1835	209	1
2_MACS_peak_5369_lociStitched	chr11	119185702	119193548	2	7810	33970.0416	210	1
3_MACS_peak_23366_lociStitched	chr6	7140670	7148910	3	7930	26248.52	211	1
2_MACS_peak_1623_lociStitched	chr1	149818560	149826275	2	7657	39901.98	212	1
2_MACS_peak_17795_lociStitched	chr20	45980328	45988180	2	7801	28961.3168	214	1
4_MACS_peak_2240_lociStitched	chr1	200829897	200837908	4	7743	31638.6434	215	1
3_MACS_peak_23635_lociStitched	chr6	27094371	27102603	3	7784	28396.284	217	1
3_MACS_peak_23294_lociStitched	chr6	335072	342847	3	7672	33792.4825	218	1
1_MACS_peak_24470_lociStitched	chr6	106588507	106595922	1	7416	43236.865	220	1
1_MACS_peak_7846_lociStitched	chr14	50527249	50534938	1	7690	30566.0817	221	1
2_MACS_peak_24131_lociStitched	chr6	44184596	44192388	2	7741	26555.136	222	1
4_MACS_peak_23570_lociStitched	chr6	26193709	26201661	4	7554	36270.6624	224	1
1_MACS_peak_13957_lociStitched	chr19	16694162	16701338	1	7177	50262.1392	225	1
1_MACS_peak_13810_lociStitched	chr19	12898759	12906212	1	7454	40005.4681	226	1
1_MACS_peak_8723_lociStitched	chr15	31554032	31560994	1	6963	56345.5546	227	1
2_MACS_peak_14749_lociStitched	chr19	47728673	47736307	2	7553	34914.8624	229	1
4_MACS_peak_9937_lociStitched	chr16	8158221	8166308	4	7597	32284.9214	230	1
3_MACS_peak_17999_lociStitched	chr20	56251976	56259654	3	7542	34833.5504	232	1
3_MACS_peak_23615_lociStitched	chr6	26532666	26540406	3	7661	27330.714	233	1
3_MACS_peak_19073_lociStitched	chr22	39376661	39384281	3	7421	38746.938	235	1
2_MACS_peak_25928_lociStitched	chr7	105446071	105453798	2	7553	32325.1318	236	1
1_MACS_peak_26991_lociStitched	chr8	95969691	95977331	1	7641	27104.428	237	1
2_MACS_peak_23772_lociStitched	chr6	31702009	31709543	2	7504	34644.3456	238	1
2_MACS_peak_25326_lociStitched	chr7	43685587	43692648	2	6995	51654.0394	240	1
3_MACS_peak_4479_lociStitched	chr11	58340225	58347744	3	7404	35996.4606	241	1
1_MACS_peak_19283_lociStitched	chr22	46448010	46455507	1	7498	29757.0924	244	1
2_MACS_peak_2423_lociStitched	chr1	207993568	208001213	2	7450	30544.833	246	1
2_MACS_peak_5851_lociStitched	chr12	26305680	26313295	2	7334	33623.271	249	1
2_MACS_peak_6547_lociStitched	chr12	104293706	104301394	2	7428	27958.1808	250	1
4_MACS_peak_5212_lociStitched	chr11	111044453	111051858	4	7200	38813.3075	251	1
3_MACS_peak_5321_lociStitched	chr11	117877381	117884846	3	7401	27800.4065	254	1
3_MACS_peak_7494_lociStitched	chr13	103243688	103250941	3	6998	44930.1591	255	1
3_MACS_peak_2716_lociStitched	chr1	234741821	234749285	3	7275	31375.6704	259	1
1_MACS_peak_3719_lociStitched	chr10	112112845	112119771	1	6927	45264.1804	261	1
4_MACS_peak_23900_lociStitched	chr6	34621016	34628581	4	7241	32142.172	262	1
1_MACS_peak_18113_lociStitched	chr20	62357911	62365202	1	7292	28180.4441	265	1
2_MACS_peak_3827_lociStitched	chr10	121461372	121468686	2	7267	29173.3518	266	1
3_MACS_peak_23297_lociStitched	chr6	388071	395225	3	7123	34610.3366	267	1
2_MACS_peak_5443_lociStitched	chr11	126333423	126340247	2	6820	45711.2464	268	1
1_MACS_peak_407_lociStitched	chr1	20914732	20921972	1	7241	27260.772	269	1
2_MACS_peak_1621_lociStitched	chr1	149810818	149817870	2	7038	35678.1836	270	1
4_MACS_peak_19284_lociStitched	chr22	46461665	46469307	4	7101	32070.4172	273	1
2_MACS_peak_11648_lociStitched	chr17	36856441	36863447	2	6936	38520.3892	274	1
2_MACS_peak_28497_lociStitched	chr9	134548847	134555896	2	6969	34772.717	276	1
2_MACS_peak_10020_lociStitched	chr16	12055531	12063112	2	7102	27417.4446	279	1
1_MACS_peak_2293_lociStitched	chr1	203255033	203261586	1	6554	48993.5045	280	1
1_MACS_peak_26068_lociStitched	chr7	127746620	127753519	1	6900	35548.4773	283	1
1_MACS_peak_9160_lociStitched	chr15	65183316	65190249	1	6934	32578.167	288	1
2_MACS_peak_24333_lociStitched	chr6	88631238	88638238	2	6822	36638	289	1
2_MACS_peak_4731_lociStitched	chr11	65554360	65561345	2	6964	29026.866	291	1
4_MACS_peak_21120_lociStitched	chr4	1207576	1214795	4	6898	31526.0949	294	1
1_MACS_peak_8793_lociStitched	chr15	40336406	40343365	1	6960	28257.0195	295	1
3_MACS_peak_2345_lociStitched	chr1	205252747	205259418	3	6546	44550.2722	298	1
2_MACS_peak_23906_lociStitched	chr6	34638131	34645174	2	6922	28030.4357	300	1
1_MACS_peak_18438_lociStitched	chr21	45574276	45581064	1	6789	32789.434	307	1
3_MACS_peak_25861_lociStitched	chr7	101945534	101952582	3	6673	36013.8704	313	1
2_MACS_peak_17377_lociStitched	chr20	17833952	17840869	2	6822	28168.0991	316	1
1_MACS_peak_23823_lociStitched	chr6	32935471	32941330	1	5860	59207.5386	319	1
2_MACS_peak_27982_lociStitched	chr9	96027766	96034405	2	6629	36083.6289	320	1
2_MACS_peak_28476_lociStitched	chr9	134127050	134133951	2	6801	27750.3012	321	1
2_MACS_peak_9237_lociStitched	chr15	68073067	68079791	2	6662	34498.8268	322	1
2_MACS_peak_6874_lociStitched	chr12	122237194	122243567	2	6314	44192.9312	330	1
2_MACS_peak_26139_lociStitched	chr7	130790059	130796426	2	6328	41616.6221	333	1
3_MACS_peak_4689_lociStitched	chr11	65148100	65154726	3	6561	32054.6002	336	1
5_MACS_peak_21016_lociStitched	chr3	195630058	195637435	5	6576	30868.3188	337	1
2_MACS_peak_1628_lociStitched	chr1	149854655	149861181	2	6476	34497.7412	340	1
1_MACS_peak_17304_lociStitched	chr20	4791261	4797133	1	5873	51899.672	349	1
2_MACS_peak_17992_lociStitched	chr20	56191944	56198425	2	6482	30628.5579	350	1
1_MACS_peak_8994_lociStitched	chr15	50642992	50649360	1	6369	33163.2704	356	1
1_MACS_peak_17711_lociStitched	chr20	42307507	42313836	1	6330	33224.7184	360	1
3_MACS_peak_20489_lociStitched	chr3	128820641	128827403	3	6297	32226.3396	364	1
1_MACS_peak_5497_lociStitched	chr11	130634237	130640612	1	6376	27413.1375	368	1
4_MACS_peak_26686_lociStitched	chr8	38238100	38244816	4	6324	29797.5488	370	1
1_MACS_peak_28225_lociStitched	chr9	123662792	123669162	1	6371	26997.334	373	1
1_MACS_peak_8318_lociStitched	chr14	91879407	91885614	1	6208	34055.3262	376	1
1_MACS_peak_26327_lociStitched	chr7	150062701	150068861	1	6161	35728.616	377	1
1_MACS_peak_26331_lociStitched	chr7	150100482	150106294	1	5813	46972.0028	378	1
2_MACS_peak_4720_lociStitched	chr11	65353256	65359053	2	5722	47962.0592	387	1
2_MACS_peak_18443_lociStitched	chr21	45659984	45666010	2	6009	38292.217	389	1
1_MACS_peak_5195_lociStitched	chr11	109824374	109830517	1	6144	32681.9886	391	1
3_MACS_peak_23733_lociStitched	chr6	30684015	30690644	3	6284	25885.5821	392	1
1_MACS_peak_27260_lociStitched	chr8	134579701	134585520	1	5820	43201.4198	396	1
1_MACS_peak_6321_lociStitched	chr12	68380895	68387078	1	6184	29420.5689	397	1
4_MACS_peak_9376_lociStitched	chr15	75742649	75748947	4	6060	34598.6928	398	1
2_MACS_peak_25362_lociStitched	chr7	44787260	44792810	2	5524	50013.27	401	1
2_MACS_peak_25382_lociStitched	chr7	45063420	45069297	2	5693	45157.1049	404	1
6_MACS_peak_15788_lociStitched	chr2	70310314	70316951	6	6152	28198.6219	405	1
3_MACS_peak_4046_lociStitched	chr11	266942	272586	3	5507	48988.7912	412	1
2_MACS_peak_23583_lociStitched	chr6	26269169	26275604	2	5957	34919.5275	413	1
3_MACS_peak_18_lociStitched	chr1	1070111	1076508	3	6096	27464.8798	417	1
3_MACS_peak_11458_lociStitched	chr17	27043656	27049939	3	6059	26741.7046	425	1
1_MACS_peak_25687_lociStitched	chr7	86845043	86850782	1	5740	38677.4166	426	1
1_MACS_peak_10064_lociStitched	chr16	14722738	14728545	1	5808	36141.0259	427	1
3_MACS_peak_23670_lociStitched	chr6	27801663	27807943	3	5797	36291.492	428	1
1_MACS_peak_68_lociStitched	chr1	1708847	1714768	1	5922	29040.1366	434	1
1_MACS_peak_6585_lociStitched	chr12	105062077	105067961	1	5885	29813.0512	438	1
1_MACS_peak_12014_lociStitched	chr17	47463339	47468783	1	5445	40903.494	456	1
1_MACS_peak_27746_lociStitched	chr9	66454607	66459237	1	4631	59300.577	458	1
1_MACS_peak_26761_lociStitched	chr8	52809516	52815261	1	5746	30016.476	459	1
2_MACS_peak_27257_lociStitched	chr8	134509127	134514652	2	5380	42165.695	464	1
4_MACS_peak_434_lociStitched	chr1	22104748	22110873	4	5660	30582.7375	469	1
1_MACS_peak_22177_lociStitched	chr5	32580897	32586659	1	5763	25848.332	470	1
2_MACS_peak_25796_lociStitched	chr7	99814786	99820531	2	5606	32101.3365	475	1
2_MACS_peak_23676_lociStitched	chr6	27858766	27864492	2	5713	26590.9714	481	1
1_MACS_peak_6584_lociStitched	chr12	105033182	105038879	1	5698	27006.0588	483	1
1_MACS_peak_25772_lociStitched	chr7	98975535	98980404	1	4870	51940.5444	485	1
1_MACS_peak_8121_lociStitched	chr14	74224798	74230462	1	5665	27981.8592	487	1
2_MACS_peak_16992_lociStitched	chr2	232570379	232575674	2	5125	45216.123	491	1
4_MACS_peak_20496_lociStitched	chr3	128835291	128841266	4	5624	27406.13	494	1
2_MACS_peak_25908_lociStitched	chr7	104581880	104587178	2	5280	39245.4648	496	1
2_MACS_peak_9887_lociStitched	chr16	3395446	3401101	2	5615	26475.579	498	1
1_MACS_peak_5221_lociStitched	chr11	111246798	111252167	1	5370	35693.6489	501	1
1_MACS_peak_28884_lociStitched	chrX	39963715	39969301	1	5587	25899.489	507	1
2_MACS_peak_10153_lociStitched	chr16	23344469	23350281	2	5488	30099.1856	509	1
2_MACS_peak_27483_lociStitched	chr9	5625205	5630781	2	5528	27697.1072	513	1
1_MACS_peak_11461_lociStitched	chr17	27051972	27057293	1	5322	34501.8961	519	1
2_MACS_peak_17382_lociStitched	chr20	17945708	17951240	2	5453	29329.0044	522	1
1_MACS_peak_23233_lociStitched	chr5	179244620	179250078	1	5459	28473.8402	524	1
2_MACS_peak_7842_lociStitched	chr14	50465425	50470923	2	5442	26005.54	538	1
2_MACS_peak_5973_lociStitched	chr12	46660143	46665283	2	5095	38677.986	539	1
1_MACS_peak_2417_lociStitched	chr1	207093631	207098427	1	4797	46254.0628	540	1
