GENE_ID	locusLine	bin_1_35_0EXN_0229Kronos_MM1S-No-Treatment-1_Input_hs_i77.bam
NM_012337	chr1(.):159837153-159874906	0.2134
NM_001146172	chr1(.):159916281-159929044	0.1683
NM_001778	chr1(.):160643535-160686585	0.2592
NM_003037	chr1(.):160574890-160622081	0.1985
NM_021181	chr1(.):160704076-160729601	0.2382
NM_001033667	chr1(.):160760927-160777483	0.2395
NM_001077470	chr1(.):161194455-161213000	0.1835
NM_001039711	chr1(.):161085768-161107478	0.2324
NM_016406	chr1(.):161118533-161133646	0.2687
NM_004550	chr1(.):161164104-161189184	0.233
NM_000309	chr1(.):161131180-161146010	0.2326
NM_001643	chr1(.):161187082-161198418	0.2744
NM_003779	chr1(.):161136100-161152314	0.2524
NM_012475	chr1(.):161124253-161140516	0.2797
NM_001039712	chr1(.):161085768-161107256	0.2338
NM_032174	chr1(.):161190832-161205407	0.2113
NM_001166159	chr1(.):161166936-161189184	0.233
NM_005099	chr1(.):161154537-161173845	0.2502
NM_004106	chr1(.):161180086-161194038	0.2284
NM_001102566	chr1(.):161223516-161260240	0.1554
NR_030284	chr1(.):168339761-168349859	0.149
NM_181093	chr1(.):169816803-169868076	0.1688
NM_002021	chr1(.):171212662-171260113	0.1819
NM_022371	chr1(.):179046111-179070129	0.2298
NM_016545	chr1(.):181052637-181064979	0.2668
NM_001127651	chr1(.):183519696-183565056	0.1989
NM_203454	chr1(.):183610410-183627448	0.1996
NM_001190794	chr1(.):183519696-183564739	0.1989
NM_005717	chr1(.):183590331-183609985	0.2257
NM_002927	chr1(.):192600281-192634389	0.1487
NM_002922	chr1(.):192539856-192554159	0.2948
NM_001031725	chr1(.):200608164-200644126	0.1768
NM_005298	chr1(.):200837165-200848251	0.1666
NM_018265	chr1(.):200855638-200889864	0.1841
NM_001142569	chr1(.):200858998-200889864	0.1739
NM_017596	chr1(.):200933519-200997828	0.187
NR_034150	chr1(.):203262885-203279453	0.2926
NM_003465	chr1(.):203180206-203203860	0.1733
NM_006763	chr1(.):203269663-203283729	0.2838
NM_002023	chr1(.):203304751-203325289	0.1911
NR_003019	chr1(.):203693708-203703833	0.1855
NM_001136190	chr1(.):203729283-203750480	0.2063
NM_001174108	chr1(.):203761650-203774590	0.196
NM_002646	chr1(.):204386757-204464474	0.1712
NM_002393	chr1(.):204480510-204532248	0.2216
NM_014858	chr1(.):205192037-205247471	0.2219
NM_018203	chr1(.):205300647-205331039	0.1866
NM_030952	chr1(.):205266190-205295883	0.2081
NR_029893	chr1(.):205412429-205422526	0.1467
NM_000707	chr1(.):206219282-206236482	0.1514
NM_001007544	chr1(.):206233871-206293647	0.1952
NM_148964	chr1(.):206312458-206337104	0.1389
NM_006893	chr1(.):206759973-206790904	0.1844
NM_182665	chr1(.):206725491-206767616	0.2569
NM_000572	chr1(.):206935947-206950839	0.2204
NM_013371	chr1(.):206997221-207021325	0.206
NM_001185157	chr1(.):207065787-207082484	0.1862
NM_153758	chr1(.):206967214-207021324	0.2278
NM_018724	chr1(.):207034153-207047568	0.1689
NM_002644	chr1(.):207096866-207124811	0.2006
NM_001170631	chr1(.):207126311-207148970	0.1723
NR_026817	chr1(.):207986723-208000941	0.2628
NR_029832	chr1(.):207970196-207980284	0.2247
NR_029518	chr1(.):207970787-207980868	0.2455
NM_183059	chr1(.):211644863-211671259	0.1519
NM_021194	chr1(.):211743380-211757099	0.2745
NM_153606	chr1(.):212792788-212805120	0.2014
NM_001030287	chr1(.):212733696-212799116	0.2098
NM_001674	chr1(.):212776993-212799116	0.2351
NM_001748	chr1(.):223895118-223968720	0.1704
NM_001146068	chr1(.):223884294-223968720	0.1716
NM_001136018	chr1(.):225992796-226038262	0.1677
NM_000120	chr1(.):226008001-226038262	0.1733
NM_020997	chr1(.):226068981-226081836	0.181
NM_014698	chr1(.):226028232-226075420	0.2227
NM_013328	chr1(.):226102579-226116965	0.1759
NM_181441	chr1(.):228289379-228302013	0.2266
NR_037415	chr1(.):228279963-228290042	0.1656
NM_001024227	chr1(.):228265850-228291913	0.2293
NM_001024226	chr1(.):228265360-228291913	0.2293
NM_024319	chr1(.):228283427-228296022	0.193
NM_001159390	chr1(.):228322928-228341655	0.1776
NM_005646	chr1(.):234522058-234619849	0.1535
NM_182972	chr1(.):234735014-234750271	0.304
NR_033927	chr1(.):234760056-234775526	0.1607
NM_030645	chr1(.):249099650-249125154	0.247
NM_024836	chr1(.):249127529-249148714	0.2268
NM_001136036	chr1(.):249139202-249158125	0.2183
NM_001193328	chr1(.):249139202-249158315	0.2184
NR_036070	chr1(.):249115575-249125642	0.2853
NM_015535	chr2(.):201165603-201351986	0.1307
NM_001100422	chr2(.):201165984-201351986	0.1304
NM_001100423	chr2(.):201166355-201351986	0.1304
NM_134421	chr2(.):10438825-10572743	0.1226
NM_002149	chr2(.):10438039-10572743	0.122
NM_014600	chr2(.):31451879-31496260	0.1108
NM_001083590	chr2(.):27250773-27269565	0.1124
NM_020458	chr2(.):47163312-47308275	0.1331
NR_033872	chr2(.):70184394-70319147	0.12
NM_032827	chr2(.):85975908-86023506	0.1194
NR_015395	chr2(.):112119590-112257692	0.141
NR_024373	chr2(.):112181885-112257692	0.157
NM_001099289	chr2(.):109740996-110267207	0.1024
NM_020760	chr2(.):197058976-197462335	0.1239
NM_001012514	chr2(.):231724620-231748963	0.0875
NM_145693	chr2(.):11881739-11972533	0.1463
NM_183360	chr2(.):25595111-25901503	0.1271
NM_018263	chr2(.):25957252-26106312	0.114
NM_005813	chr2(.):37472645-37549222	0.1673
NM_019063	chr2(.):42391489-42564688	0.1154
NM_012249	chr2(.):46764866-46816827	0.1559
NM_014755	chr2(.):64853754-64886046	0.1567
NR_036586	chr2(.):65123973-65164581	0.1715
NM_002398	chr2(.):66657531-66804891	0.1001
NM_001080824	chr2(.):85043795-85113252	0.1212
NM_001164731	chr2(.):86436119-86569777	0.1179
NM_001100169	chr2(.):86366054-86427893	0.1206
NM_001164730	chr2(.):86436119-86570206	0.1176
NR_024204	chr2(.):87749973-87826030	0.1477
NM_004836	chr2(.):88851258-88932094	0.1416
NM_144563	chr2(.):88986175-89055452	0.1305
NM_020151	chr2(.):96845602-96879573	0.1246
NM_004027	chr2(.):99056320-99212496	0.1812
NM_001566	chr2(.):99056320-99203284	0.1852
NM_003581	chr2(.):106356519-106515730	0.1262
NM_001193483	chr2(.):109145856-109308702	0.1339
NM_144978	chr2(.):109398218-109497847	0.101
NM_001142807	chr2(.):111485149-111880799	0.1232
NM_001017927	chr2(.):120055019-120129258	0.1304
NM_001077269	chr2(.):175419301-175552627	0.132
NR_024415	chr2(.):192537797-192558248	0.1567
NM_001031716	chr2(.):192537860-192558248	0.1561
NM_004226	chr2(.):196993306-197041336	0.1615
NM_001228	chr2(.):202093165-202157434	0.1565
NM_003879	chr2(.):201975889-202034003	0.1592
NM_001127184	chr2(.):201975815-202011323	0.1827
NM_173822	chr2(.):201833440-201941392	0.115
NM_033358	chr2(.):202093165-202151638	0.1602
NM_001037631	chr2(.):204727508-204743683	0.1391
NM_003709	chr2(.):207940528-208035614	0.124
NM_001167608	chr2(.):227695670-227868923	0.1203
NM_022730	chr2(.):232646161-232678434	0.0739
NM_005737	chr2(.):235396685-235410693	0.0804
NM_001137551	chr2(.):238595806-238695290	0.0686
NM_001137550	chr2(.):238531223-238695290	0.0646
NM_002997	chr2(.):20395557-20429927	0.1909
NM_001006946	chr2(.):20395557-20430194	0.1905
NM_004040	chr2(.):20641834-20654201	0.156
NM_178553	chr2(.):27354714-27367332	0.1426
NM_007046	chr2(.):27296434-27314265	0.1609
NM_001166239	chr2(.):27318461-27346773	0.1205
NM_001166240	chr2(.):27317220-27346995	0.1227
NM_013388	chr2(.):27348624-27362542	0.1499
NM_006488	chr2(.):27304610-27328619	0.1329
NM_001035507	chr2(.):27269490-27287403	0.1533
NM_021831	chr2(.):27269490-27298490	0.1551
NM_001166241	chr2(.):27317220-27338970	0.1143
NM_032604	chr2(.):27341656-27358680	0.1652
NM_175769	chr2(.):27366944-27380819	0.1476
NM_001134693	chr2(.):27288341-27299567	0.165
NM_080592	chr2(.):27429898-27445046	0.1504
NM_001170795	chr2(.):27430218-27445046	0.1508
NM_021095	chr2(.):27417454-27440175	0.1357
NM_001145122	chr2(.):31390921-31445411	0.1165
NM_012413	chr2(.):37566752-37605465	0.1865
NM_138370	chr2(.):42270160-42290668	0.1017
NM_006887	chr2(.):43444540-43458745	0.23
NR_027251	chr2(.):43449349-43460994	0.1868
NM_080653	chr2(.):46733985-46752096	0.1079
NM_173074	chr2(.):46803412-46849251	0.1293
NM_014171	chr2(.):46839324-46857881	0.1318
NM_001171508	chr2(.):47124008-47173994	0.131
NM_002354	chr2(.):47591286-47619167	0.093
NR_033837	chr2(.):64407212-64437619	0.1505
NR_034023	chr2(.):64829445-64848616	0.1324
NM_001193493	chr2(.):65210578-65256000	0.1518
NM_003038	chr2(.):65211494-65256000	0.1525
NM_181784	chr2(.):65532984-65664656	0.1265
NM_001128210	chr2(.):65532984-65598931	0.1125
NM_002664	chr2(.):68587321-68629585	0.1385
NM_173545	chr2(.):68689690-68812294	0.1081
NM_001024680	chr2(.):68684504-68699390	0.1566
NM_014882	chr2(.):68996932-69058957	0.135
NM_001166277	chr2(.):68956912-69058957	0.1385
NM_006196	chr2(.):70309584-70321334	0.2088
NR_024444	chr2(.):70346167-70357448	0.1425
NM_021103	chr2(.):85127762-85138799	0.156
NM_020122	chr2(.):85193230-85291595	0.1075
NM_006433	chr2(.):85916413-85930875	0.1181
NM_198843	chr2(.):85879439-85900864	0.1151
NM_015425	chr2(.):86248450-86338278	0.1519
NM_017952	chr2(.):86328304-86374280	0.1341
NR_026984	chr2(.):86242338-86255991	0.1421
NM_145644	chr2(.):86421555-86445477	0.1317
NR_015424	chr2(.):89060418-89111109	0.148
NM_001193304	chr2(.):96910945-96936751	0.1551
NM_001037228	chr2(.):96900976-96912701	0.1737
NM_004804	chr2(.):96926883-96944900	0.1515
NR_026875	chr2(.):97158382-97178846	0.1297
NM_212481	chr2(.):97197463-97223371	0.1842
NM_001193484	chr2(.):109232701-109308702	0.1282
NM_001193485	chr2(.):109266266-109308702	0.1233
NM_001193482	chr2(.):109218616-109308702	0.1356
NM_001193488	chr2(.):109199921-109308702	0.1416
NM_004987	chr2(.):109199766-109308702	0.1417
NM_006267	chr2(.):109330936-109407267	0.1205
NM_004807	chr2(.):129018053-129081171	0.0893
NM_033416	chr2(.):131095488-131109197	0.1342
NM_014369	chr2(.):131108579-131137982	0.1164
NM_032357	chr2(.):131090815-131104922	0.1264
NM_006186	chr2(.):157175943-157194287	0.1247
NM_004288	chr2(.):158266130-158305604	0.1729
NM_003387	chr2(.):175419301-175504307	0.1408
NM_002491	chr2(.):201931461-201955473	0.1264
NM_001127183	chr2(.):201978386-202033841	0.1608
NM_032974	chr2(.):202042620-202099110	0.1749
NM_001230	chr2(.):202042620-202091383	0.17
NM_033356	chr2(.):202120222-202157434	0.153
NM_001080125	chr2(.):202117753-202157434	0.155
NM_006139	chr2(.):204566197-204607557	0.1694
NM_012092	chr2(.):204796470-204831298	0.1212
NR_036227	chr2(.):207969710-207979797	0.1097
NM_017431	chr2(.):219682105-219701512	0.1037
NM_025216	chr2(.):219740254-219763651	0.1968
NM_006522	chr2(.):219719545-219743954	0.1117
NM_005544	chr2(.):227591032-227668506	0.1268
NM_024795	chr2(.):228221873-228249022	0.0994
NM_002601	chr2(.):232592146-232650974	0.0654
NR_031717	chr2(.):232751951-232762008	0.0452
NM_004735	chr2(.):238595806-238679558	0.0698
NM_022817	chr2(.):239147678-239202207	0.0645
NR_026923	chr2(.):239135326-239147985	0.0618
NM_001142853	chr2(.):239141907-239153681	0.0611
NR_026926	chr2(.):239128753-239145318	0.0582
NM_003549	chr3(.):50325261-50341899	0.1451
NM_014674	chr3(.):5224358-5266650	0.1845
NM_001683	chr3(.):10360706-10552268	0.1058
NM_001195099	chr3(.):15703743-15803058	0.1115
NM_001195098	chr3(.):15703743-15844691	0.1176
NM_015199	chr3(.):15703743-15906053	0.1168
NM_016128	chr3(.):128963452-129001616	0.1546
NM_003571	chr3(.):133113789-133199056	0.1496
NM_207294	chr3(.):152012193-152188569	0.1258
NM_021038	chr3(.):151980828-152188568	0.1295
NM_207015	chr3(.):174572110-175528428	0.149
NM_001135095	chr3(.):171753343-172123492	0.1809
NM_022763	chr3(.):171752417-172123492	0.1813
NM_181361	chr3(.):178249223-178567217	0.1534
NM_001134382	chr3(.):12933718-13119617	0.1202
NM_014869	chr3(.):12933718-13013960	0.1012
NM_001184958	chr3(.):14711605-14819543	0.1227
NM_001134381	chr3(.):17193653-17746512	0.1033
NM_014744	chr3(.):17193653-17787399	0.1036
NM_001134380	chr3(.):17193653-17789240	0.1038
NM_003884	chr3(.):20076523-20200896	0.1085
NM_182666	chr3(.):23842438-23937807	0.1318
NM_001024847	chr3(.):30642993-30740633	0.1431
NM_001171172	chr3(.):39299984-39326930	0.151
NM_001171171	chr3(.):39299984-39327764	0.1508
NM_001171174	chr3(.):39299984-39328226	0.1506
NM_001123396	chr3(.):46390234-46405868	0.1872
NM_001123041	chr3(.):46390234-46407413	0.1905
NM_001174051	chr3(.):50395230-50545892	0.0944
NM_006254	chr3(.):53190222-53231733	0.142
NM_181042	chr3(.):52574367-52718739	0.1103
NM_018313	chr3(.):52574367-52724866	0.1138
NM_015541	chr3(.):66424220-66555845	0.1093
NM_007114	chr3(.):69063977-69106484	0.1205
NM_024548	chr3(.):101438493-101491181	0.1183
NM_001185106	chr3(.):111388522-111570294	0.1107
NM_001134437	chr3(.):111446326-111700364	0.1048
NM_002213	chr3(.):124476794-124611144	0.1338
NM_032343	chr3(.):126418117-126684244	0.0987
NM_001001487	chr3(.):130608433-130740555	0.1125
NM_001199181	chr3(.):130564368-130727046	0.1175
NM_001199180	chr3(.):130564368-130740555	0.1173
NM_001199179	chr3(.):130607834-130727046	0.1124
NM_001001485	chr3(.):130607858-130740555	0.1127
NM_001199184	chr3(.):130607904-130727046	0.1123
NM_014382	chr3(.):130608291-130727046	0.1121
NM_006506	chr3(.):141200925-141336197	0.1231
NM_001080412	chr3(.):141038054-141173632	0.1896
NM_016275	chr3(.):150316065-150353234	0.1534
NM_001190242	chr3(.):159969773-160106554	0.1436
NM_001190241	chr3(.):159969773-160122320	0.1482
NM_024665	chr3(.):176733541-176920048	0.1953
NM_005832	chr3(.):178271617-178567217	0.1501
NM_130446	chr3(.):183200318-183278499	0.2618
NM_173216	chr3(.):186643314-186801341	0.2034
NM_003032	chr3(.):186734664-186801341	0.2096
NM_174908	chr3(.):191041873-191121459	0.1634
NM_005524	chr3(.):193848933-193861396	0.2151
NM_152531	chr3(.):194784012-194996895	0.1569
NM_001647	chr3(.):195290572-195316076	0.1665
NM_018184	chr3(.):5158929-5227601	0.1129
NM_015931	chr3(.):8656319-8698737	0.1043
NR_030614	chr3(.):10431172-10441246	0.1703
NM_002880	chr3(.):12620099-12710700	0.1319
NM_016474	chr3(.):14688252-14719166	0.1304
NR_027694	chr3(.):20016452-20058765	0.0957
NM_194293	chr3(.):39219706-39239077	0.1341
NM_001337	chr3(.):39299984-39326527	0.1505
NM_001198621	chr3(.):39219705-39239085	0.1341
NM_014240	chr3(.):45631322-45727755	0.1446
NM_001295	chr3(.):46238199-46254832	0.2055
NM_001837	chr3(.):46278871-46313197	0.1233
NM_003965	chr3(.):46443720-46456014	0.1516
NM_001199149	chr3(.):46472495-46510161	0.1304
NM_002343	chr3(.):46472495-46511598	0.13
NM_001100168	chr3(.):46406632-46422697	0.1826
NM_001130910	chr3(.):46444048-46456014	0.1551
NM_003212	chr3(.):46614075-46628952	0.0927
NM_001174136	chr3(.):46611044-46628952	0.0938
NM_024512	chr3(.):46551877-46613011	0.1424
NM_031440	chr3(.):46534484-46547439	0.1537
NM_006764	chr3(.):50320162-50335026	0.123
NM_153282	chr3(.):50332319-50346004	0.1193
NM_153281	chr3(.):50332319-50354812	0.1067
NM_007275	chr3(.):50357340-50370668	0.1541
NM_012191	chr3(.):50328832-50341712	0.1543
NM_003773	chr3(.):50350220-50365281	0.1302
NM_006545	chr3(.):50379918-50393486	0.1597
NM_007182	chr3(.):50362216-50383367	0.1445
NM_007022	chr3(.):50383296-50396496	0.1714
NM_007024	chr3(.):50387179-50401939	0.1659
NM_015896	chr3(.):50373536-50388156	0.1613
NM_170712	chr3(.):50362216-50380664	0.1501
NM_170713	chr3(.):50362216-50379895	0.1495
NM_001010983	chr3(.):52723503-52745048	0.1698
NM_206825	chr3(.):52714935-52733510	0.1559
NR_003687	chr3(.):52719753-52729846	0.1683
NM_014041	chr3(.):52734856-52747197	0.192
NR_003057	chr3(.):52721751-52731828	0.1481
NM_152932	chr3(.):52723503-52742622	0.158
NR_003047	chr3(.):52718255-52728331	0.17
NM_001193533	chr3(.):52739795-52809965	0.1319
NM_052859	chr3(.):53117500-53169470	0.131
NM_198195	chr3(.):69098880-69134524	0.1258
NM_006407	chr3(.):69129089-69160239	0.1529
NM_198271	chr3(.):69151038-69176746	0.1187
NR_036087	chr3(.):69093108-69103186	0.1566
NM_006100	chr3(.):98446571-98518236	0.1676
NM_145037	chr3(.):101493028-101552075	0.1543
NM_001134456	chr3(.):101493285-101552075	0.154
NM_001005474	chr3(.):101541833-101584869	0.1322
NM_001190259	chr3(.):111834687-111857152	0.1778
NM_024616	chr3(.):111800181-111842044	0.1594
NR_030292	chr3(.):111826647-111836745	0.1569
NM_022135	chr3(.):119355907-119384404	0.156
NM_005694	chr3(.):119383371-119401243	0.1525
NM_015900	chr3(.):119311721-119353658	0.1223
NM_175924	chr3(.):121701169-121746030	0.1529
